Wavelength (nm),Unnamed: 1,Unnamed: 2,Unnamed: 3,THYLTHA,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,THYRTHA,Unnamed: 10,Unnamed: 11,Unnamed: 12,Wavelength (nm)2,Abs
,,,,,,,,,,,,,4251999817.0,588685334.0
,,,,,,,,,,,,,4247999878.0,587251246.0
,,,,,,,,,,,,,4243999939.0,586949289.0
,,,,,,,,,,,,,424.0,586871922.0
,,,,,,,,,,,,,4236000061.0,582602263.0
,,,,,,,,,,,,,4231999817.0,583638966.0
,,,,,,,,,,,,,4227999878.0,583937764.0
,,,,,,,,,,,,,4223999939.0,582762897.0
,,,,,,,,,,,,,422.0,580841601.0
,,,,,,,,,,,,,4216000061.0,581345618.0
,,,,,,,,,,,,,4211999817.0,580539823.0
,,,,,,,,,,,,,4207999878.0,580325007.0
,,,,,,,,,,,,,4203999939.0,578698933.0
,,,,,,,,,,,,,420.0,577860713.0
,,,,,,,,,,,,,4196000061.0,577695608.0
,,,,,,,,,,,,,4191999817.0,577349126.0
,,,,,,,,,,,,,4187999878.0,576921582.0
,,,,,,,,,,,,,4183999939.0,576041818.0
,,,,,,,,,,,,,418.0,575495839.0
,,,,,,,,,,,,,4176000061.0,574170947.0
,,,,,,,,,,,,,4171999817.0,574260056.0
,,,,,,,,,,,,,4167999878.0,573332489.0
,,,,,,,,,,,,,4163999939.0,572867036.0
,,,,,,,,,,,,,416.0,571369946.0
,,,,,,,,,,,,,4156000061.0,570946038.0
,,,,,,,,,,,,,4151999817.0,570294797.0
,,,,,,,,,,,,,4147999878.0,568802238.0
,,,,,,,,,,,,,4143999939.0,567684412.0
,,,,,,,,,,,,,414.0,56781745.0
,,,,,,,,,,,,,4136000061.0,565591574.0
,,,,,,,,,,,,,4131999817.0,56352526.0
,,,,,,,,,,,,,4127999878.0,563310564.0
,,,,,,,,,,,,,4123999939.0,562002897.0
,,,,,,,,,,,,,412.0,560010433.0
,,,,,,,,,,,,,4116000061.0,559415519.0
,,,,,,,,,,,,,4111999817.0,55846405.0
,,,,,,,,,,,,,4107999878.0,555937171.0
,,,,,,,,,,,,,4103999939.0,554376364.0
,,,,,,,,,,,,,410.0,553360224.0
,,,,,,,,,,,,,4096000061.0,551590383.0
,,,,,,,,,,,,,4091999817.0,550915062.0
,,,,,,,,,,,,,4087999878.0,546815455.0
,,,,,,,,,,,,,4083999939.0,545104444.0
,,,,,,,,,,,,,408.0,544894218.0
,,,,,,,,,,,,,4076000061.0,541866243.0
,,,,,,,,,,,,,4071999817.0,539614201.0
,,,,,,,,,,,,,4067999878.0,538739026.0
,,,,,,,,,,,,,4063999939.0,535974622.0
,,,,,,,,,,,,,406.0,534347296.0
,,,,,,,,,,,,,4056000061.0,531984448.0
,,,,,,,,,,,,,4051999817.0,530532897.0
,,,,,,,,,,,,,4047999878.0,527379096.0
,,,,,,,,,,,,,4043999939.0,525882006.0
,,,,,,,,,,,,,404.0,522303104.0
,,,,,,,,,,,,,4036000061.0,522366405.0
,,,,,,,,,,,,,4031999817.0,519867837.0
,,,,,,,,,,,,,4027999878.0,517892778.0
,,,,,,,,,,,,,4023999939.0,515372217.0
,,,,,,,,,,,,,402.0,516160071.0
,,,,,,,,,,,,,4016000061.0,514442742.0
,,,,,,,,,,,,,4011999817.0,512222111.0
,,,,,,,,,,,,,4007999878.0,511171222.0
,,,,,,,,,,,,,4003999939.0,509174585.0
,,,,,,,,,,,,,400.0,507768929.0
,,,,,,,,,,,,,3996000061.0,506759405.0
,,,,,,,,,,,,,3991999817.0,505106092.0
,,,,,,,,,,,,,3987999878.0,504095912.0
,,,,,,,,,,,,,3983999939.0,503425717.0
,,,,,,,,,,,,,398.0,500849664.0
,,,,,,,,,,,,,3976000061.0,500411987.0
,,,,,,,,,,,,,3971999817.0,500901163.0
,,,,,,,,,,,,,3967999878.0,498769194.0
,,,,,,,,,,,,,3963999939.0,498108357.0
,,,,,,,,,,,,,396.0,497036189.0
,,,,,,,,,,,,,3956000061.0,497266293.0
,,,,,,,,,,,,,3951999817.0,497508794.0
,,,,,,,,,,,,,3947999878.0,495977938.0
,,,,,,,,,,,,,3943999939.0,496979952.0
,,,,,,,,,,,,,394.0,495574057.0
,,,,,,,,,,,,,3936000061.0,497386456.0
,,,,,,,,,,,,,3931999817.0,495328665.0
,,,,,,,,,,,,,3927999878.0,494074553.0
,,,,,,,,,,,,,3923999939.0,495509744.0
,,,,,,,,,,,,,392.0,494209796.0
,,,,,,,,,,,,,3916000061.0,494780213.0
,,,,,,,,,,,,,3911999817.0,494820476.0
,,,,,,,,,,,,,3907999878.0,495103777.0
,,,,,,,,,,,,,3903999939.0,495832712.0
,,,,,,,,,,,,,390.0,495170116.0
,,,,,,,,,,,,,3896000061.0,495951623.0
,,,,,,,,,,,,,3891999817.0,494661421.0
,,,,,,,,,,,,,3887999878.0,493774682.0
,,,,,,,,,,,,,3883999939.0,493977457.0
,,,,,,,,,,,,,388.0,495319426.0
,,,,,,,,,,,,,3876000061.0,494096041.0
,,,,,,,,,,,,,3871999817.0,493163109.0
,,,,,,,,,,,,,3867999878.0,49374944.0
,,,,,,,,,,,,,3863999939.0,493564606.0
,,,,,,,,,,,,,386.0,493713379.0
,,,,,,,,,,,,,3856000061.0,495298505.0
,,,,,,,,,,,,,3851999817.0,494274646.0
,,,,,,,,,,,,,3847999878.0,493341535.0
,,,,,,,,,,,,,3843999939.0,493524015.0
,,,,,,,,,,,,,384.0,491792738.0
,,,,,,,,,,,,,3836000061.0,493519604.0
,,,,,,,,,,,,,3831999817.0,490534782.0
,,,,,,,,,,,,,3827999878.0,491409898.0
,,,,,,,,,,,,,3823999939.0,492503256.0
,,,,,,,,,,,,,382.0,490866661.0
,,,,,,,,,,,,,3816000061.0,489830613.0
,,,,,,,,,,,,,3811999817.0,490333766.0
,,,,,,,,,,,,,3807999878.0,488445938.0
,,,,,,,,,,,,,3803999939.0,489619672.0
,,,,,,,,,,,,,380.0,487044424.0
,,,,,,,,,,,,,3796000061.0,4890683.0
,,,,,,,,,,,,,3791999817.0,487216443.0
,,,,,,,,,,,,,3787999878.0,485318124.0
,,,,,,,,,,,,,3783999939.0,486006379.0
,,,,,,,,,,,,,378.0,485444486.0
,,,,,,,,,,,,,3776000061.0,483824581.0
,,,,,,,,,,,,,3771999817.0,482904315.0
,,,,,,,,,,,,,3767999878.0,480472863.0
,,,,,,,,,,,,,3763999939.0,479655385.0
,,,,,,,,,,,,,376.0,480735749.0
,,,,,,,,,,,,,3756000061.0,477232814.0
,,,,,,,,,,,,,3751999817.0,47782898.0
,,,,,,,,,,,,,3747999878.0,475741983.0
,,,,,,,,,,,,,3743999939.0,474625081.0
,,,,,,,,,,,,,374.0,473424852.0
,,,,,,,,,,,,,3736000061.0,471755505.0
,,,,,,,,,,,,,3731999817.0,471053362.0
,,,,,,,,,,,,,3727999878.0,470605999.0
,,,,,,,,,,,,,3723999939.0,469183505.0
,,,,,,,,,,,,,372.0,467338413.0
,,,,,,,,,,,,,3716000061.0,466549248.0
,,,,,,,,,,,,,3711999817.0,465910852.0
,,,,,,,,,,,,,3707999878.0,466319084.0
,,,,,,,,,,,,,3703999939.0,465129823.0
,,,,,,,,,,,,,370.0,46487993.0
,,,,,,,,,,,,,3696000061.0,464601964.0
,,,,,,,,,,,,,3691999817.0,46175763.0
,,,,,,,,,,,,,3687999878.0,459724993.0
,,,,,,,,,,,,,3683999939.0,460361183.0
,,,,,,,,,,,,,368.0,458158821.0
,,,,,,,,,,,,,3676000061.0,459138781.0
,,,,,,,,,,,,,3671999817.0,457905471.0
,,,,,,,,,,,,,3667999878.0,456441522.0
,,,,,,,,,,,,,3663999939.0,454439282.0
,,,,,,,,,,,,,366.0,45667553.0
,,,,,,,,,,,,,3656000061.0,454525888.0
,,,,,,,,,,,,,3651999817.0,452141583.0
,,,,,,,,,,,,,3647999878.0,45390597.0
,,,,,,,,,,,,,3643999939.0,452869445.0
,,,,,,,,,,,,,364.0,451792538.0
,,,,,,,,,,,,,3636000061.0,449240625.0
,,,,,,,,,,,,,3631999817.0,449461401.0
,,,,,,,,,,,,,3627999878.0,44971022.0
,,,,,,,,,,,,,3623999939.0,448781073.0
,,,,,,,,,,,,,362.0,450431407.0
,,,,,,,,,,,,,3616000061.0,448481321.0
,,,,,,,,,,,,,3611999817.0,447354406.0
,,,,,,,,,,,,,3607999878.0,445131809.0
,,,,,,,,,,,,,3603999939.0,443813622.0
,,,,,,,,,,,,,360.0,444142222.0
,,,,,,,,,,,,,3596000061.0,446435958.0
,,,,,,,,,,,,,3591999817.0,444333851.0
,,,,,,,,,,,,,3587999878.0,442137837.0
,,,,,,,,,,,,,3583999939.0,439430952.0
,,,,,,,,,,,,,358.0,442475259.0
,,,,,,,,,,,,,3576000061.0,441771209.0
,,,,,,,,,,,,,3571999817.0,440290064.0
,,,,,,,,,,,,,3567999878.0,438609392.0
,,,,,,,,,,,,,3563999939.0,440953374.0
,,,,,,,,,,,,,356.0,439958423.0
,,,,,,,,,,,,,3556000061.0,440042555.0
,,,,,,,,,,,,,3551999817.0,440636158.0
,,,,,,,,,,,,,3547999878.0,439820468.0
,,,,,,,,,,,,,3543999939.0,440793097.0
,,,,,,,,,,,,,354.0,440987468.0
,,,,,,,,,,,,,3536000061.0,441488266.0
,,,,,,,,,,,,,3531999817.0,438852578.0
,,,,,,,,,,,,,3527999878.0,442314416.0
,,,,,,,,,,,,,3523999939.0,440168262.0
,,,,,,,,,,,,,352.0,44167462.0
,,,,,,,,,,,,,3516000061.0,442272246.0
,,,,,,,,,,,,,3511999817.0,44144088.0
,,,,,,,,,,,,,3507999878.0,443206638.0
,,,,,,,,,,,,,3503999939.0,445767403.0
,,,,,,,,,,,,,350.0,445102334.0
