Wavelength (nm);Abs_Eva;Abs_Jasmijn;Abs_Mads;Abs_Koen;Abs_Nicco;Abs_model
402,7999878;0,71259135;0,504248977;0,517892778;0,33608827;0,205085754;0,214267537
402,3999939;0,709005475;0,503658652;0,515372217;0,333678246;0,203573152;0,213045895
402;0,708266735;0,501954675;0,516160071;0,332965165;0,20135133;0,210585818
401,6000061;0,706239164;0,501236081;0,514442742;0,332791388;0,200487733;0,210857809
401,1999817;0,703991532;0,49922961;0,512222111;0,328986734;0,199627295;0,20963648
400,7999878;0,702301741;0,496759713;0,511171222;0,328552514;0,198674187;0,208684415
400,3999939;0,698761046;0,495845556;0,509174585;0,325976968;0,197613731;0,207131684
400;0,698488951;0,49455446;0,507768929;0,32438919;0,196121514;0,205310538
399,6000061;0,697835684;0,494193375;0,506759405;0,324134111;0,196303934;0,204883233
399,1999817;0,696603537;0,493801087;0,505106092;0,32245186;0,19430089;0,204826236
398,7999878;0,693750978;0,493440539;0,504095912;0,321132124;0,194317982;0,202556595
398,3999939;0,693282664;0,492123276;0,503425717;0,31968841;0,193780601;0,202893555
398;0,691040337;0,490667611;0,500849664;0,31760782;0,192828447;0,203264847
397,6000061;0,690850735;0,490226686;0,500411987;0,318397254;0,192282707;0,201527879
397,1999817;0,690016389;0,489655405;0,500901163;0,317739785;0,192315877;0,201539353
396,7999878;0,688865125;0,488851756;0,498769194;0,316723704;0,191533819;0,20129104
396,3999939;0,689091444;0,489178956;0,498108357;0,316029638;0,191510081;0,201687396
396;0,68610096;0,488190502;0,497036189;0,315482765;0,190496564;0,200298727
395,6000061;0,688231051;0,487205058;0,497266293;0,315406531;0,190277711;0,200450897
395,1999817;0,686185062;0,488045186;0,497508794;0,31463787;0,18956764;0,199613363
394,7999878;0,684787095;0,486459136;0,495977938;0,313212633;0,189898834;0,19981508
394,3999939;0,686228037;0,487107754;0,496979952;0,313329399;0,189278156;0,200491145
394;0,685591996;0,487269223;0,495574057;0,313096255;0,189095795;0,19980593
393,6000061;0,684400618;0,48755756;0,497386456;0,314395249;0,189127237;0,198759675
393,1999817;0,686119556;0,48717466;0,495328665;0,311716735;0,188346341;0,199265778
392,7999878;0,683296144;0,486976534;0,494074553;0,312341571;0,188882157;0,19889982
392,3999939;0,684099853;0,488737285;0,495509744;0,311025769;0,189174101;0,199346468
392;0,683874965;0,48685199;0,494209796;0,311540008;0,18867673;0,198837206
391,6000061;0,683377504;0,486628324;0,494780213;0,311308473;0,187294036;0,197727814
391,1999817;0,684484541;0,486258447;0,494820476;0,310983241;0,188319311;0,199143753
390,7999878;0,685466766;0,48739329;0,495103777;0,311026871;0,187507927;0,196625903
390,3999939;0,685637415;0,487333328;0,495832712;0,311302811;0,188101381;0,198936567
390;0,68354404;0,488275737;0,495170116;0,310757607;0,187165514;0,19798179
389,6000061;0,685299933;0,487452775;0,495951623;0,310934871;0,187442914;0,198019609
389,1999817;0,682648897;0,487775534;0,494661421;0,3091667;0,187734768;0,198690057
388,7999878;0,683077693;0,487769604;0,493774682;0,309761077;0,187326267;0,197567627
388,3999939;0,68466574;0,488325477;0,493977457;0,311025649;0,186733156;0,197939113
388;0,683899105;0,48846969;0,495319426;0,310930342;0,187212557;0,198150471
387,6000061;0,684027791;0,488624275;0,494096041;0,309896886;0,186805666;0,197393864
387,1999817;0,683639765;0,487106949;0,493163109;0,309737444;0,187868759;0,198728994
386,7999878;0,68432945;0,486406386;0,49374944;0,309739471;0,1865426;0,196784779
386,3999939;0,682605207;0,487333566;0,493564606;0,309690595;0,186930418;0,197175741
386;0,68387723;0,486534208;0,493713379;0,308974594;0,18719317;0,197929323
385,6000061;0,682770968;0,487371177;0,495298505;0,309099197;0,18723686;0,197394922
385,1999817;0,684285343;0,488276094;0,494274646;0,30992654;0,186957806;0,196101889
384,7999878;0,683065414;0,487130553;0,493341535;0,309058785;0,186457887;0,196820244
384,3999939;0,685192049;0,487944692;0,493524015;0,308973938;0,184177205;0,194804132
384;0,683552325;0,486578882;0,491792738;0,307083637;0,185346156;0,195636377
383,6000061;0,684277535;0,485521644;0,493519604;0,307746261;0,185016468;0,196702033
383,1999817;0,682926357;0,485251993;0,490534782;0,306054682;0,187425301;0,19661133
382,7999878;0,684599519;0,486254156;0,491409898;0,305729926;0,185227856;0,194879741
382,3999939;0,680857301;0,485283583;0,492503256;0,305534035;0,184824318;0,193561137
382;0,680441618;0,48412168;0,490866661;0,303969592;0,184668839;0,194284648
381,6000061;0,681438983;0,48418197;0,489830613;0,30465281;0,18423216;0,194427326
381,1999817;0,681351185;0,48695609;0,490333766;0,304959178;0,183349326;0,193121716
380,7999878;0,67934823;0,48283118;0,488445938;0,303370118;0,183064818;0,194092214
380,3999939;0,681667924;0,483373195;0,489619672;0,303247064;0,182321176;0,193667948
380;0,679994643;0,482386828;0,487044424;0,301237106;0,183227569;0,192950249
379,6000061;0,679265022;0,482729912;0,4890683;0,29998976;0,182738155;0,191649512
379,1999817;0,678604305;0,482916683;0,487216443;0,299559891;0,181673288;0,191381395
378,7999878;0,677596748;0,480937481;0,485318124;0,298310876;0,181075797;0,190467462
378,3999939;0,676671863;0,481737167;0,486006379;0,297639668;0,181913957;0,190142646
378;0,675503552;0,482101023;0,485444486;0,299373239;0,180074871;0,18772611
377,6000061;0,674337685;0,478182286;0,483824581;0,295017481;0,179622769;0,188725308
377,1999817;0,675041795;0,476751268;0,482904315;0,294996917;0,179032773;0,187747419
376,7999878;0,672370195;0,477744103;0,480472863;0,29446879;0,178325802;0,186167613
376,3999939;0,672865987;0,476945251;0,479655385;0,293397218;0,177601084;0,18594043
376;0,671365202;0,476650536;0,480735749;0,293363124;0,177027449;0,184962288
375,6000061;0,670221329;0,475028664;0,477232814;0,28926447;0,175373346;0,184191689
375,1999817;0,671355903;0,474468827;0,47782898;0,29081735;0,176340282;0,185080603
374,7999878;0,668720663;0,473956525;0,475741983;0,287950635;0,175557554;0,182944328
374,3999939;0,666185498;0,471096218;0,474625081;0,287672848;0,174447238;0,182230622
374;0,665506184;0,470663101;0,473424852;0,285512;0,173773602;0,181164295
373,6000061;0,664636195;0,469899476;0,471755505;0,282713234;0,173206031;0,181520715
373,1999817;0,663830996;0,468563855;0,471053362;0,284139216;0,173779905;0,179428458
372,7999878;0,659695327;0,468733788;0,470605999;0,282616943;0,172939584;0,179883167
372,3999939;0,659794807;0,466288298;0,469183505;0,280749142;0,170912415;0,177564696
372;0,657768965;0,466096342;0,467338413;0,280005246;0,170225769;0,178481177
371,6000061;0,657592118;0,465768665;0,466549248;0,278893441;0,169535935;0,178265661
371,1999817;0,657415807;0,466236264;0,465910852;0,276853025;0,16995509;0,17681317
370,7999878;0,655293644;0,46469903;0,466319084;0,276441634;0,167521119;0,175152525
370,3999939;0,656077921;0,464656502;0,465129823;0,276783854;0,168938428;0,175633609
370;0,654823363;0,464123994;0,46487993;0,276154667;0,170105308;0,175585643
369,6000061;0,655873597;0,462547869;0,464601964;0,274620533;0,166070029;0,174234495
369,1999817;0,652070463;0,462524235;0,46175763;0,271680743;0,166088045;0,174336776
368,7999878;0,65081352;0,462310731;0,459724993;0,271873772;0,165733516;0,173236936
368,3999939;0,649460971;0,461547017;0,460361183;0,27037707;0,165199906;0,17215845
368;0,648814023;0,459297538;0,458158821;0,270202696;0,165902317;0,172020614
367,6000061;0,646725178;0,458041102;0,459138781;0,269379228;0,165650651;0,172809348
367,1999817;0,646528721;0,459062636;0,457905471;0,267906696;0,163680494;0,171453908
366,7999878;0,642662287;0,457288802;0,456441522;0,267183483;0,165102974;0,171454281
366,3999939;0,644726098;0,458100289;0,454439282;0,265925497;0,163638577;0,170102358
366;0,644271731;0,455799937;0,45667553;0,267426878;0,161907509;0,168403491
365,6000061;0,643851399;0,457251906;0,454525888;0,265978515;0,162753761;0,167686716
365,1999817;0,642110586;0,45505026;0,452141583;0,264361262;0,162215754;0,167283058
364,7999878;0,640830398;0,455012173;0,45390597;0,262396544;0,161434472;0,16664578
364,3999939;0,640137315;0,455108225;0,452869445;0,260776699;0,162277326;0,1667521
364;0,644032121;0,454043299;0,451792538;0,26115641;0,160746008;0,167473912
363,6000061;0,637669325;0,452520579;0,449240625;0,25922069;0,160228655;0,164284632
363,1999817;0,636867762;0,45259434;0,449461401;0,259019643;0,158384055;0,16638051
362,7999878;0,636782169;0,449862212;0,44971022;0,258058012;0,159010738;0,164981172
362,3999939;0,63654387;0,451403976;0,448781073;0,256702304;0,15959245;0,164455175
362;0,636483133;0,452795535;0,450431407;0,258951336;0,159963429;0,165712297
361,6000061;0,635832965;0,451896697;0,448481321;0,256647676;0,157614276;0,16295591
361,1999817;0,633107603;0,45050928;0,447354406;0,253845036;0,156707674;0,16305846
360,7999878;0,631890118;0,447236449;0,445131809;0,252463967;0,156648785;0,162039295
360,3999939;0,632387221;0,450286925;0,443813622;0,253581226;0,156362802;0,161736444
360;0,629048407;0,44810909;0,444142222;0,250301093;0,158044174;0,16169782
359,6000061;0,630941391;0,450278014;0,446435958;0,252741128;0,155637607;0,160749942
359,1999817;0,628721237;0,449260622;0,444333851;0,252492428;0,156337529;0,159981355
358,7999878;0,629632711;0,44774133;0,442137837;0,24944064;0,154706314;0,160933256
358,3999939;0,628277302;0,447863311;0,439430952;0,248431012;0,155817151;0,16030474
358;0,630221009;0,448262543;0,442475259;0,251156032;0,155397341;0,16053623
357,6000061;0,627931178;0,447516829;0,441771209;0,248985469;0,154069424;0,157391593
357,1999817;0,627048075;0,446681649;0,440290064;0,248958245;0,152094558;0,157761812
356,7999878;0,62409842;0,447535038;0,438609392;0,247995213;0,154491425;0,160155922
356,3999939;0,625878155;0,446803182;0,440953374;0,248019144;0,153863847;0,156693757
356;0,621972442;0,443207592;0,439958423;0,244693607;0,155499935;0,159018606
355,6000061;0,625825286;0,44546026;0,440042555;0,246217132;0,155554593;0,158467382
355,1999817;0,624128521;0,447208643;0,440636158;0,246391356;0,153339565;0,159034923
354,7999878;0,624402881;0,44503814;0,439820468;0,245858237;0,151984781;0,158051029
354,3999939;0,624490738;0,446029395;0,440793097;0,244531021;0,151849002;0,157939598
354;0,626842558;0,446103692;0,440987468;0,24451761;0,153681979;0,158855423
353,6000061;0,626088202;0,445705533;0,441488266;0,246262774;0,154912397;0,158873305
353,1999817;0,623572946;0,448722184;0,438852578;0,243636549;0,15393281;0,158210233
352,7999878;0,626957595;0,446928561;0,442314416;0,244643763;0,154948384;0,158159107
352,3999939;0,627955794;0,447159857;0,440168262;0,245862976;0,151238874;0,156871215
352;0,630758107;0,450732619;0,44167462;0,247040272;0,15247041;0,156718969
351,6000061;0,628550649;0,448843867;0,442272246;0,24556753;0,152485669;0,158383116
351,1999817;0,628120244;0,449048698;0,44144088;0,245072156;0,154773891;0,158807844
350,7999878;0,630532086;0,452250212;0,443206638;0,246786594;0,156086132;0,159889132
350,3999939;0,632176697;0,45212692;0,445767403;0,246928364;0,154340118;0,159288153
350;0,632069707;0,453196645;0,445102334;0,2493352;0,155017138;0,159319833
