Baseline 100%T,,Eva,,Koen,,Jasmijn,,Mads,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
644,0.3371422589,644,0.1520499885,644,0.2260099649,644,0.1273292601,644,0.4104040563,
643.5999756,0.3371380866,643.5999756,0.1510391831,643.5999756,0.2249155492,643.5999756,0.1249646544,643.5999756,0.4079543054,
643.2000122,0.337043643,643.2000122,0.1501272023,643.2000122,0.2239269465,643.2000122,0.1228753924,643.2000122,0.405593425,
642.7999878,0.3369477093,642.7999878,0.1492131948,642.7999878,0.2230865955,642.7999878,0.1208784953,642.7999878,0.4035047591,
642.4000244,0.3368242383,642.4000244,0.148442328,642.4000244,0.2223011106,642.4000244,0.1189367548,642.4000244,0.401719749,
642,0.3368445933,642,0.1475428641,642,0.2214504927,642,0.1169465557,642,0.3998818398,
641.5999756,0.3367421329,641.5999756,0.14682208,641.5999756,0.2208024263,641.5999756,0.1151070297,641.5999756,0.3984658122,
641.2000122,0.3367506862,641.2000122,0.1460006237,641.2000122,0.2201657891,641.2000122,0.1131506637,641.2000122,0.3966890574,
640.7999878,0.3366006315,640.7999878,0.1456435472,640.7999878,0.219621405,640.7999878,0.1113625318,640.7999878,0.3955934942,
640.4000244,0.3364351094,640.4000244,0.1451429278,640.4000244,0.2192344964,640.4000244,0.1097659841,640.4000244,0.3945867121,
640,0.3363800347,640,0.1446599066,640,0.2188617289,640,0.1083417758,640,0.3935269415,
639.5999756,0.3364723325,639.5999756,0.1441799849,639.5999756,0.2183473557,639.5999756,0.1066228002,639.5999756,0.3925733864,
639.2000122,0.3364174962,639.2000122,0.1436795443,639.2000122,0.2179886103,639.2000122,0.1051086634,639.2000122,0.3917525113,
638.7999878,0.3363279104,638.7999878,0.1432560384,638.7999878,0.2178813815,638.7999878,0.103667751,638.7999878,0.3912216425,
638.4000244,0.336214155,638.4000244,0.1431172341,638.4000244,0.217723906,638.4000244,0.102411598,638.4000244,0.3908492029,
638,0.3363505304,638,0.1428204179,638,0.2174106389,638,0.1009773985,638,0.3902049661,
637.5999756,0.3361403346,637.5999756,0.1427399665,637.5999756,0.2175887972,637.5999756,0.09981146455,637.5999756,0.3899958432,
637.2000122,0.3361048996,637.2000122,0.1425932795,637.2000122,0.2174654305,637.2000122,0.09878089279,637.2000122,0.3897178769,
636.7999878,0.3361671269,636.7999878,0.1424992234,636.7999878,0.2172846794,636.7999878,0.09769263119,636.7999878,0.3893632293,
636.4000244,0.3362095356,636.4000244,0.1422943175,636.4000244,0.2171785682,636.4000244,0.09655448049,636.4000244,0.3894286454,
636,0.3361059129,636,0.1422601938,636,0.2173269093,636,0.09562953562,636,0.3894740343,
635.5999756,0.3360179961,635.5999756,0.1423182338,635.5999756,0.2173343748,635.5999756,0.09489129484,635.5999756,0.3893102407,
635.2000122,0.3361599743,635.2000122,0.1423637867,635.2000122,0.2173481733,635.2000122,0.09396442026,635.2000122,0.3892265558,
634.7999878,0.336032629,634.7999878,0.1423107982,634.7999878,0.217525661,634.7999878,0.09338784963,634.7999878,0.3894416988,
634.4000244,0.3360946178,634.4000244,0.1421664804,634.4000244,0.2176404595,634.4000244,0.09261326492,634.4000244,0.3895357251,
634,0.3362110853,634,0.1421854794,634,0.2176722884,634,0.09203086793,634,0.3896920383,
633.5999756,0.3361038566,633.5999756,0.1423046291,633.5999756,0.2177686542,633.5999756,0.0915422067,633.5999756,0.3899902999,
633.2000122,0.3360008597,633.2000122,0.1425031424,633.2000122,0.2179849744,633.2000122,0.09125469625,633.2000122,0.3904102147,
632.7999878,0.3361126184,632.7999878,0.1424902827,632.7999878,0.2179512382,632.7999878,0.09067010134,632.7999878,0.3904077709,
632.4000244,0.3362953067,632.4000244,0.1423124522,632.4000244,0.2179812044,632.4000244,0.09021320939,632.4000244,0.3904952705,
632,0.336096853,632,0.1425475329,632,0.2181782126,632,0.09013652056,632,0.39098382,
631.5999756,0.3362101018,631.5999756,0.14240174,631.5999756,0.2181630284,631.5999756,0.08986993134,631.5999756,0.3910521567,
631.2000122,0.3363189399,631.2000122,0.1427311599,631.2000122,0.2182671577,631.2000122,0.08961492777,631.2000122,0.3913502395,
630.7999878,0.3363324702,630.7999878,0.1427394003,630.7999878,0.2184680998,630.7999878,0.08948038518,630.7999878,0.3915147781,
630.4000244,0.3364476562,630.4000244,0.1426778734,630.4000244,0.2183156461,630.4000244,0.08923158795,630.4000244,0.3916917443,
630,0.3365135491,630,0.142666623,630,0.2181116939,630,0.08911702782,630,0.3918528557,
629.5999756,0.3365128934,629.5999756,0.1427516639,629.5999756,0.2182626277,629.5999756,0.08907746524,629.5999756,0.3920897543,
629.2000122,0.3365243077,629.2000122,0.1427255571,629.2000122,0.2180310339,629.2000122,0.08905690163,629.2000122,0.3922767639,
628.7999878,0.3367205858,628.7999878,0.1424085647,628.7999878,0.2177250683,628.7999878,0.08886291087,628.7999878,0.3919114769,
628.4000244,0.3367218077,628.4000244,0.1424002647,628.4000244,0.2177758813,628.4000244,0.08875724673,628.4000244,0.3919452131,
628,0.336717546,628,0.1424236447,628,0.217634812,628,0.088747181,628,0.3919709325,
627.5999756,0.336964339,627.5999756,0.1419989914,627.5999756,0.2170847207,627.5999756,0.08856646717,627.5999756,0.3914470971,
627.2000122,0.3370689154,627.2000122,0.1417727172,627.2000122,0.2168757915,627.2000122,0.08845427632,627.2000122,0.391056627,
626.7999878,0.3369511962,626.7999878,0.1417974383,626.7999878,0.2166641653,626.7999878,0.0885284096,626.7999878,0.390814811,
626.4000244,0.3369717002,626.4000244,0.1415605843,626.4000244,0.2162911743,626.4000244,0.08839630336,626.4000244,0.3904294968,
626,0.3370704055,626,0.1411893964,626,0.2158197463,626,0.08820416033,626,0.3897634447,
625.5999756,0.3372831047,625.5999756,0.1408231854,625.5999756,0.215354979,625.5999756,0.08803679794,625.5999756,0.3889984488,
625.2000122,0.3373689353,625.2000122,0.1403668672,625.2000122,0.214831695,625.2000122,0.08784522861,625.2000122,0.3882985115,
624.7999878,0.337457329,624.7999878,0.1400624216,624.7999878,0.2142741531,624.7999878,0.08780400455,624.7999878,0.3873963952,
624.4000244,0.3376099467,624.4000244,0.1397423893,624.4000244,0.2135692686,624.4000244,0.08757380396,624.4000244,0.3863820434,
624,0.3375966251,624,0.1392624527,624,0.2129929364,624,0.08749675751,624,0.3855368197,
623.5999756,0.3377027214,623.5999756,0.1387477219,623.5999756,0.2124170959,623.5999756,0.08714359999,623.5999756,0.3845068216,
623.2000122,0.3378357291,623.2000122,0.1380950809,623.2000122,0.2116502374,623.2000122,0.08691203594,623.2000122,0.3832551241,
622.7999878,0.3378833532,622.7999878,0.1376334429,622.7999878,0.2109755576,622.7999878,0.08680469543,622.7999878,0.3819876313,
622.4000244,0.3379866779,622.4000244,0.136939466,622.4000244,0.2101221681,622.4000244,0.08642427623,622.4000244,0.3807414472,
622,0.3381220698,622,0.1363217831,622,0.2089731395,622,0.08612131327,622,0.3791423142,
621.5999756,0.338360846,621.5999756,0.1355976462,621.5999756,0.2080518901,621.5999756,0.08563071489,621.5999756,0.3774718642,
621.2000122,0.3383774459,621.2000122,0.1349066645,621.2000122,0.2071844488,621.2000122,0.08528571576,621.2000122,0.3759017587,
620.7999878,0.3384091556,620.7999878,0.1342041939,620.7999878,0.2063036561,620.7999878,0.08504371345,620.7999878,0.3741069138,
620.4000244,0.3386017084,620.4000244,0.1333588064,620.4000244,0.2052150369,620.4000244,0.0846112892,620.4000244,0.3722230494,
620,0.3386905193,620,0.1327113658,620,0.2040112764,620,0.08425855637,620,0.3704188466,
619.5999756,0.3387232423,619.5999756,0.1318406165,619.5999756,0.2029152811,619.5999756,0.08388613164,619.5999756,0.3685644567,
619.2000122,0.3387658894,619.2000122,0.1309221089,619.2000122,0.2018176466,619.2000122,0.08357793838,619.2000122,0.3664318025,
