Baseline 100%T;;Eva;;Koen;;Jasmijn;;Mads;
Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs
555,2000122;0,336674631;555,2000122;0,039250385;555,2000122;0,085451514;555,2000122;0,027234454;555,2000122;0,14642033
554,7999878;0,336682081;554,7999878;0,03925506;554,7999878;0,085336693;554,7999878;0,027258048;554,7999878;0,146367282
554,4000244;0,336775035;554,4000244;0,039088737;554,4000244;0,085149705;554,4000244;0,02718446;554,4000244;0,146310285
554;0,336704701;554;0,039068487;554;0,085295923;554;0,027187273;554;0,146457061
553,5999756;0,336619228;553,5999756;0,039079845;553,5999756;0,085368104;553,5999756;0,027319545;553,5999756;0,146523655
553,2000122;0,33672455;553,2000122;0,038940545;553,2000122;0,085235693;553,2000122;0,02721756;553,2000122;0,146520972
552,7999878;0,336652935;552,7999878;0,039070271;552,7999878;0,085384302;552,7999878;0,02724942;552,7999878;0,146738738
552,4000244;0,336624801;552,4000244;0,039078116;552,4000244;0,085413732;552,4000244;0,027332941;552,4000244;0,146763995
552;0,336688578;552;0,039003946;552;0,085309029;552;0,027424255;552;0,146875978
551,5999756;0,336776257;551,5999756;0,039075736;551,5999756;0,085417643;551,5999756;0,027099259;551,5999756;0,146967441
551,2000122;0,336796999;551,2000122;0,039210066;551,2000122;0,085440017;551,2000122;0,02723247;551,2000122;0,147182152
550,7999878;0,336826116;550,7999878;0,039240949;550,7999878;0,08556442;550,7999878;0,02718471;550,7999878;0,147472963
550,4000244;0,336973399;550,4000244;0,039139751;550,4000244;0,085386254;550,4000244;0,027112871;550,4000244;0,147584215
550;0,336873561;550;0,039200548;550;0,085345857;550;0,027426075;550;0,147857085
549,5999756;0,33688885;549,5999756;0,039188508;549,5999756;0,085655183;549,5999756;0,027489802;549,5999756;0,148274109
549,2000122;0,336962104;549,2000122;0,03921593;549,2000122;0,085598178;549,2000122;0,027305376;549,2000122;0,148425862
548,7999878;0,336865425;548,7999878;0,039383605;548,7999878;0,085806742;548,7999878;0,027461287;548,7999878;0,148888946
548,4000244;0,336970717;548,4000244;0,039440636;548,4000244;0,085869037;548,4000244;0,027348794;548,4000244;0,149140492
548;0,336856365;548;0,039592829;548;0,085991137;548;0,027592292;548;0,1495772
547,5999756;0,336980045;547,5999756;0,039522167;547,5999756;0,086108692;547,5999756;0,027646415;547,5999756;0,149715185
547,2000122;0,336934745;547,2000122;0,039700653;547,2000122;0,086198971;547,2000122;0,027728191;547,2000122;0,150216788
546,7999878;0,336920798;546,7999878;0,039779115;546,7999878;0,086346991;546,7999878;0,027662968;546,7999878;0,150628284
546,4000244;0,337157935;546,4000244;0,039611969;546,4000244;0,086195089;546,4000244;0,027483623;546,4000244;0,150659263
546;0,33725962;546;0,039834298;546;0,086438552;546;0,027671576;546;0,151193589
545,5999756;0,33762908;545,5999756;0,039860513;545,5999756;0,086727917;545,5999756;0,027777227;545,5999756;0,151587591
545,2000122;0,337967604;545,2000122;0,039958443;545,2000122;0,086878933;545,2000122;0,027853426;545,2000122;0,15186733
544,7999878;0,338246107;544,7999878;0,04029537;544,7999878;0,086934209;544,7999878;0,027854888;544,7999878;0,152183518
544,4000244;0,33849287;544,4000244;0,040230844;544,4000244;0,087202892;544,4000244;0,028002769;544,4000244;0,152548999
544;0,338478267;544;0,040395528;544;0,087400161;544;0,028118581;544;0,153047651
543,5999756;0,338687509;543,5999756;0,040536318;543,5999756;0,087463863;543,5999756;0,027922239;543,5999756;0,153241381
543,2000122;0,338796556;543,2000122;0,040555418;543,2000122;0,087584123;543,2000122;0,027975492;543,2000122;0,153584153
542,7999878;0,338894516;542,7999878;0,040496789;542,7999878;0,087674491;542,7999878;0,027965553;542,7999878;0,153820843
542,4000244;0,338825941;542,4000244;0,0405881;542,4000244;0,087692454;542,4000244;0,027956938;542,4000244;0,15398705
542;0,338640571;542;0,040749937;542;0,087846592;542;0,027934577;542;0,154395089
541,5999756;0,338532955;541,5999756;0,040846076;541,5999756;0,088089623;541,5999756;0,027993355;541,5999756;0,154682472
541,2000122;0,338364482;541,2000122;0,040962208;541,2000122;0,088345505;541,2000122;0,027991174;541,2000122;0,154954031
540,7999878;0,338302225;540,7999878;0,041052364;540,7999878;0,088337414;540,7999878;0,027948491;540,7999878;0,155130968
540,4000244;0,338291943;540,4000244;0,041015148;540,4000244;0,088535137;540,4000244;0,028015388;540,4000244;0,15530175
540;0,338296861;540;0,040972792;540;0,088643193;540;0,027955836;540;0,155384153
539,5999756;0,338124901;539,5999756;0,041307002;539,5999756;0,088891879;539,5999756;0,028038885;539,5999756;0,155895054
539,2000122;0,338251859;539,2000122;0,041295584;539,2000122;0,088934064;539,2000122;0,027942169;539,2000122;0,15623191
538,7999878;0,338148296;538,7999878;0,041218501;538,7999878;0,089171126;538,7999878;0,028146891;538,7999878;0,156418979
538,4000244;0,33815968;538,4000244;0,041352667;538,4000244;0,089332439;538,4000244;0,028016685;538,4000244;0,156740025
538;0,338105768;538;0,041526265;538;0,089631915;538;0,028074672;538;0,157073706
537,5999756;0,338125408;537,5999756;0,041572955;537,5999756;0,089844242;537,5999756;0,027957989;537,5999756;0,157432362
537,2000122;0,338164777;537,2000122;0,041657366;537,2000122;0,089992009;537,2000122;0,027985238;537,2000122;0,157748073
536,7999878;0,338037372;536,7999878;0,041839242;536,7999878;0,090331465;536,7999878;0,028208209;536,7999878;0,158293188
536,4000244;0,338229299;536,4000244;0,041820057;536,4000244;0,090480998;536,4000244;0,028020633;536,4000244;0,158608526
536;0,338109344;536;0,042059232;536;0,090910241;536;0,028112616;536;0,159061059
535,5999756;0,338046968;535,5999756;0,042200077;535,5999756;0,091204524;535,5999756;0,028212298;535,5999756;0,159601837
535,2000122;0,338111103;535,2000122;0,042185217;535,2000122;0,091459982;535,2000122;0,028232407;535,2000122;0,160107091
534,7999878;0,338119745;534,7999878;0,042384863;534,7999878;0,09170562;534,7999878;0,028401863;534,7999878;0,160602957
534,4000244;0,338119656;534,4000244;0,042601448;534,4000244;0,092214718;534,4000244;0,028474357;534,4000244;0,161230117
534;0,338131338;534;0,042733643;534;0,092571899;534;0,028660912;534;0,161827594
533,5999756;0,338090301;533,5999756;0,043040372;533,5999756;0,092929922;533,5999756;0,028724903;533,5999756;0,162590638
533,2000122;0,337974548;533,2000122;0,043316141;533,2000122;0,093695603;533,2000122;0,028969618;533,2000122;0,163486913
532,7999878;0,338031441;532,7999878;0,043475218;532,7999878;0,09412045;532,7999878;0,029035231;532,7999878;0,164070174
532,4000244;0,338108242;532,4000244;0,043692175;532,4000244;0,094501153;532,4000244;0,029069634;532,4000244;0,164922163
532;0,338111132;532;0,044020295;532;0,094999753;532;0,02923302;532;0,165791497
531,5999756;0,338147879;531,5999756;0,044326756;531,5999756;0,095396928;531,5999756;0,029387271;531,5999756;0,166695178
531,2000122;0,338185817;531,2000122;0,044660807;531,2000122;0,096044242;531,2000122;0,029621467;531,2000122;0,167571113
530,7999878;0,338147521;530,7999878;0,044916131;530,7999878;0,096742459;530,7999878;0,029797565;530,7999878;0,168886215
530,4000244;0,338168174;530,4000244;0,045204412;530,4000244;0,09747874;530,4000244;0,030095289;530,4000244;0,169884428
530;0,338131994;530;0,045616735;530;0,098187968;530;0,030349519;530;0,171214357
529,5999756;0,338130415;529,5999756;0,0460894;529,5999756;0,09901315;529,5999756;0,030643232;529,5999756;0,172587976
529,2000122;0,338184595;529,2000122;0,046452433;529,2000122;0,099918157;529,2000122;0,030838087;529,2000122;0,173997015
528,7999878;0,33824271;528,7999878;0,047077879;528,7999878;0,100571863;528,7999878;0,031104321;528,7999878;0,175258115
528,4000244;0,33817026;528,4000244;0,047555663;528,4000244;0,101493597;528,4000244;0,031470124;528,4000244;0,177079365
528;0,338256836;528;0,047990028;528;0,102534138;528;0,031714354;528;0,17863217
527,5999756;0,338258386;527,5999756;0,048477385;527,5999756;0,103368484;527,5999756;0,032099482;527,5999756;0,180381775
527,2000122;0,33820644;527,2000122;0,049183123;527,2000122;0,104485571;527,2000122;0,032597978;527,2000122;0,182338506
526,7999878;0,338191032;526,7999878;0,049819075;526,7999878;0,105678007;526,7999878;0,032957189;526,7999878;0,184207156
526,4000244;0,338104993;526,4000244;0,050640833;526,4000244;0,106890678;526,4000244;0,033443641;526,4000244;0,186345756
526;0,338152945;526;0,051231302;526;0,108077891;526;0,033862572;526;0,18840909
525,5999756;0,338258326;525,5999756;0,051875338;525,5999756;0,10919296;525,5999756;0,034260198;525,5999756;0,190535218
525,2000122;0,338135183;525,2000122;0,052742325;525,2000122;0,110766888;525,2000122;0,035006259;525,2000122;0,193066075
524,7999878;0,338072717;524,7999878;0,053662948;524,7999878;0,112127125;524,7999878;0,035631917;524,7999878;0,195646331
524,4000244;0,338218749;524,4000244;0,054353699;524,4000244;0,113374598;524,4000244;0,035966966;524,4000244;0,198009595
524;0,338228494;524;0,055308938;524;0,11494901;524;0,036632594;524;0,200770319
523,5999756;0,338127762;523,5999756;0,056254439;523,5999756;0,116495475;523,5999756;0,037425548;523,5999756;0,203556821
523,2000122;0,338166595;523,2000122;0,057038676;523,2000122;0,118133284;523,2000122;0,03794542;523,2000122;0,206505626
522,7999878;0,33829394;522,7999878;0,05801319;522,7999878;0,119620971;522,7999878;0,038614571;522,7999878;0,209319353
522,4000244;0,338269979;522,4000244;0,059158143;522,4000244;0,121465683;522,4000244;0,03946371;522,4000244;0,212537602
522;0,338153541;522;0,060241204;522;0,123329781;522;0,040174589;522;0,21596162
521,5999756;0,338258982;521,5999756;0,061300796;521,5999756;0,125067011;521,5999756;0,040917408;521,5999756;0,219244495
521,2000122;0,338260025;521,2000122;0,062392715;521,2000122;0,126949683;521,2000122;0,041858736;521,2000122;0,222713232
520,7999878;0,338208824;520,7999878;0,06367489;520,7999878;0,128930628;520,7999878;0,04274904;520,7999878;0,226502031
520,4000244;0,338207334;520,4000244;0,064916343;520,4000244;0,131131113;520,4000244;0,043810759;520,4000244;0,230195761
520;0,338255703;520;0,066181883;520;0,133075476;520;0,04481478;520;0,234053269
519,5999756;0,338171601;519,5999756;0,067519128;519,5999756;0,135288179;519,5999756;0,045890201;519,5999756;0,238070682
519,2000122;0,338250369;519,2000122;0,068759136;519,2000122;0,137480378;519,2000122;0,04686949;519,2000122;0,24213703
518,7999878;0,338388115;518,7999878;0,070112355;518,7999878;0,139635876;518,7999878;0,047799289;518,7999878;0,246321425
518,4000244;0,338342995;518,4000244;0,071627356;518,4000244;0,142022356;518,4000244;0,049032893;518,4000244;0,250675738
518;0,338268489;518;0,073210649;518;0,144416288;518;0,050200205;518;0,255107105
517,5999756;0,338363409;517,5999756;0,074670106;517,5999756;0,146895081;517,5999756;0,051326673;517,5999756;0,25953576
517,2000122;0,338395208;517,2000122;0,076293737;517,2000122;0,149247795;517,2000122;0,052476984;517,2000122;0,264086217
516,7999878;0,338367343;516,7999878;0,077753678;516,7999878;0,151678145;516,7999878;0,053900704;516,7999878;0,268995196
516,4000244;0,338340193;516,4000244;0,079422183;516,4000244;0,154275835;516,4000244;0,055272747;516,4000244;0,273740023
516;0,338434845;516;0,081050463;516;0,156869724;516;0,056565713;516;0,278521746
515,5999756;0,33840391;515,5999756;0,082857065;515,5999756;0,159493253;515,5999756;0,057949644;515,5999756;0,283747494
515,2000122;0,338399947;515,2000122;0,084614031;515,2000122;0,162237942;515,2000122;0,059704117;515,2000122;0,288833529
514,7999878;0,338483095;514,7999878;0,086540617;514,7999878;0,164965883;514,7999878;0,061032437;514,7999878;0,293839961
514,4000244;0,33855021;514,4000244;0,088309914;514,4000244;0,167678118;514,4000244;0,062518939;514,4000244;0,299188435
514;0,338469774;514;0,090317979;514;0,170697555;514;0,064101413;514;0,304669976
513,5999756;0,338389128;513,5999756;0,09237691;513,5999756;0,173801765;513,5999756;0,066194788;513,5999756;0,310361832
513,2000122;0,338579148;513,2000122;0,094292879;513,2000122;0,176617771;513,2000122;0,067577071;513,2000122;0,315814465
512,7999878;0,338542581;512,7999878;0,096393794;512,7999878;0,179470435;512,7999878;0,069456846;512,7999878;0,321401775
512,4000244;0,338614076;512,4000244;0,098391496;512,4000244;0,182443723;512,4000244;0,071128786;512,4000244;0,32709077
512;0,338579118;512;0,100697637;512;0,185471639;512;0,073145241;512;0,33310771
511,6000061;0,338502318;511,6000061;0,102998838;511,6000061;0,188878596;511,6000061;0,075114958;511,6000061;0,339058936
511,1999817;0,338489443;511,1999817;0,105222836;511,1999817;0,192010775;511,1999817;0,077135354;511,1999817;0,345068425
510,7999878;0,33864069;510,7999878;0,107320853;510,7999878;0,195102021;510,7999878;0,079139538;510,7999878;0,351279318
510,3999939;0,338751584;510,3999939;0,109667338;510,3999939;0,198198363;510,3999939;0,081174113;510,3999939;0,357540071
510;0,338611364;510;0,112221338;510;0,201800063;510;0,083450712;510;0,363930285
509,6000061;0,338600159;509,6000061;0,11486841;509,6000061;0,205368564;509,6000061;0,085683405;509,6000061;0,370456576
509,1999817;0,338623732;509,1999817;0,117377386;509,1999817;0,20885329;509,1999817;0,088027097;509,1999817;0,376996428
508,7999878;0,338680655;508,7999878;0,120028935;508,7999878;0,212300345;508,7999878;0,090299979;508,7999878;0,383498669
508,3999939;0,33859998;508,3999939;0,122698039;508,3999939;0,215885013;508,3999939;0,09294951;508,3999939;0,390425921
508;0,33871901;508;0,125285775;508;0,219526857;508;0,095283374;508;0,397150487
507,6000061;0,338846475;507,6000061;0,128030211;507,6000061;0,223020658;507,6000061;0,097715288;507,6000061;0,403988957
507,1999817;0,338719666;507,1999817;0,130974263;507,1999817;0,226767719;507,1999817;0,10043405;507,1999817;0,410893798
506,7999878;0,338744909;506,7999878;0,133733153;506,7999878;0,230495945;506,7999878;0,102981679;506,7999878;0,417913735
506,3999939;0,338840306;506,3999939;0,136609122;506,3999939;0,234279141;506,3999939;0,105735429;506,3999939;0,424986363
506;0,338741094;506;0,13964577;506;0,238184094;506;0,108662903;506;0,432441384
505,6000061;0,338713884;505,6000061;0,142704383;505,6000061;0,242156655;505,6000061;0,111554861;505,6000061;0,439813405
505,1999817;0,338843435;505,1999817;0,145733506;505,1999817;0,246023327;505,1999817;0,114445314;505,1999817;0,446954399
504,7999878;0,338939935;504,7999878;0,148792714;504,7999878;0,249762118;504,7999878;0,117314674;504,7999878;0,454149902
504,3999939;0,338840485;504,3999939;0,151820511;504,3999939;0,253792733;504,3999939;0,120510489;504,3999939;0,461722583
504;0,338868707;504;0,154958546;504;0,257767886;504;0,123608753;504;0,469067514
503,6000061;0,339036256;503,6000061;0,158051372;503,6000061;0,261590064;503,6000061;0,126731947;503,6000061;0,476450712
503,1999817;0,33884722;503,1999817;0,161548838;503,1999817;0,265722752;503,1999817;0,130095661;503,1999817;0,484059095
502,7999878;0,338926613;502,7999878;0,164626479;502,7999878;0,269654363;502,7999878;0,133441016;502,7999878;0,491574377
502,3999939;0,338910282;502,3999939;0,167904735;502,3999939;0,273664415;502,3999939;0,136761814;502,3999939;0,498940885
502;0,338859171;502;0,17126739;502;0,277534753;502;0,140271634;502;0,506624222
501,6000061;0,338872224;501,6000061;0,174379975;501,6000061;0,281426489;501,6000061;0,14381142;501,6000061;0,513745606
501,1999817;0,338977933;501,1999817;0,177529171;501,1999817;0,285212129;501,1999817;0,14739117;501,1999817;0,520938098
500,7999878;0,338864058;500,7999878;0,180975571;500,7999878;0,289174944;500,7999878;0,15120551;500,7999878;0,52852422
500,3999939;0,338851959;500,3999939;0,184070334;500,3999939;0,292985916;500,3999939;0,154912174;500,3999939;0,535795748
500;0,338852316;500;0,18737185;500;0,296743065;500;0,158729389;500;0,542970002
499,6000061;0,339063972;499,6000061;0,190335959;499,6000061;0,300132692;499,6000061;0,16232574;499,6000061;0,549824655
499,1999817;0,339012355;499,1999817;0,193539023;499,1999817;0,303813964;499,1999817;0,166318014;499,1999817;0,556877077
498,7999878;0,338927597;498,7999878;0,196649835;498,7999878;0,307492316;498,7999878;0,170327723;498,7999878;0,563780129
498,3999939;0,338997066;498,3999939;0,199772999;498,3999939;0,310853779;498,3999939;0,174369648;498,3999939;0,57063663
498;0,339086413;498;0,202762991;498;0,314171821;498;0,178406805;498;0,577235401
497,6000061;0,33896783;497,6000061;0,205892667;497,6000061;0,317672223;497,6000061;0,182451099;497,6000061;0,583990812
497,1999817;0,339085996;497,1999817;0,208867937;497,1999817;0,320903331;497,1999817;0,186721981;497,1999817;0,590421498
496,7999878;0,339015693;496,7999878;0,211795226;496,7999878;0,324007154;496,7999878;0,190810934;496,7999878;0,596982598
496,3999939;0,33900854;496,3999939;0,214617372;496,3999939;0,327092737;496,3999939;0,19502686;496,3999939;0,603209555
496;0,33896023;496;0,217401758;496;0,330135047;496;0,199357823;496;0,609390497
495,6000061;0,339105785;495,6000061;0,219958603;495,6000061;0,332956493;495,6000061;0,203497917;495,6000061;0,615170479
495,1999817;0,339183956;495,1999817;0,222691536;495,1999817;0,335568041;495,1999817;0,207614616;495,1999817;0,621186018
494,7999878;0,339123756;494,7999878;0,225260839;494,7999878;0,338427573;494,7999878;0,211957097;494,7999878;0,627044857
494,3999939;0,339048296;494,3999939;0,227833152;494,3999939;0,341179669;494,3999939;0,216366962;494,3999939;0,632680774
494;0,339105815;494;0,230197176;494;0,343744874;494;0,220519841;494;0,638023675
493,6000061;0,339210689;493,6000061;0,23256211;493,6000061;0,345994949;493,6000061;0,224641815;493,6000061;0,6433689
493,1999817;0,339165628;493,1999817;0,234775454;493,1999817;0,34844017;493,1999817;0,229002237;493,1999817;0,648814499
492,7999878;0,339237273;492,7999878;0,236948997;492,7999878;0,350569189;492,7999878;0,232919246;492,7999878;0,653770447
492,3999939;0,339342594;492,3999939;0,238996789;492,3999939;0,352741152;492,3999939;0,236787736;492,3999939;0,658780038
492;0,339347065;492;0,24118197;492;0,354822069;492;0,240778267;492;0,663767517
491,6000061;0,339215785;491,6000061;0,243170366;491,6000061;0,356981874;491,6000061;0,244827449;491,6000061;0,668794215
491,1999817;0,339222431;491,1999817;0,245212719;491,1999817;0,358788312;491,1999817;0,248623326;491,1999817;0,673596203
490,7999878;0,3393237;490,7999878;0,246980473;490,7999878;0,360616416;490,7999878;0,25219363;490,7999878;0,678061843
490,3999939;0,339296013;490,3999939;0,248685822;490,3999939;0,362687796;490,3999939;0,255905062;490,3999939;0,682835341
490;0,339295417;490;0,250430763;490;0,364321947;490;0,259351611;490;0,687269568
489,6000061;0,339199483;489,6000061;0,252306253;489,6000061;0,366202712;489,6000061;0,262756676;489,6000061;0,691807866
489,1999817;0,339197338;489,1999817;0,253964245;489,1999817;0,367922723;489,1999817;0,266164184;489,1999817;0,696213484
488,7999878;0,339309871;488,7999878;0,255253851;488,7999878;0,369487226;488,7999878;0,269089669;488,7999878;0,700237811
488,3999939;0,339273363;488,3999939;0,256890386;488,3999939;0,370930225;488,3999939;0,272056639;488,3999939;0,704448402
488;0,339269012;488;0,258373231;488;0,372541904;488;0,275003642;488;0,708624601
487,6000061;0,339343429;487,6000061;0,25972259;487,6000061;0,374234825;487,6000061;0,277843118;487,6000061;0,712605834
487,1999817;0,339412838;487,1999817;0,260983616;487,1999817;0,375602275;487,1999817;0,280133218;487,1999817;0,716266275
486,7999878;0,339397937;486,7999878;0,262257367;486,7999878;0,377055556;486,7999878;0,282611489;486,7999878;0,720225453
486,3999939;0,339414805;486,3999939;0,26347968;486,3999939;0,378661782;486,3999939;0,284975708;486,3999939;0,724146307
486;0,339583308;486;0,264586985;486;0,380007505;486;0,287065268;486;0,727660418
485,6000061;0,339577645;485,6000061;0,265773922;485,6000061;0,381512612;485,6000061;0,289231718;485,6000061;0,731264532
485,1999817;0,339515179;485,1999817;0,266935051;485,1999817;0,383111477;485,1999817;0,291197777;485,1999817;0,734982431
484,7999878;0,339704275;484,7999878;0,267997474;484,7999878;0,384481996;484,7999878;0,292948127;484,7999878;0,738246381
484,3999939;0,339744598;484,3999939;0,269021362;484,3999939;0,385941267;484,3999939;0,294824719;484,3999939;0,741830766
484;0,339681506;484;0,270155489;484;0,387558192;484;0,296591371;484;0,745474696
483,6000061;0,339760453;483,6000061;0,270971805;483,6000061;0,38896659;483,6000061;0,298211753;483,6000061;0,74889946
483,1999817;0,339839965;483,1999817;0,272056937;483,1999817;0,390548706;483,1999817;0,299712122;483,1999817;0,752560735
482,7999878;0,339919627;482,7999878;0,273183942;482,7999878;0,391908914;482,7999878;0,301086187;482,7999878;0,755903721
482,3999939;0,339906424;482,3999939;0,274218798;482,3999939;0,393741727;482,3999939;0,302581936;482,3999939;0,759637237
482;0,340009153;482;0,275215179;482;0,395299882;482;0,303824365;482;0,763168454
481,6000061;0,340045065;481,6000061;0,27634573;481,6000061;0,397158146;481,6000061;0,305199951;481,6000061;0,766839445
481,1999817;0,340074897;481,1999817;0,277643621;481,1999817;0,399006635;481,1999817;0,306452155;481,1999817;0,770931304
480,7999878;0,340115905;480,7999878;0,278883994;480,7999878;0,400937557;480,7999878;0,307873458;480,7999878;0,774805903
480,3999939;0,340127975;480,3999939;0,279994816;480,3999939;0,402992487;480,3999939;0,309120446;480,3999939;0,778930128
480;0,340176553;480;0,281438232;480;0,404954493;480;0,310288072;480;0,783011138
479,6000061;0,340089381;479,6000061;0,282941103;479,6000061;0,40744707;479,6000061;0,311799258;479,6000061;0,787240863
479,1999817;0,340236098;479,1999817;0,284388483;479,1999817;0,409403026;479,1999817;0,31321165;479,1999817;0,791511715
478,7999878;0,340284228;478,7999878;0,286003172;478,7999878;0,411639482;478,7999878;0,314499348;478,7999878;0,795971811
478,3999939;0,34031859;478,3999939;0,287554592;478,3999939;0,414153099;478,3999939;0,315946281;478,3999939;0,800551415
478;0,340262771;478;0,289434522;478;0,416553855;478;0,317509741;478;0,805276394
477,6000061;0,340406746;477,6000061;0,291077495;477,6000061;0,418918639;477,6000061;0,318882316;477,6000061;0,809883535
477,1999817;0,340336263;477,1999817;0,293017387;477,1999817;0,421691626;477,1999817;0,320522219;477,1999817;0,814594269
476,7999878;0,340404332;476,7999878;0,294671536;476,7999878;0,424338639;476,7999878;0,322162777;476,7999878;0,819308996
476,3999939;0,340421021;476,3999939;0,296594441;476,3999939;0,426770061;476,3999939;0,323864132;476,3999939;0,824084461
476;0,340501934;476;0,298564076;476;0,429147273;476;0,325359941;476;0,828963459
475,6000061;0,340571433;475,6000061;0,300301045;475,6000061;0,431674451;475,6000061;0,326883495;475,6000061;0,833575308
475,1999817;0,340577096;475,1999817;0,302111834;475,1999817;0,434255779;475,1999817;0,32854113;475,1999817;0,838249564
474,7999878;0,340563268;474,7999878;0,303940088;474,7999878;0,436541557;474,7999878;0,330151975;474,7999878;0,842912078
474,3999939;0,340794355;474,3999939;0,305557668;474,3999939;0,43881312;474,3999939;0,331436008;474,3999939;0,847275317
474;0,340803206;474;0,307138711;474;0,441167563;474;0,332951248;474;0,851544261
473,6000061;0,340813607;473,6000061;0,308853895;473,6000061;0,443274617;473,6000061;0,33433488;473,6000061;0,855645776
473,1999817;0,340769231;473,1999817;0,310575217;473,1999817;0,445431024;473,1999817;0,335619628;473,1999817;0,859793425
472,7999878;0,340749234;472,7999878;0,312116742;472,7999878;0,447582573;472,7999878;0,336850405;472,7999878;0,863561809
472,3999939;0,340778053;472,3999939;0,313396186;472,3999939;0,449267209;472,3999939;0,338036895;472,3999939;0,866946399
472;0,340848446;472;0,314728975;472;0,450969309;472;0,338855952;472;0,870269477
471,6000061;0,340905309;471,6000061;0,316114008;471,6000061;0,452683717;471,6000061;0,33954519;471,6000061;0,873326182
471,1999817;0,340960324;471,1999817;0,317146689;471,1999817;0,454198837;471,1999817;0,340240926;471,1999817;0,876179636
470,7999878;0,341018915;470,7999878;0,318363875;470,7999878;0,455637038;470,7999878;0,340859324;470,7999878;0,878818452
470,3999939;0,341071188;470,3999939;0,31943816;470,3999939;0,456630766;470,3999939;0,341215044;470,3999939;0,881125629
470;0,341132015;470;0,320241481;470;0,457885981;470;0,341593325;470;0,883280695
469,6000061;0,341129571;469,6000061;0,321159571;469,6000061;0,459092677;469,6000061;0,341671616;469,6000061;0,885444939
469,1999817;0,341212213;469,1999817;0,32185474;469,1999817;0,459877223;469,1999817;0,341648608;469,1999817;0,887267351
468,7999878;0,341112733;468,7999878;0,322822422;468,7999878;0,460931629;468,7999878;0,341848344;468,7999878;0,889038622
468,3999939;0,341273457;468,3999939;0,323511481;468,3999939;0,461675704;468,3999939;0,341504544;468,3999939;0,890386224
468;0,341299892;468;0,324167222;468;0,462446332;468;0,341137797;468;0,891754568
467,6000061;0,341320068;467,6000061;0,324889809;467,6000061;0,463191062;467,6000061;0,340765506;467,6000061;0,892917216
467,1999817;0,341249436;467,1999817;0,325555682;467,1999817;0,464070231;467,1999817;0,340462536;467,1999817;0,894270301
466,7999878;0,34144631;466,7999878;0,325906366;466,7999878;0,464540988;466,7999878;0,339781642;466,7999878;0,894943595
466,3999939;0,341444433;466,3999939;0,326683343;466,3999939;0,465198577;466,3999939;0,339208305;466,3999939;0,895962954
466;0,3413454;466;0,327206582;466;0,465882808;466;0,338561952;466;0,89700532
465,6000061;0,341412902;465,6000061;0,32781297;465,6000061;0,466481179;465,6000061;0,337836653;465,6000061;0,897795618
465,1999817;0,341430396;465,1999817;0,328326523;465,1999817;0,467014968;465,1999817;0,33711192;465,1999817;0,89864862
464,7999878;0,341333896;464,7999878;0,329206437;464,7999878;0,467665553;464,7999878;0,336639136;464,7999878;0,899562597
464,3999939;0,34142068;464,3999939;0,329724491;464,3999939;0,468277842;464,3999939;0,335815132;464,3999939;0,900173605
464;0,341494799;464;0,330251992;464;0,469012618;464;0,335025191;464;0,901211917
463,6000061;0,34161076;463,6000061;0,330964118;463,6000061;0,469545841;463,6000061;0,33415693;463,6000061;0,902016759
463,1999817;0,341560245;463,1999817;0,33183372;463,1999817;0,470614851;463,1999817;0,333504677;463,1999817;0,903526485
462,7999878;0,341473192;462,7999878;0,332908154;462,7999878;0,471749902;462,7999878;0,332957536;462,7999878;0,904775083
462,3999939;0,341437459;462,3999939;0,333770365;462,3999939;0,47277537;462,3999939;0,332406521;462,3999939;0,906423092
462;0,341463119;462;0,335021079;462;0,474027455;462;0,331730217;462;0,908184707
461,6000061;0,341530591;461,6000061;0,336080521;461,6000061;0,475504011;461,6000061;0,331081241;461,6000061;0,910077393
461,1999817;0,341578841;461,1999817;0,337415248;461,1999817;0,477051735;461,1999817;0,33063072;461,1999817;0,912274957
460,7999878;0,341565907;460,7999878;0,339014977;460,7999878;0,478810757;460,7999878;0,330171585;460,7999878;0,914999485
460,3999939;0,341608465;460,3999939;0,340573162;460,3999939;0,480815828;460,3999939;0,32982105;460,3999939;0,918267369
460;0,341649026;460;0,342383146;460;0,483082086;460;0,32972005;460;0,92168957
459,6000061;0,341661096;459,6000061;0,344398826;459,6000061;0,485632181;459,6000061;0,329520732;459,6000061;0,925753951
459,1999817;0,341581523;459,1999817;0,3466703;459,1999817;0,488691598;459,1999817;0,329774797;459,1999817;0,930354238
458,7999878;0,341572553;458,7999878;0,34910807;458,7999878;0,492023438;458,7999878;0,329935759;458,7999878;0,935622215
458,3999939;0,341641843;458,3999939;0,351778805;458,3999939;0,495394498;458,3999939;0,329994202;458,3999939;0,941267908
458;0,341659367;458;0,354822278;458;0,499451369;458;0,330415994;458;0,947948098
457,6000061;0,341707259;457,6000061;0,358265549;457,6000061;0,504007518;457,6000061;0,331014186;457,6000061;0,955403566
457,1999817;0,341751576;457,1999817;0,361918241;457,1999817;0,509074688;457,1999817;0,331782639;457,1999817;0,963444412
456,7999878;0,341713101;456,7999878;0,365965873;456,7999878;0,514559209;456,7999878;0,332758516;456,7999878;0,972839236
456,3999939;0,341771841;456,3999939;0,370395333;456,3999939;0,520513773;456,3999939;0,333827198;456,3999939;0,982930899
