Baseline 100%T;;Koen;;Mads;;Eva;;Jasmijn;;;;;;
Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;;;;;
536,4000244;0,351484388;536,4000244;0,065730661;536,4000244;0,219256371;536,4000244;0,090796009;536,4000244;0,076424316;;563,5999756;0,099695675;;0,100089895
536;0,351398021;536;0,065880969;536;0,219375134;536;0,090887524;536;0,076547801;;564;0,101530455;;0,101924675
535,5999756;0,351448923;535,5999756;0,065789782;535,5999756;0,219365656;535,5999756;0,090863012;535,5999756;0,076345488;;564,4000244;0,103485815;;0,103880035
535,2000122;0,351449281;535,2000122;0,065785117;535,2000122;0,219433263;535,2000122;0,090841286;535,2000122;0,076302871;;564,7999878;0,105402894;;0,105797114
534,7999878;0,351477861;534,7999878;0,065725364;534,7999878;0,219409719;534,7999878;0,090773009;534,7999878;0,076390736;;565,2000122;0,10737925;;0,10777347
534,4000244;0,351544887;534,4000244;0,065687627;534,4000244;0,219075635;534,4000244;0,090545245;534,4000244;0,076316051;;565,5999756;0,109312035;;0,109706255
534;0,351477593;534;0,065625183;534;0,219161555;534;0,090566158;534;0,076401941;;566;0,111123413;;0,111517632
533,5999756;0,351505846;533,5999756;0,06561777;533,5999756;0,218794987;533,5999756;0,090505227;533,5999756;0,076320924;;566,4000244;0,112941511;;0,113335731
533,2000122;0,351498544;533,2000122;0,0653641;533,2000122;0,218583062;533,2000122;0,090449817;533,2000122;0,076327682;;566,7999878;0,114984401;;0,11537862
532,7999878;0,351497501;532,7999878;0,065210603;532,7999878;0,218398333;532,7999878;0,090326399;532,7999878;0,076251253;;567,2000122;0,116821878;;0,117216097
532,4000244;0,351438671;532,4000244;0,065163381;532,4000244;0,218082488;532,4000244;0,090258583;532,4000244;0,076230921;;567,5999756;0,118657947;;0,119052166
532;0,351563782;532;0,064942852;532;0,217687503;532;0,090100616;532;0,076038286;;568;0,120484352;;0,120878572
531,5999756;0,351461113;531,5999756;0,064861454;531,5999756;0,2175304;531,5999756;0,089998029;531,5999756;0,076163881;;568,4000244;0,122375049;;0,122769268
531,2000122;0,351468653;531,2000122;0,064723521;531,2000122;0,21702233;531,2000122;0,089676023;531,2000122;0,076108389;;568,7999878;0,124173775;;0,124567995
530,7999878;0,351637214;530,7999878;0,064409174;530,7999878;0,216530964;530,7999878;0,089380108;530,7999878;0,07593184;;569,2000122;0,125937834;;0,126332054
530,4000244;0,351601332;530,4000244;0,064276487;530,4000244;0,216079921;530,4000244;0,089165628;530,4000244;0,075861029;;569,5999756;0,127757281;;0,128151501
530;0,351727188;530;0,063944407;530;0,215492412;530;0,088852622;530;0,075793952;;570;0,129389897;;0,129784117
529,5999756;0,351756454;529,5999756;0,063730195;529,5999756;0,215064779;529,5999756;0,08864475;529,5999756;0,075718477;;570,4000244;0,131028861;;0,13142308
529,2000122;0,351723492;529,2000122;0,063568197;529,2000122;0,214607611;529,2000122;0,088430226;529,2000122;0,075653829;;570,7999878;0,13267234;;0,133066559
528,7999878;0,351666361;528,7999878;0,0633846;528,7999878;0,21401684;528,7999878;0,088240445;528,7999878;0,075572893;;571,2000122;0,134227112;;0,134621332
528,4000244;0,351689696;528,4000244;0,063134767;528,4000244;0,213580325;528,4000244;0,087912448;528,4000244;0,075556904;;571,5999756;0,13577801;;0,13617223
528;0,351767808;528;0,062849119;528;0,213053092;528;0,087729931;528;0,075566053;;572;0,137196004;;0,137590224
527,5999756;0,351770848;527,5999756;0,062546767;527,5999756;0,212560654;527,5999756;0,087337613;527,5999756;0,075402878;;572,4000244;0,138756096;;0,139150316
527,2000122;0,351772845;527,2000122;0,06236241;527,2000122;0,211950272;527,2000122;0,087131448;527,2000122;0,07545609;;572,7999878;0,140140191;;0,14053441
526,7999878;0,351922125;526,7999878;0,062008739;526,7999878;0,211435661;526,7999878;0,086882345;526,7999878;0,075340189;;573,2000122;0,141649097;;0,142043317
526,4000244;0,351870656;526,4000244;0,061837114;526,4000244;0,21086067;526,4000244;0,086429261;526,4000244;0,075225018;;573,5999756;0,143062964;;0,143457184
526;0,351928771;526;0,061474234;526;0,21027799;526;0,086097136;526;0,075198762;;574;0,144349918;;0,144744137
525,5999756;0,351899236;525,5999756;0,061374106;525,5999756;0,209907249;525,5999756;0,085963719;525,5999756;0,075148776;;574,4000244;0,145576283;;0,145970503
525,2000122;0,351795733;525,2000122;0,061239094;525,2000122;0,209705025;525,2000122;0,085791193;525,2000122;0,0752296;;574,7999878;0,146885276;;0,147279495
524,7999878;0,351832449;524,7999878;0,060918409;524,7999878;0,209204271;524,7999878;0,085479848;524,7999878;0,075171307;;575,2000122;0,147943065;;0,148337284
524,4000244;0,351956159;524,4000244;0,060620401;524,4000244;0,208486185;524,4000244;0,085122973;524,4000244;0,075006738;;575,5999756;0,149173185;;0,149567405
524;0,351955205;524;0,06032962;524;0,208311722;524;0,084951445;524;0,075158782;;576;0,150329039;;0,150723258
523,5999756;0,351959527;523,5999756;0,060195081;523,5999756;0,20790723;523,5999756;0,084564552;523,5999756;0,074963301;;576,4000244;0,1514875;;0,151881719
523,2000122;0,351934135;523,2000122;0,059999563;523,2000122;0,207680374;523,2000122;0,084219456;523,2000122;0,075074092;;576,7999878;0,152727231;;0,153121451
522,7999878;0,352016598;522,7999878;0,059728798;522,7999878;0,207492501;522,7999878;0,083929874;522,7999878;0,074924044;;577,2000122;0,15378122;;0,15417544
522,4000244;0,352137834;522,4000244;0,059511341;522,4000244;0,207196787;522,4000244;0,083674349;522,4000244;0,074710287;;577,5999756;0,154715374;;0,155109594
522;0,352146268;522;0,059331473;522;0,207065836;522;0,083461128;522;0,0748486;;578;0,155757189;;0,156151408
521,5999756;0,352230758;521,5999756;0,059259694;521,5999756;0,206733748;521,5999756;0,08320757;521,5999756;0,074653685;;578,4000244;0,156581283;;0,156975502
521,2000122;0,352228314;521,2000122;0,05930613;521,2000122;0,206865892;521,2000122;0,082926616;521,2000122;0,074698605;;578,7999878;0,157401562;;0,157795781
520,7999878;0,352243841;520,7999878;0,05929444;520,7999878;0,20696047;520,7999878;0,082873136;520,7999878;0,074660361;;579,2000122;0,158205569;;0,158599788
520,4000244;0,352282405;520,4000244;0,059242453;520,4000244;0,20713748;520,4000244;0,082653232;520,4000244;0,074581116;;579,5999756;0,159039512;;0,159433732
520;0,352271408;520;0,059262481;520;0,207522437;520;0,082586981;520;0,07482215;;580;0,159820274;;0,160214493
519,5999756;0,352233797;519,5999756;0,059389252;519,5999756;0,207863733;519,5999756;0,082415611;519,5999756;0,074834794;;580,4000244;0,160394654;;0,160788873
519,2000122;0,352333903;519,2000122;0,059399165;519,2000122;0,208244443;519,2000122;0,082255185;519,2000122;0,074748412;;580,7999878;0,160865739;;0,161259959
518,7999878;0,352366477;518,7999878;0,059617873;518,7999878;0,208805263;518,7999878;0,082109086;518,7999878;0,074672163;;581,2000122;0,161574215;;0,161968434
518,4000244;0,35234046;518,4000244;0,059972547;518,4000244;0,209554195;518,4000244;0,082224123;518,4000244;0,074839376;;581,5999756;0,161940858;;0,162335077
518;0,352328539;518;0,060244445;518;0,210564047;518;0,082285032;518;0,074889876;;582;0,162030831;;0,162425051
517,5999756;0,352485031;517,5999756;0,060342383;517,5999756;0,211276174;517,5999756;0,082288601;517,5999756;0,074724093;;582,4000244;0,162077263;;0,162471483
517,2000122;0,352400631;517,2000122;0,060909264;517,2000122;0,212614805;517,2000122;0,082528383;517,2000122;0,075136282;;582,7999878;0,162218317;;0,162612537
516,7999878;0,352412343;516,7999878;0,061437018;516,7999878;0,213823706;516,7999878;0,082679853;516,7999878;0,075137116;;583,2000122;0,162277401;;0,16267162
516,4000244;0,352640986;516,4000244;0,061810013;516,4000244;0,215110064;516,4000244;0,082646757;516,4000244;0,074983761;;583,5999756;0,162383929;;0,162778149
516;0,352508664;516;0,062682487;516;0,216958419;516;0,083109073;516;0,07532005;;584;0,162405148;;0,162799368
515,5999756;0,352591425;515,5999756;0,063338414;515,5999756;0,218765631;515,5999756;0,083386064;515,5999756;0,075487629;;584,4000244;0,161775246;;0,162169466
515,2000122;0,352621496;515,2000122;0,064141743;515,2000122;0,220731422;515,2000122;0,08377178;515,2000122;0,075613745;;584,7999878;0,161656916;;0,162051136
514,7999878;0,352712899;514,7999878;0,064892143;514,7999878;0,222675279;514,7999878;0,084115766;514,7999878;0,075661257;;585,2000122;0,161298379;;0,161692599
514,4000244;0,352644235;514,4000244;0,066074662;514,4000244;0,225157455;514,4000244;0,084553763;514,4000244;0,076044604;;585,5999756;0,160848483;;0,161242703
514;0,352716595;514;0,06711407;514;0,227651358;514;0,085078985;514;0,075993568;;586;0,160411611;;0,160805831
513,5999756;0,352865011;513,5999756;0,068139613;513,5999756;0,230309829;513,5999756;0,085559592;513,5999756;0,076089852;;586,4000244;0,159869909;;0,160264129
513,2000122;0,352842391;513,2000122;0,069388837;513,2000122;0,233192936;513,2000122;0,086258322;513,2000122;0,076241009;;586,7999878;0,159181938;;0,159576157
512,7999878;0,35283491;512,7999878;0,070846215;512,7999878;0,23633638;512,7999878;0,087109461;512,7999878;0,076614589;;587,2000122;0,15849255;;0,15888677
512,4000244;0,352874547;512,4000244;0,07222455;512,4000244;0,239704609;512,4000244;0,087790124;512,4000244;0,076870538;;587,5999756;0,157904446;;0,158298666
512;0,352994919;512;0,073730409;512;0,243033096;512;0,088515937;512;0,077030033;;588;0,157348603;;0,157742823
511,6000061;0,35299623;511,6000061;0,075414211;511,6000061;0,246954784;511,6000061;0,089449406;511,6000061;0,077472232;;588,4000244;0,156680375;;0,157074595
511,1999817;0,352965683;511,1999817;0,077244505;511,1999817;0,251093388;511,1999817;0,090451315;511,1999817;0,07771875;;588,7999878;0,156059235;;0,156453455
510,7999878;0,353006244;510,7999878;0,079161935;510,7999878;0,255284876;510,7999878;0,091465607;510,7999878;0,077952489;;589,2000122;0,155568376;;0,155962596
510,3999939;0,353104591;510,3999939;0,08115714;510,3999939;0,259578556;510,3999939;0,092570297;510,3999939;0,078297786;;589,5999756;0,154910997;;0,155305216
510;0,353110254;510;0,083169542;510;0,264300585;510;0,093734726;510;0,078615621;;590;0,15440543;;0,15479965
509,6000061;0,353058934;509,6000061;0,085552089;509,6000061;0,269177169;509,6000061;0,09497527;509,6000061;0,079081029;;590,4000244;0,154089943;;0,154484162
509,1999817;0,35322842;509,1999817;0,087766454;509,1999817;0,274105728;509,1999817;0,096101373;509,1999817;0,079296082;;590,7999878;0,15366675;;0,154060969
508,7999878;0,353250235;508,7999878;0,090121962;508,7999878;0,279384375;508,7999878;0,097482853;508,7999878;0,07967177;;591,2000122;0,15336813;;0,15376235
508,3999939;0,353193551;508,3999939;0,092762075;508,3999939;0,285039187;508,3999939;0,099162385;508,3999939;0,080178969;;591,5999756;0,153292179;;0,153686399
508;0,353259414;508;0,09544865;508;0,290835857;508;0,100627631;508;0,080591671;;592;0,153124616;;0,153518835
507,6000061;0,353221357;507,6000061;0,098321237;507,6000061;0,297027022;507,6000061;0,102331087;507,6000061;0,08119449;;592,4000244;0,153232724;;0,153626943
507,1999817;0,353289992;507,1999817;0,101160996;507,1999817;0,30305028;507,1999817;0,104033388;507,1999817;0,081590757;;592,7999878;0,153503016;;0,153897235
506,7999878;0,353280962;506,7999878;0,104210191;506,7999878;0,309589207;506,7999878;0,10593532;506,7999878;0,082028285;;593,2000122;0,153837949;;0,154232169
506,3999939;0,353506297;506,3999939;0,107320353;506,3999939;0,316092581;506,3999939;0,1076134;506,3999939;0,082310751;;593,5999756;0,154259101;;0,15465332
506;0,353507966;506;0,110678539;506;0,323014051;506;0,109725222;506;0,082941405;;594;0,154718176;;0,155112395
505,6000061;0,353436351;505,6000061;0,11423187;505,6000061;0,330479533;505,6000061;0,111691393;505,6000061;0,083557479;;594,4000244;0,155536532;;0,155930752
505,1999817;0,353438467;505,1999817;0,117803782;505,1999817;0,33787477;505,1999817;0,113815114;505,1999817;0,084178828;;594,7999878;0,156444997;;0,156839216
504,7999878;0,353390634;504,7999878;0,12156783;504,7999878;0,345654249;504,7999878;0,11616309;504,7999878;0,084880367;;595,2000122;0,157484174;;0,157878393
504,3999939;0,353542656;504,3999939;0,125408322;504,3999939;0,353417009;504,3999939;0,118333936;504,3999939;0,085344948;;595,5999756;0,158686414;;0,159080634
504;0,353602946;504;0,129181638;504;0,361715406;504;0,120644674;504;0,086027898;;596;0,160035566;;0,160429785
503,6000061;0,35367316;503,6000061;0,133254409;503,6000061;0,370027393;503,6000061;0,123343021;503,6000061;0,086542986;;596,4000244;0,161471233;;0,161865452
503,1999817;0,353623688;503,1999817;0,137638241;503,1999817;0,378812701;503,1999817;0,12612389;503,1999817;0,087358564;;596,7999878;0,163143709;;0,163537929
502,7999878;0,353687674;502,7999878;0,142013848;502,7999878;0,388003141;502,7999878;0,128727421;502,7999878;0,088040158;;597,2000122;0,164933145;;0,165327365
502,3999939;0,353720784;502,3999939;0,146640986;502,3999939;0,397161663;502,3999939;0,13167131;502,3999939;0,088830613;;597,5999756;0,166821122;;0,167215342
502;0,353723973;502;0,151260257;502;0,406514734;502;0,134616718;502;0,08958222;;598;0,169108421;;0,16950264
501,6000061;0,353704542;501,6000061;0,156129584;501,6000061;0,416332126;501,6000061;0,137662023;501,6000061;0,090585612;;598,4000244;0,171368703;;0,171762923
501,1999817;0,353892356;501,1999817;0,161072552;501,1999817;0,426274061;501,1999817;0,140894249;501,1999817;0,091188751;;598,7999878;0,173887402;;0,174281621
500,7999878;0,353960037;500,7999878;0,16616793;500,7999878;0,436577797;500,7999878;0,144199327;500,7999878;0,092090189;;599,2000122;0,176305369;;0,176699588
500,3999939;0,353808641;500,3999939;0,171506494;500,3999939;0,447209835;500,3999939;0,147761151;500,3999939;0,092997737;;599,5999756;0,179062247;;0,179456467
500;0,353868574;500;0,176991925;500;0,458127946;500;0,151275545;500;0,094004311;;600;0,181756526;;0,182150746
499,6000061;0,354042113;499,6000061;0,182420477;499,6000061;0,4689354;499,6000061;0,154819772;499,6000061;0,094856866;;600,4000244;0,184440225;;0,184834445
499,1999817;0,354059666;499,1999817;0,187967509;499,1999817;0,480015695;499,1999817;0,158627883;499,1999817;0,095859915;;600,7999878;0,187227026;;0,187621245
498,7999878;0,354098737;498,7999878;0,193942085;498,7999878;0,491742432;498,7999878;0,162455797;498,7999878;0,096878976;;601,2000122;0,190468118;;0,190862337
498,3999939;0,35423252;498,3999939;0,199901864;498,3999939;0,503330052;498,3999939;0,166569114;498,3999939;0,097840764;;601,5999756;0,193633691;;0,19402791
498;0,354274392;498;0,205989495;498;0,515213609;498;0,170776993;498;0,098965257;;602;0,196416944;;0,196811164
497,6000061;0,354124308;497,6000061;0,212302953;497,6000061;0,527577996;497,6000061;0,175148681;497,6000061;0,100334793;;602,4000244;0,199611351;;0,200005571
497,1999817;0,354111821;497,1999817;0,218878746;497,1999817;0,540227473;497,1999817;0,179625318;497,1999817;0,101464756;;602,7999878;0,202961803;;0,203356022
496,7999878;0,354245275;496,7999878;0,225052774;496,7999878;0,552489698;496,7999878;0,184011921;496,7999878;0,102544792;;603,2000122;0,206159696;;0,206553916
496,3999939;0,354218841;496,3999939;0,231761262;496,3999939;0,565251768;496,3999939;0,188816011;496,3999939;0,103852786;;603,5999756;0,209408522;;0,209802741
496;0,354426086;496;0,238532797;496;0,578257859;496;0,19341895;496;0,104869835;;604;0,212778375;;0,213172594
495,6000061;0,354410201;495,6000061;0,245403022;495,6000061;0,591426611;495,6000061;0,198319882;495,6000061;0,106346525;;604,4000244;0,215925098;;0,216319317
495,1999817;0,354426056;495,1999817;0,252409846;495,1999817;0,604716063;495,1999817;0,203414097;495,1999817;0,107709922;;604,7999878;0,219034493;;0,219428713
494,7999878;0,354455799;494,7999878;0,259528458;494,7999878;0,618329525;494,7999878;0,208674818;494,7999878;0,109069414;;605,2000122;0,222304389;;0,222698609
494,3999939;0,354541004;494,3999939;0,266747743;494,3999939;0,631875575;494,3999939;0,213896513;494,3999939;0,11038772;;605,5999756;0,225671127;;0,226065347
494;0,354583979;494;0,27399227;494;0,645585001;494;0,219233081;494;0,111853659;;606;0,228803903;;0,229198123
493,6000061;0,354718864;493,6000061;0,281290889;493,6000061;0,659206986;493,6000061;0,224545091;493,6000061;0,113073207;;606,4000244;0,23198995;;0,23238417
493,1999817;0,354701936;493,1999817;0,288925946;493,1999817;0,67350173;493,1999817;0,230226636;493,1999817;0,114642486;;606,7999878;0,234959602;;0,235353822
492,7999878;0,354729831;492,7999878;0,29640916;492,7999878;0,687395394;492,7999878;0,235729754;492,7999878;0,116270259;;607,2000122;0,237973183;;0,238367403
492,3999939;0,354846418;492,3999939;0,303929895;492,3999939;0,70162791;492,3999939;0,241599008;492,3999939;0,117815197;;607,5999756;0,241010547;;0,241404766
492;0,354822546;492;0,311896503;492;0,71604687;492;0,247637928;492;0,11945384;;608;0,243770659;;0,244164879
491,6000061;0,354788035;491,6000061;0,319695264;491,6000061;0,73036015;491,6000061;0,253742367;491,6000061;0,121088527;;608,4000244;0,246592224;;0,246986443
491,1999817;0,354913145;491,1999817;0,327359527;491,1999817;0,744586289;491,1999817;0,259703994;491,1999817;0,122650757;;608,7999878;0,249401301;;0,249795521
490,7999878;0,354933858;490,7999878;0,335329592;490,7999878;0,759018421;490,7999878;0,265819222;490,7999878;0,124256089;;609,2000122;0,252215087;;0,252609307
490,3999939;0,355029881;490,3999939;0,343299121;490,3999939;0,773692846;490,3999939;0,27198714;490,3999939;0,125844553;;609,5999756;0,25470385;;0,255098069
490;0,35503909;490;0,351186633;490;0,788343191;490;0,278389394;490;0,127646238;;610;0,257061124;;0,257455343
489,6000061;0,3551476;489,6000061;0,359104365;489,6000061;0,802848995;489,6000061;0,284713566;489,6000061;0,12950471;;610,4000244;0,259530932;;0,259925151
489,1999817;0,355216682;489,1999817;0,367175698;489,1999817;0,817557991;489,1999817;0,291274428;489,1999817;0,131341398;;610,7999878;0,261798352;;0,262192572
488,7999878;0,355214506;488,7999878;0,375348181;488,7999878;0,832272828;488,7999878;0,297858238;488,7999878;0,133120954;;611,2000122;0,263904423;;0,264298642
488,3999939;0,3552818;488,3999939;0,38326475;488,3999939;0,846666277;488,3999939;0,304458767;488,3999939;0,134859458;;611,5999756;0,26597625;;0,26637047
488;0,35526076;488;0,391406566;488;0,861550033;488;0,311098784;488;0,136862978;;612;0,267682642;;0,268076861
487,6000061;0,355338097;487,6000061;0,399462163;487,6000061;0,876053095;487,6000061;0,317712694;487,6000061;0,138779357;;612,4000244;0,269438744;;0,269832963
487,1999817;0,355505198;487,1999817;0,407368302;487,1999817;0,890560269;487,1999817;0,324365377;487,1999817;0,140666947;;612,7999878;0,270995408;;0,271389628
486,7999878;0,355416447;486,7999878;0,415538102;486,7999878;0,905316353;486,7999878;0,331353724;486,7999878;0,142797515;;613,2000122;0,272634894;;0,273029113
486,3999939;0,355514556;486,3999939;0,423586309;486,3999939;0,91973877;486,3999939;0,338099212;486,3999939;0,144845098;;613,5999756;0,274074316;;0,274468536
486;0,355564237;486;0,43139112;486;0,933968484;486;0,344711155;486;0,146729201;;614;0,275234222;;0,275628442
485,6000061;0,355659157;485,6000061;0,439241678;485,6000061;0,948198736;485,6000061;0,351418942;485,6000061;0,148754314;;614,4000244;0,276245326;;0,276639545
485,1999817;0,355610937;485,1999817;0,447327465;485,1999817;0,962696314;485,1999817;0,358422846;485,1999817;0,150974467;;614,7999878;0,277092904;;0,277487124
484,7999878;0,355624795;484,7999878;0,455181003;484,7999878;0,976904929;484,7999878;0,365109563;484,7999878;0,152977988;;615,2000122;0,278064787;;0,278459007
484,3999939;0,355769396;484,3999939;0,462790966;484,3999939;0,990842164;484,3999939;0,371703476;484,3999939;0,15498814;;615,5999756;0,278792054;;0,279186273
484;0,355794728;484;0,470485419;484;1,004996657;484;0,3787193;484;0,157312483;;616;0,27929917;;0,279693389
483,6000061;0,355888367;483,6000061;0,478067011;483,6000061;1,019016504;483,6000061;0,38544324;483,6000061;0,159335196;;616,4000244;0,279840559;;0,280234778
483,1999817;0,355946422;483,1999817;0,485688984;483,1999817;1,032863617;483,1999817;0,391851813;483,1999817;0,161469802;;616,7999878;0,280051261;;0,280445481
482,7999878;0,35603556;482,7999878;0,493011326;482,7999878;1,046352506;482,7999878;0,398607194;482,7999878;0,163647592;;617,2000122;0,280245751;;0,280639971
482,3999939;0,356035024;482,3999939;0,500395954;482,3999939;1,059920192;482,3999939;0,405333728;482,3999939;0,166038111;;617,5999756;0,280445278;;0,280839497
482;0,356131077;482;0,507488728;482;1,073285103;482;0,411799371;482;0,168109164;;618;0,280252874;;0,280647094
481,6000061;0,356202275;481,6000061;0,514679551;481,6000061;1,086616158;481,6000061;0,418262541;481,6000061;0,170346454;;618,4000244;0,280239791;;0,28063401
481,1999817;0,356439412;481,1999817;0,521374822;481,1999817;1,099810958;481,1999817;0,424474776;481,1999817;0,172430277;;618,7999878;0,27987656;;0,28027078
480,7999878;0,356281161;480,7999878;0,528433859;480,7999878;1,112976193;480,7999878;0,431048542;480,7999878;0,174880505;;619,2000122;0,279552817;;0,279947037
480,3999939;0,356367856;480,3999939;0,535110116;480,3999939;1,125709414;480,3999939;0,437172264;480,3999939;0,177149385;;619,5999756;0,278966516;;0,279360736
480;0,356430024;480;0,541418791;480;1,138126254;480;0,443057805;480;0,179386586;;620;0,278149873;;0,278544093
479,6000061;0,356506914;479,6000061;0,54803139;479,6000061;1,150918961;479,6000061;0,449022561;479,6000061;0,181812942;;620,4000244;0,277308226;;0,277702445
479,1999817;0,356678993;479,1999817;0,5537799;479,1999817;1,162914157;479,1999817;0,454690725;479,1999817;0,183952212;;620,7999878;0,276412547;;0,276806766
478,7999878;0,356647849;478,7999878;0,560023367;478,7999878;1,175138116;478,7999878;0,460444033;478,7999878;0,18627587;;621,2000122;0,27528432;;0,27567854
478,3999939;0,356752157;478,3999939;0,565814614;478,3999939;1,187310338;478,3999939;0,466188788;478,3999939;0,188696727;;621,5999756;0,274163395;;0,274557615
478;0,356819451;478;0,571359217;478;1,198960781;478;0,471372515;478;0,191000029;;622;0,272800595;;0,273194814
477,6000061;0,356803894;477,6000061;0,576919735;477,6000061;1,210214138;477,6000061;0,476592571;477,6000061;0,193355098;;622,4000244;0,27122575;;0,27161997
477,1999817;0,356913656;477,1999817;0,58205384;477,1999817;1,221279144;477,1999817;0,481439143;477,1999817;0,195669353;;622,7999878;0,269551694;;0,269945914
476,7999878;0,357004017;476,7999878;0,586929083;476,7999878;1,232579589;476,7999878;0,486222982;476,7999878;0,198081031;;623,2000122;0,267869294;;0,268263513
476,3999939;0,357055545;476,3999939;0,591771007;476,3999939;1,243408322;476,3999939;0,490871042;476,3999939;0,200331807;;623,5999756;0,266092479;;0,266486699
476;0,357149214;476;0,59612155;476;1,253879786;476;0,495290399;476;0,202512026;;624;0,264068782;;0,264463002
475,6000061;0,357282877;475,6000061;0,600615799;475,6000061;1,264235735;475,6000061;0,499393314;475,6000061;0,204835683;;624,4000244;0,262141049;;0,262535269
475,1999817;0,357190251;475,1999817;0,604940951;475,1999817;1,274236083;475,1999817;0,50357002;475,1999817;0,207268164;;624,7999878;0,260150343;;0,260544563
474,7999878;0,357302606;474,7999878;0,608877361;474,7999878;1,284098744;474,7999878;0,507263959;474,7999878;0,209367186;;625,2000122;0,257742643;;0,258136863
474,3999939;0,357420415;474,3999939;0,612413764;474,3999939;1,293428063;474,3999939;0,510939181;474,3999939;0,211796418;;625,5999756;0,255524546;;0,255918766
474;0,357609838;474;0,615836501;474;1,302733779;474;0,514266968;474;0,213802904;;626;0,253367484;;0,253761703
473,6000061;0,357718051;473,6000061;0,619254291;473,6000061;1,311864734;473,6000061;0,517630875;473,6000061;0,215860888;;626,4000244;0,251178503;;0,251572723
473,1999817;0,357699543;473,1999817;0,62235409;473,1999817;1,321034193;473,1999817;0,520854533;473,1999817;0,218162596;;626,7999878;0,248733968;;0,249128187
472,7999878;0,357725203;472,7999878;0,625524044;472,7999878;1,329898357;472,7999878;0,523830295;472,7999878;0,220396116;;627,2000122;0,246315166;;0,246709386
472,3999939;0,357798129;472,3999939;0,628258109;472,3999939;1,33822155;472,3999939;0,52643311;472,3999939;0,222477391;;627,5999756;0,244268134;;0,244662354
472;0,358009547;472;0,630778492;472;1,346483469;472;0,528808057;472;0,22438392;;628;0,241909429;;0,242303649
471,6000061;0,358126313;471,6000061;0,633397043;471,6000061;1,354822755;471,6000061;0,531410396;471,6000061;0,226414472;;628,4000244;0,239804685;;0,240198905
471,1999817;0,358104616;471,1999817;0,636097372;471,1999817;1,363398314;471,1999817;0,533843875;471,1999817;0,228465423;;628,7999878;0,237679973;;0,238074193
470,7999878;0,358238667;470,7999878;0,638609409;470,7999878;1,37140584;470,7999878;0,535902619;470,7999878;0,230565891;;629,2000122;0,235736221;;0,236130441
470,3999939;0,35823977;470,3999939;0,641343474;470,3999939;1,379786968;470,3999939;0,538103938;470,3999939;0,232689664;;629,5999756;0,233534187;;0,233928407
470;0,358281612;470;0,643628836;470;1,387893438;470;0,540227115;470;0,234768704;;630;0,232018262;;0,232412482
469,6000061;0,358493507;469,6000061;0,645815373;469,6000061;1,395848036;469,6000061;0,542088628;469,6000061;0,236382201;;630,4000244;0,2303987;;0,230792919
469,1999817;0,358541161;469,1999817;0,648411751;469,1999817;1,403888702;469,1999817;0,544106603;469,1999817;0,238315001;;630,7999878;0,228928208;;0,229322428
468,7999878;0,35853225;468,7999878;0,651008546;468,7999878;1,412505388;468,7999878;0,546473622;468,7999878;0,24028787;;631,2000122;0,227383152;;0,227777371
468,3999939;0,358720064;468,3999939;0,653512657;468,3999939;1,421055913;468,3999939;0,548502326;468,3999939;0,241976902;;631,5999756;0,226113007;;0,226507226
468;0,358683497;468;0,656525254;468;1,429447412;468;0,550705433;468;0,243820712;;632;0,225340381;;0,225734601
467,6000061;0,358771384;467,6000061;0,659343302;467,6000061;1,438373804;467,6000061;0,553026974;467,6000061;0,245695218;;632,4000244;0,224412218;;0,224806437
467,1999817;0,358821124;467,1999817;0,662408769;467,1999817;1,447178125;467,1999817;0,555244505;467,1999817;0,247630134;;632,7999878;0,223806232;;0,224200452
466,7999878;0,358961552;466,7999878;0,665528059;466,7999878;1,45662725;466,7999878;0,557452798;466,7999878;0,249314562;;633,2000122;0,223491326;;0,223885546
466,3999939;0,359084189;466,3999939;0,668874025;466,3999939;1,46600318;466,3999939;0,559838355;466,3999939;0,250921667;;633,5999756;0,223235577;;0,223629797
466;0,359042257;466;0,672539115;466;1,475816131;466;0,562772512;466;0,252744079;;634;0,223433688;;0,223827908
465,6000061;0,359146029;465,6000061;0,676376939;465,6000061;1,485405087;465,6000061;0,565449357;465,6000061;0,254371852;;634,4000244;0,223956078;;0,224350298
465,1999817;0,359225214;465,1999817;0,680065811;465,1999817;1,495730758;465,1999817;0,568387687;465,1999817;0,256062806;;634,7999878;0,224615589;;0,225009808
464,7999878;0,359291494;464,7999878;0,684276342;464,7999878;1,506122351;464,7999878;0,571625829;464,7999878;0,257760584;;635,2000122;0,225430206;;0,225824425
464,3999939;0,359419763;464,3999939;0,688755214;464,3999939;1,516485333;464,3999939;0,574543834;464,3999939;0,259192348;;635,5999756;0,226819173;;0,227213392
464;0,359465778;464;0,693217695;464;1,527372122;464;0,57780999;464;0,260713846;;636;0,228211507;;0,228605727
463,6000061;0,359474778;463,6000061;0,698038697;463,6000061;1,5382092;463,6000061;0,581559897;463,6000061;0,262145549;;636,4000244;0,230050474;;0,230444694
463,1999817;0,359458894;463,1999817;0,702878058;463,1999817;1,549477339;463,1999817;0,585303843;463,1999817;0,26379171;;636,7999878;0,232255101;;0,232649321
