Baseline 100%T;;Koen;;Mads;;Eva;;Jasmijn;;;;;;
Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;;;;;
610;0,351204187;610;0,257061124;610;0,594004989;610;0,237673745;610;0,103556879;;490;0,351186633;;0,351580853
609,5999756;0,351137459;609,5999756;0,25470385;609,5999756;0,589205146;609,5999756;0,235841006;609,5999756;0,103293084;;490,3999939;0,343299121;;0,34369334
609,2000122;0,351130188;609,2000122;0,252215087;609,2000122;0,584281385;609,2000122;0,233863488;609,2000122;0,103049964;;490,7999878;0,335329592;;0,335723812
608,7999878;0,350955546;608,7999878;0,249401301;608,7999878;0,579270482;608,7999878;0,231982321;608,7999878;0,102923013;;491,1999817;0,327359527;;0,327753747
608,4000244;0,350780815;608,4000244;0,246592224;608,4000244;0,573773623;608,4000244;0,229739934;608,4000244;0,102428049;;491,6000061;0,319695264;;0,320089484
608;0,350749254;608;0,243770659;608;0,568461716;608;0,227483273;608;0,102045216;;492;0,311896503;;0,312290723
607,5999756;0,350561917;607,5999756;0,241010547;607,5999756;0,562754095;607,5999756;0,225547925;607,5999756;0,101627074;;492,3999939;0,303929895;;0,304324115
607,2000122;0,350529611;607,2000122;0,237973183;607,2000122;0,556811571;607,2000122;0,223102346;607,2000122;0,101293713;;492,7999878;0,29640916;;0,29680338
606,7999878;0,350405514;606,7999878;0,234959602;606,7999878;0,550977349;606,7999878;0,220804066;606,7999878;0,100872599;;493,1999817;0,288925946;;0,289320165
606,4000244;0,350205213;606,4000244;0,23198995;606,4000244;0,544829607;606,4000244;0,218535528;606,4000244;0,100475282;;493,6000061;0,281290889;;0,281685108
606;0,350040644;606;0,228803903;606;0,538763642;606;0,216065139;606;0,100055188;;494;0,27399227;;0,27438649
605,5999756;0,34985736;605,5999756;0,225671127;605,5999756;0,532445431;605,5999756;0,213608936;605,5999756;0,099760614;;494,3999939;0,266747743;;0,267141963
605,2000122;0,349801511;605,2000122;0,222304389;605,2000122;0,526035011;605,2000122;0,211115152;605,2000122;0,099195562;;494,7999878;0,259528458;;0,259922678
604,7999878;0,349648207;604,7999878;0,219034493;604,7999878;0,519846976;604,7999878;0,208699092;604,7999878;0,098745249;;495,1999817;0,252409846;;0,252804065
604,4000244;0,349457473;604,4000244;0,215925098;604,4000244;0,513554812;604,4000244;0,206171259;604,4000244;0,098471209;;495,6000061;0,245403022;;0,245797241
604;0,349282861;604;0,212778375;604;0,507120967;604;0,20364216;604;0,098015316;;496;0,238532797;;0,238927016
603,5999756;0,349068463;603,5999756;0,209408522;603,5999756;0,500652015;603,5999756;0,201202333;603,5999756;0,097641513;;496,3999939;0,231761262;;0,232155481
603,2000122;0,348872989;603,2000122;0,206159696;603,2000122;0,494072497;603,2000122;0,198688224;603,2000122;0,097377434;;496,7999878;0,225052774;;0,225446994
602,7999878;0,348609537;602,7999878;0,202961803;602,7999878;0,487895638;602,7999878;0,19626841;602,7999878;0,096995831;;497,1999817;0,218878746;;0,219272966
602,4000244;0,348644763;602,4000244;0,199611351;602,4000244;0,481442988;602,4000244;0,193594366;602,4000244;0,096268706;;497,6000061;0,212302953;;0,212697173
602;0,348525971;602;0,196416944;602;0,475089222;602;0,191213265;602;0,095816761;;498;0,205989495;;0,206383715
601,5999756;0,348066002;601,5999756;0,193633691;601,5999756;0,469275475;601,5999756;0,189028546;601,5999756;0,095716298;;498,3999939;0,199901864;;0,200296084
601,2000122;0,34801501;601,2000122;0,190468118;601,2000122;0,462941051;601,2000122;0,186521515;601,2000122;0,095214427;;498,7999878;0,193942085;;0,194336305
600,7999878;0,347983122;600,7999878;0,187227026;600,7999878;0,456733882;600,7999878;0,183997095;600,7999878;0,094567314;;499,1999817;0,187967509;;0,188361729
600,4000244;0,347672582;600,4000244;0,184440225;600,4000244;0,451127291;600,4000244;0,181964517;600,4000244;0,094399348;;499,6000061;0,182420477;;0,182814697
600;0,347461581;600;0,181756526;600;0,44566083;600;0,179778516;600;0,094068982;;500;0,176991925;;0,177386144
599,5999756;0,347342342;599,5999756;0,179062247;599,5999756;0,440161526;599,5999756;0,177643403;599,5999756;0,093669169;;500,3999939;0,171506494;;0,171900714
599,2000122;0,347233653;599,2000122;0,176305369;599,2000122;0,434880942;599,2000122;0,175527781;599,2000122;0,093278319;;500,7999878;0,16616793;;0,166562149
598,7999878;0,347100765;598,7999878;0,173887402;598,7999878;0,429887801;598,7999878;0,173490599;598,7999878;0,093081795;;501,1999817;0,161072552;;0,161466772
598,4000244;0,347087175;598,4000244;0,171368703;598,4000244;0,424943864;598,4000244;0,171634957;598,4000244;0,092628226;;501,6000061;0,156129584;;0,156523803
598;0,346949309;598;0,169108421;598;0,420422584;598;0,169910759;598;0,092326351;;502;0,151260257;;0,151654476
597,5999756;0,346865505;597,5999756;0,166821122;597,5999756;0,416046292;597,5999756;0,168240979;597,5999756;0,091958657;;502,3999939;0,146640986;;0,147035206
597,2000122;0,346830368;597,2000122;0,164933145;597,2000122;0,411920697;597,2000122;0,166609913;597,2000122;0,091690846;;502,7999878;0,142013848;;0,142408067
596,7999878;0,346744806;596,7999878;0,163143709;596,7999878;0,408178568;596,7999878;0,165258721;596,7999878;0,091528207;;503,1999817;0,137638241;;0,138032461
596,4000244;0,34663716;596,4000244;0,161471233;596,4000244;0,404925406;596,4000244;0,163881674;596,4000244;0,091398448;;503,6000061;0,133254409;;0,133648628
596;0,346457332;596;0,160035566;596;0,401895911;596;0,162845999;596;0,091170579;;504;0,129181638;;0,129575858
595,5999756;0,346443296;595,5999756;0,158686414;595,5999756;0,399002194;595,5999756;0,161858693;595,5999756;0,091066167;;504,3999939;0,125408322;;0,125802541
595,2000122;0,346536368;595,2000122;0,157484174;595,2000122;0,396301568;595,2000122;0,160622895;595,2000122;0,090759419;;504,7999878;0,12156783;;0,12196205
594,7999878;0,346455038;594,7999878;0,156444997;594,7999878;0,394134671;594,7999878;0,159782946;594,7999878;0,0906405;;505,1999817;0,117803782;;0,118198002
594,4000244;0,34641698;594,4000244;0,155536532;594,4000244;0,392251939;594,4000244;0,158958629;594,4000244;0,090526655;;505,6000061;0,11423187;;0,114626089
594;0,346418858;594;0,154718176;594;0,390621096;594;0,158527076;594;0,09053804;;506;0,110678539;;0,111072758
593,5999756;0,346420646;593,5999756;0,154259101;593,5999756;0,389505267;593,5999756;0,158076331;593,5999756;0,090521298;;506,3999939;0,107320353;;0,107714573
593,2000122;0,346445173;593,2000122;0,153837949;593,2000122;0,38831389;593,2000122;0,15763174;593,2000122;0,090352274;;506,7999878;0,104210191;;0,10460441
592,7999878;0,346491158;592,7999878;0,153503016;592,7999878;0,387521833;592,7999878;0,157459915;592,7999878;0,090153217;;507,1999817;0,101160996;;0,101555215
592,4000244;0,346614212;592,4000244;0,153232724;592,4000244;0,387140364;592,4000244;0,157193542;592,4000244;0,090151146;;507,6000061;0,098321237;;0,098715456
592;0,346712232;592;0,153124616;592;0,386740118;592;0,156997755;592;0,090057522;;508;0,09544865;;0,09584287
591,5999756;0,346680224;591,5999756;0,153292179;591,5999756;0,386936814;591,5999756;0,157020345;591,5999756;0,089935012;;508,3999939;0,092762075;;0,093156295
591,2000122;0,346741825;591,2000122;0,15336813;591,2000122;0,387111992;591,2000122;0,157141283;591,2000122;0,090024114;;508,7999878;0,090121962;;0,090516182
590,7999878;0,346917629;590,7999878;0,15366675;590,7999878;0,387417704;590,7999878;0,157342985;590,7999878;0,089989498;;509,1999817;0,087766454;;0,088160673
590,4000244;0,346907258;590,4000244;0,154089943;590,4000244;0,388126165;590,4000244;0,15764454;590,4000244;0,090062842;;509,6000061;0,085552089;;0,085946309
590;0,346998692;590;0,15440543;590;0,388874799;590;0,158013865;590;0,090138525;;510;0,083169542;;0,083563762
589,5999756;0,347070634;589,5999756;0,154910997;589,5999756;0,389707923;589,5999756;0,158410341;589,5999756;0,090181567;;510,3999939;0,08115714;;0,08155136
589,2000122;0,34714976;589,2000122;0,155568376;589,2000122;0,390746415;589,2000122;0,158869088;589,2000122;0,090140946;;510,7999878;0,079161935;;0,079556154
588,7999878;0,347276449;588,7999878;0,156059235;588,7999878;0,391872048;588,7999878;0,159265116;588,7999878;0,090103738;;511,1999817;0,077244505;;0,077638725
588,4000244;0,347341567;588,4000244;0,156680375;588,4000244;0,392994493;588,4000244;0,159837961;588,4000244;0,090161145;;511,6000061;0,075414211;;0,07580843
588;0,347411841;588;0,157348603;588;0,394296587;588;0,160326153;588;0,090172142;;512;0,073730409;;0,074124629
587,5999756;0,347543448;587,5999756;0,157904446;587,5999756;0,395329624;587,5999756;0,160709381;587,5999756;0,090162069;;512,4000244;0,07222455;;0,07261877
587,2000122;0,347729504;587,2000122;0,15849255;587,2000122;0,396465153;587,2000122;0,161164567;587,2000122;0,09007138;;512,7999878;0,070846215;;0,071240435
586,7999878;0,347744346;586,7999878;0,159181938;586,7999878;0,39787823;586,7999878;0,161613911;586,7999878;0,090329744;;513,2000122;0,069388837;;0,069783056
586,4000244;0,347745448;586,4000244;0,159869909;586,4000244;0,398756504;586,4000244;0,162080571;586,4000244;0,090457663;;513,5999756;0,068139613;;0,068533832
586;0,347830415;586;0,160411611;586;0,399654836;586;0,162454516;586;0,09041284;;514;0,06711407;;0,06750829
585,5999756;0,347944021;585,5999756;0,160848483;585,5999756;0,40066272;585,5999756;0,162926644;585,5999756;0,09036684;;514,4000244;0,066074662;;0,066468882
585,2000122;0,348081529;585,2000122;0,161298379;585,2000122;0,401513219;585,2000122;0,163192138;585,2000122;0,090310395;;514,7999878;0,064892143;;0,065286363
584,7999878;0,348176897;584,7999878;0,161656916;584,7999878;0,402175337;584,7999878;0,163522109;584,7999878;0,090299852;;515,2000122;0,064141743;;0,064535963
584,4000244;0,348303765;584,4000244;0,161775246;584,4000244;0,40270412;584,4000244;0,163759634;584,4000244;0,09024743;;515,5999756;0,063338414;;0,063732633
584;0,348220766;584;0,162405148;584;0,403354555;584;0,164052159;584;0,090424381;;516;0,062682487;;0,063076707
583,5999756;0,348338395;583,5999756;0,162383929;583,5999756;0,40363723;583,5999756;0,164153457;583,5999756;0,090425111;;516,4000244;0,061810013;;0,062204233
583,2000122;0,348465741;583,2000122;0,162277401;583,2000122;0,403652519;583,2000122;0,1641462;583,2000122;0,090157703;;516,7999878;0,061437018;;0,061831238
582,7999878;0,348578692;582,7999878;0,162218317;582,7999878;0,403667957;582,7999878;0,164184243;582,7999878;0,090170071;;517,2000122;0,060909264;;0,061303483
582,4000244;0,348748863;582,4000244;0,162077263;582,4000244;0,403322995;582,4000244;0,164014801;582,4000244;0,090090014;;517,5999756;0,060342383;;0,060736602
582;0,348747701;582;0,162030831;582;0,403007418;582;0,163956836;582;0,090052649;;518;0,060244445;;0,060638664
581,5999756;0,348686427;581,5999756;0,161940858;581,5999756;0,402643561;581,5999756;0,163927198;581,5999756;0,090122379;;518,4000244;0,059972547;;0,060366767
581,2000122;0,348765731;581,2000122;0,161574215;581,2000122;0,401933879;581,2000122;0,163774848;581,2000122;0,090021342;;518,7999878;0,059617873;;0,060012093
580,7999878;0,349006146;580,7999878;0,160865739;580,7999878;0,40104264;580,7999878;0,163094223;580,7999878;0,089672647;;519,2000122;0,059399165;;0,059793385
580,4000244;0,348942488;580,4000244;0,160394654;580,4000244;0,40013957;580,4000244;0,162872434;580,4000244;0,089791015;;519,5999756;0,059389252;;0,059783472
580;0,349066496;580;0,159820274;580;0,398828387;580;0,162412867;580;0,089569524;;520;0,059262481;;0,0596567
579,5999756;0,349178821;579,5999756;0,159039512;579,5999756;0,397541314;579,5999756;0,1617807;579,5999756;0,089491487;;520,4000244;0,059242453;;0,059636673
579,2000122;0,349238366;579,2000122;0,158205569;579,2000122;0,396066487;579,2000122;0,161312595;579,2000122;0,08930818;;520,7999878;0,05929444;;0,059688659
578,7999878;0,349394172;578,7999878;0,157401562;578,7999878;0,394411832;578,7999878;0,160661236;578,7999878;0,089213721;;521,2000122;0,05930613;;0,059700349
578,4000244;0,349405319;578,4000244;0,156581283;578,4000244;0,392997414;578,4000244;0,160158917;578,4000244;0,089127742;;521,5999756;0,059259694;;0,059653914
578;0,349491745;578;0,155757189;578;0,391107082;578;0,159339517;578;0,08888337;;522;0,059331473;;0,059725693
577,5999756;0,349495322;577,5999756;0,154715374;577,5999756;0,389229775;577,5999756;0,158774868;577,5999756;0,088835567;;522,4000244;0,059511341;;0,059905561
577,2000122;0,349501461;577,2000122;0,15378122;577,2000122;0,387352318;577,2000122;0,157985002;577,2000122;0,088766396;;522,7999878;0,059728798;;0,060123017
576,7999878;0,34959802;576,7999878;0,152727231;576,7999878;0,385308206;576,7999878;0,157096461;576,7999878;0,088466048;;523,2000122;0,059999563;;0,060393782
576,4000244;0,349720627;576,4000244;0,1514875;576,4000244;0,383048564;576,4000244;0,156218827;576,4000244;0,088189982;;523,5999756;0,060195081;;0,060589301
576;0,34973681;576;0,150329039;576;0,38088122;576;0,155440107;576;0,088113911;;524;0,06032962;;0,060723839
575,5999756;0,349809319;575,5999756;0,149173185;575,5999756;0,378584683;575,5999756;0,154548511;575,5999756;0,087974854;;524,4000244;0,060620401;;0,061014621
575,2000122;0,349927306;575,2000122;0,147943065;575,2000122;0,37632817;575,2000122;0,153610006;575,2000122;0,087856509;;524,7999878;0,060918409;;0,061312629
574,7999878;0,349997878;574,7999878;0,146885276;574,7999878;0,373870999;574,7999878;0,152698278;574,7999878;0,087653965;;525,2000122;0,061239094;;0,061633313
574,4000244;0,35002169;574,4000244;0,145576283;574,4000244;0,371563584;574,4000244;0,151856571;574,4000244;0,087540612;;525,5999756;0,061374106;;0,061768325
574;0,349963188;574;0,144349918;574;0,369070113;574;0,150952071;574;0,087358437;;526;0,061474234;;0,061868454
573,5999756;0,350066245;573,5999756;0,143062964;573,5999756;0,366327763;573,5999756;0,149822593;573,5999756;0,087013997;;526,4000244;0,061837114;;0,062231334
573,2000122;0,350151986;573,2000122;0,141649097;573,2000122;0,363749534;573,2000122;0,14876233;573,2000122;0,086858161;;526,7999878;0,062008739;;0,062402958
572,7999878;0,350228339;572,7999878;0,140140191;572,7999878;0,361054033;572,7999878;0,147565335;572,7999878;0,086636804;;527,2000122;0,06236241;;0,06275663
572,4000244;0,350253135;572,4000244;0,138756096;572,4000244;0,358191013;572,4000244;0,146548986;572,4000244;0,086596511;;527,5999756;0,062546767;;0,062940987
572;0,350300282;572;0,137196004;572;0,355504245;572;0,145436347;572;0,086385898;;528;0,062849119;;0,063243339
571,5999756;0,35029009;571,5999756;0,13577801;571,5999756;0,352626622;571,5999756;0,144296393;571,5999756;0,086110555;;528,4000244;0,063134767;;0,063528987
571,2000122;0,350352287;571,2000122;0,134227112;571,2000122;0,349548906;571,2000122;0,14314495;571,2000122;0,085926771;;528,7999878;0,0633846;;0,06377882
570,7999878;0,350364715;570,7999878;0,13267234;570,7999878;0,346455008;570,7999878;0,142014176;570,7999878;0,08567372;;529,2000122;0,063568197;;0,063962417
570,4000244;0,350392699;570,4000244;0,131028861;570,4000244;0,343325377;570,4000244;0,140650839;570,4000244;0,085331649;;529,5999756;0,063730195;;0,064124415
570;0,350497574;570;0,129389897;570;0,340167284;570;0,139347002;570;0,085181706;;530;0,063944407;;0,064338626
569,5999756;0,347911596;569,5999756;0,127757281;569,5999756;0,337084532;569,5999756;0,138343304;569,5999756;0,085384838;;530,4000244;0,064276487;;0,064670706
569,2000122;0,347923398;569,2000122;0,125937834;569,2000122;0,333729714;569,2000122;0,137108147;569,2000122;0,08508613;;530,7999878;0,064409174;;0,064803394
568,7999878;0,347994953;568,7999878;0,124173775;568,7999878;0,330416977;568,7999878;0,135655835;568,7999878;0,084767267;;531,2000122;0,064723521;;0,065117741
568,4000244;0,348017961;568,4000244;0,122375049;568,4000244;0,326960594;568,4000244;0,134254336;568,4000244;0,084421128;;531,5999756;0,064861454;;0,065255674
568;0,348122835;568;0,120484352;568;0,323451161;568;0,132921338;568;0,084219523;;532;0,064942852;;0,065337071
567,5999756;0,348262608;567,5999756;0,118657947;567,5999756;0,319549531;567,5999756;0,131445333;567,5999756;0,083842702;;532,4000244;0,065163381;;0,065557601
567,2000122;0,348351002;567,2000122;0,116821878;567,2000122;0,316046894;567,2000122;0,129955486;567,2000122;0,083574861;;532,7999878;0,065210603;;0,065604823
566,7999878;0,348302901;566,7999878;0,114984401;566,7999878;0,312553167;566,7999878;0,12879476;566,7999878;0,083507091;;533,2000122;0,0653641;;0,06575832
566,4000244;0,348418087;566,4000244;0,112941511;566,4000244;0,308890581;566,4000244;0,127168089;566,4000244;0,083122641;;533,5999756;0,06561777;;0,06601199
566;0,34847644;566;0,111123413;566;0,305104435;566;0,125743985;566;0,082933038;;534;0,065625183;;0,066019403
565,5999756;0,348530531;565,5999756;0,109312035;565,5999756;0,301269233;565,5999756;0,124243751;565,5999756;0,082557648;;534,4000244;0,065687627;;0,066081846
565,2000122;0,348552406;565,2000122;0,10737925;565,2000122;0,2976107;565,2000122;0,122873709;565,2000122;0,082476228;;534,7999878;0,065725364;;0,066119583
564,7999878;0,348691434;564,7999878;0,105402894;564,7999878;0,293737829;564,7999878;0,12141224;564,7999878;0,082254186;;535,2000122;0,065785117;;0,066179337
564,4000244;0,348731816;564,4000244;0,103485815;564,4000244;0,29002434;564,4000244;0,119958982;564,4000244;0,081899948;;535,5999756;0,065789782;;0,066184001
564;0,348796606;564;0,101530455;564;0,286262274;564;0,118457146;564;0,081571639;;536;0,065880969;;0,066275189
563,5999756;0,348785102;563,5999756;0,099695675;563,5999756;0,282570273;563,5999756;0,117115371;563,5999756;0,081350148;;536,4000244;0,065730661;;0,066124881
563,2000122;0,348794252;563,2000122;0,09798567;563,2000122;0,27894485;563,2000122;0,11559204;563,2000122;0,081032149;;536,7999878;0,065867744;;0,066261964
562,7999878;0,348856181;562,7999878;0,095990412;562,7999878;0,275322855;562,7999878;0,114071779;562,7999878;0,080826245;;537,2000122;0,065803275;;0,066197494
562,4000244;0,348856002;562,4000244;0,094289437;562,4000244;0,271806032;562,4000244;0,112694271;562,4000244;0,080572598;;537,5999756;0,06569498;;0,0660892
562;0,348948777;562;0,092339732;562;0,268319666;562;0,111284129;562;0,080204032;;538;0,065510809;;0,065905029
561,5999756;0,348854095;561,5999756;0,090725444;561,5999756;0,264933527;561,5999756;0,10993363;561,5999756;0,080091305;;538,4000244;0,065641917;;0,066036137
561,2000122;0,349108547;561,2000122;0,088699453;561,2000122;0,261485398;561,2000122;0,10849528;561,2000122;0,079648234;;538,7999878;0,06562271;;0,066016929
560,7999878;0,348963887;560,7999878;0,087393291;560,7999878;0,258420527;560,7999878;0,10746856;560,7999878;0,079500146;;539,2000122;0,065535255;;0,065929474
560,4000244;0,349036783;560,4000244;0,085806489;560,4000244;0,255127698;560,4000244;0,106115677;560,4000244;0,07916265;;539,5999756;0,065346614;;0,065740833
560;0,349107295;560;0,084026106;560;0,251965135;560;0,104890958;560;0,07895375;;540;0,065401107;;0,065795327
559,5999756;0,349161983;559,5999756;0,082566224;559,5999756;0,248938218;559,5999756;0,10372293;559,5999756;0,078874618;;540,4000244;0,06529402;;0,06568824
559,2000122;0,3491382;559,2000122;0,081121631;559,2000122;0,24615553;559,2000122;0,102544695;559,2000122;0,078599989;;540,7999878;0,065219052;;0,065613272
558,7999878;0,349087715;558,7999878;0,079813667;558,7999878;0,243784264;558,7999878;0,101779826;558,7999878;0,078503922;;541,2000122;0,065012209;;0,065406429
558,4000244;0,349109352;558,4000244;0,07853739;558,4000244;0,241056547;558,4000244;0,100734301;558,4000244;0,078454055;;541,5999756;0,064832121;;0,065226341
558;0,349104196;558;0,077309079;558;0,238509834;558;0,099775992;558;0,078174576;;542;0,064745158;;0,065139378
557,5999756;0,349187434;557,5999756;0,076212436;557,5999756;0,236050725;557,5999756;0,098741576;557,5999756;0,077852204;;542,4000244;0,06459786;;0,06499208
557,2000122;0,349303812;557,2000122;0,07489495;557,2000122;0,233853951;557,2000122;0,097708903;557,2000122;0,077767916;;542,7999878;0,064420134;;0,064814353
556,7999878;0,349367768;556,7999878;0,073707007;556,7999878;0,231658772;556,7999878;0,096816733;556,7999878;0,077619262;;543,2000122;0,064373925;;0,064768145
556,4000244;0,349339873;556,4000244;0,072646581;556,4000244;0,229616582;556,4000244;0,096202023;556,4000244;0,07731799;;543,5999756;0,064255863;;0,064650083
556;0,3493343;556;0,07171464;556;0,227570295;556;0,095375933;556;0,07725057;;544;0,064048789;;0,064443009
555,5999756;0,349369437;555,5999756;0,070927612;555,5999756;0,22589469;555,5999756;0,094801418;555,5999756;0,077181675;;544,4000244;0,063925363;;0,064319583
555,2000122;0,349512875;555,2000122;0,0700114;555,2000122;0,22401695;555,2000122;0,093864322;555,2000122;0,076970316;;544,7999878;0,063638203;;0,064032422
554,7999878;0,349541545;554,7999878;0,06910494;554,7999878;0,222369403;554,7999878;0,093314104;554,7999878;0,076789223;;545,2000122;0,063656308;;0,064050527
554,4000244;0,349460304;554,4000244;0,068522535;554,4000244;0,221135378;554,4000244;0,092923157;554,4000244;0,07693778;;545,5999756;0,06341695;;0,06381117
554;0,349426568;554;0,067895867;554;0,219664365;554;0,092447653;554;0,076931655;;546;0,063462459;;0,063856678
553,5999756;0,34942925;553,5999756;0,067226619;553,5999756;0,218478248;553,5999756;0,091939241;553,5999756;0,076825492;;546,4000244;0,06327343;;0,06366765
553,2000122;0,34944123;553,2000122;0,06669502;553,2000122;0,217314482;553,2000122;0,09150856;553,2000122;0,076702639;;546,7999878;0,063514262;;0,063908482
552,7999878;0,349545836;552,7999878;0,066202894;552,7999878;0,216377482;552,7999878;0,09113986;552,7999878;0,076657578;;547,2000122;0,063290767;;0,063684987
552,4000244;0,349659234;552,4000244;0,065548532;552,4000244;0,215490624;552,4000244;0,090591803;552,4000244;0,076663509;;547,5999756;0,063315444;;0,063709663
552;0,349746823;552;0,065058663;552;0,21442163;552;0,090208396;552;0,076360054;;548;0,063448049;;0,063842269
551,5999756;0,349726647;551,5999756;0,064675361;551,5999756;0,213632047;551,5999756;0,090002231;551,5999756;0,076279856;;548,4000244;0,063584588;;0,063978808
551,2000122;0,349728257;551,2000122;0,064521663;551,2000122;0,213211194;551,2000122;0,089783438;551,2000122;0,076404005;;548,7999878;0,063603707;;0,063997926
550,7999878;0,349715561;550,7999878;0,064279035;550,7999878;0,212752938;550,7999878;0,089537643;550,7999878;0,076461732;;549,2000122;0,063709602;;0,064103821
550,4000244;0,349827111;550,4000244;0,063950017;550,4000244;0,212215185;550,4000244;0,08924783;550,4000244;0,07637132;;549,5999756;0,063637361;;0,064031581
550;0,349834025;550;0,06379246;550;0,211932302;550;0,089144208;550;0,076337434;;550;0,06379246;;0,064186679
549,5999756;0,349854797;549,5999756;0,063637361;549,5999756;0,211721763;549,5999756;0,089188293;549,5999756;0,076309077;;550,4000244;0,063950017;;0,064344237
549,2000122;0,34976092;549,2000122;0,063709602;549,2000122;0,211615518;549,2000122;0,089132346;549,2000122;0,076295778;;550,7999878;0,064279035;;0,064673254
548,7999878;0,349790305;548,7999878;0,063603707;548,7999878;0,211402774;548,7999878;0,089105807;548,7999878;0,07631892;;551,2000122;0,064521663;;0,064915883
548,4000244;0,349786788;548,4000244;0,063584588;548,4000244;0,21143347;548,4000244;0,088945158;548,4000244;0,076453947;;551,5999756;0,064675361;;0,065069581
548;0,34985289;548;0,063448049;548;0,211318418;548;0,089069515;548;0,076425955;;552;0,065058663;;0,065452883
547,5999756;0,349981606;547,5999756;0,063315444;547,5999756;0,211245269;547,5999756;0,088863194;547,5999756;0,076293617;;552,4000244;0,065548532;;0,065942751
547,2000122;0,350011677;547,2000122;0,063290767;547,2000122;0,211319894;547,2000122;0,088866726;547,2000122;0,076430611;;552,7999878;0,066202894;;0,066597113
546,7999878;0,349999994;546,7999878;0,063514262;546,7999878;0,211467639;546,7999878;0,08903037;546,7999878;0,076268561;;553,2000122;0,06669502;;0,067089239
546,4000244;0,350099176;546,4000244;0,06327343;546,4000244;0,21144779;546,4000244;0,088974223;546,4000244;0,076321788;;553,5999756;0,067226619;;0,067620838
546;0,350198329;546;0,063462459;546;0,211817578;546;0,089113183;546;0,076444842;;554;0,067895867;;0,068290087
545,5999756;0,350708902;545,5999756;0,06341695;545,5999756;0,211969629;545,5999756;0,089102127;545,5999756;0,076430857;;554,4000244;0,068522535;;0,068916755
545,2000122;0,350974947;545,2000122;0,063656308;545,2000122;0,212416247;545,2000122;0,089195631;545,2000122;0,076555364;;554,7999878;0,06910494;;0,069499159
544,7999878;0,351416946;544,7999878;0,063638203;544,7999878;0,21279712;544,7999878;0,089238934;544,7999878;0,076453425;;555,2000122;0,0700114;;0,070405619
544,4000244;0,351647139;544,4000244;0,063925363;544,4000244;0,213101253;544,4000244;0,089552499;544,4000244;0,076594889;;555,5999756;0,070927612;;0,071321832
544;0,351777405;544;0,064048789;544;0,213427037;544;0,089651234;544;0,076606996;;556;0,07171464;;0,072108859
543,5999756;0,351881772;543,5999756;0,064255863;543,5999756;0,21374163;543,5999756;0,089703456;543,5999756;0,076639883;;556,4000244;0,072646581;;0,0730408
543,2000122;0,351979286;543,2000122;0,064373925;543,2000122;0,214290306;543,2000122;0,089816414;543,2000122;0,076727904;;556,7999878;0,073707007;;0,074101227
542,7999878;0,352064997;542,7999878;0,064420134;542,7999878;0,214514732;542,7999878;0,089957044;542,7999878;0,076687902;;557,2000122;0,07489495;;0,075289169
542,4000244;0,351914436;542,4000244;0,06459786;542,4000244;0,215050206;542,4000244;0,090096258;542,4000244;0,076843284;;557,5999756;0,076212436;;0,076606656
542;0,351818293;542;0,064745158;542;0,215412661;542;0,090168476;542;0,076879464;;558;0,077309079;;0,077703299
541,5999756;0,351753831;541,5999756;0,064832121;541,5999756;0,215735629;541,5999756;0,090372577;541,5999756;0,076870598;;558,4000244;0,07853739;;0,078931609
541,2000122;0,351534188;541,2000122;0,065012209;541,2000122;0,216100991;541,2000122;0,090359099;541,2000122;0,076899551;;558,7999878;0,079813667;;0,080207886
540,7999878;0,351566702;540,7999878;0,065219052;540,7999878;0,216504157;540,7999878;0,090307944;540,7999878;0,076789625;;559,2000122;0,081121631;;0,081515851
540,4000244;0,351352334;540,4000244;0,06529402;540,4000244;0,217004284;540,4000244;0,090587944;540,4000244;0,076926686;;559,5999756;0,082566224;;0,082960444
540;0,351451784;540;0,065401107;540;0,217311665;540;0,090571679;540;0,076830313;;560;0,084026106;;0,084420325
539,5999756;0,351486713;539,5999756;0,065346614;539,5999756;0,217477873;539,5999756;0,090593107;539,5999756;0,076763764;;560,4000244;0,085806489;;0,086200709
539,2000122;0,35141319;539,2000122;0,065535255;539,2000122;0,217878982;539,2000122;0,090672329;539,2000122;0,076708071;;560,7999878;0,087393291;;0,087787511
538,7999878;0,351451069;538,7999878;0,06562271;538,7999878;0,2182035;538,7999878;0,090668149;538,7999878;0,076758698;;561,2000122;0,088699453;;0,089093672
538,4000244;0,351464242;538,4000244;0,065641917;538,4000244;0,218385398;538,4000244;0,090667643;538,4000244;0,076625243;;561,5999756;0,090725444;;0,091119664
538;0,351545543;538;0,065510809;538;0,218558908;538;0,090700366;538;0,076646954;;562;0,092339732;;0,092733951
537,5999756;0,351471573;537,5999756;0,06569498;537,5999756;0,219003931;537,5999756;0,090884998;537,5999756;0,076555274;;562,4000244;0,094289437;;0,094683657
537,2000122;0,351341903;537,2000122;0,065803275;537,2000122;0,219368786;537,2000122;0,091004848;537,2000122;0,076660514;;562,7999878;0,095990412;;0,096384632
536,7999878;0,351481289;536,7999878;0,065867744;536,7999878;0,219351679;536,7999878;0,090832353;536,7999878;0,076353945;;563,2000122;0,09798567;;0,09837989
