Baseline 100%T;;Baseline 0%T;;Eva;;Jasmijn;;Mads;;Koen;;F. albivenis (Nicco);;A. thaliana (model);
Wavelength (nm);%T;Wavelength (nm);%T;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs
565,5999756;65,74354553;565,5999756;-4,957244396;565,5999756;0,184657633;565,5999756;0,113964446;565,5999756;0,128301755;565,5999756;0,051051158;565,5999756;0,035908084;565,5999756;0,035541281
565,2000122;65,71009064;565,2000122;-4,956792355;565,2000122;0,182923824;565,2000122;0,113045499;565,2000122;0,127617791;565,2000122;0,050048813;565,2000122;0,035810415;565,2000122;0,035509761
564,7999878;65,76464081;564,7999878;-4,957952499;564,7999878;0,181642532;564,7999878;0,111905307;564,7999878;0,126481623;564,7999878;0,049789231;564,7999878;0,035303451;564,7999878;0,035121176
564,4000244;65,72127533;564,4000244;-4,957134247;564,4000244;0,179798842;564,4000244;0,111135885;564,4000244;0,125279799;564,4000244;0,049569614;564,4000244;0,035110231;564,4000244;0,034933817
564;65,70938873;564;-4,956407547;564;0,179003999;564;0,110023297;564;0,124646671;564;0,048346814;564;0,034920912;564;0,034482155
563,5999756;65,74681091;563,5999756;-4,957557678;563,5999756;0,177138284;563,5999756;0,10978891;563,5999756;0,123494119;563,5999756;0,047802266;563,5999756;0,03456806;563,5999756;0,034199364
563,2000122;65,74398041;563,2000122;-4,957353115;563,2000122;0,176363826;563,2000122;0,108890265;563,2000122;0,12275824;563,2000122;0,04722726;563,2000122;0,034209277;563,2000122;0,033577692
562,7999878;65,70429993;562,7999878;-4,956851006;562,7999878;0,174777672;562,7999878;0,107565343;562,7999878;0,121414878;562,7999878;0,046866059;562,7999878;0,034004033;562,7999878;0,033732962
562,4000244;65,74552917;562,4000244;-4,957892895;562,4000244;0,174410999;562,4000244;0,107580863;562,4000244;0,12061771;562,4000244;0,046308216;562,4000244;0,034369145;562,4000244;0,033531774
562;65,72719574;562;-4,957764149;562;0,172843844;562;0,106991604;562;0,120059207;562;0,045651384;562;0,033798546;562;0,033566337
561,5999756;65,69493103;561,5999756;-4,957542419;561,5999756;0,171379149;561,5999756;0,106063224;561,5999756;0,119149186;561,5999756;0,044858865;561,5999756;0,033068046;561,5999756;0,032792844
561,2000122;65,7243042;561,2000122;-4,957514763;561,2000122;0,170950934;561,2000122;0,105757751;561,2000122;0,118553177;561,2000122;0,045007918;561,2000122;0,033187144;561,2000122;0,033115815
560,7999878;65,70411682;560,7999878;-4,956457138;560,7999878;0,169990704;560,7999878;0,104877904;560,7999878;0,117990427;560,7999878;0,04419012;560,7999878;0,032700647;560,7999878;0,032655712
560,4000244;65,71468353;560,4000244;-4,958734989;560,4000244;0,168510929;560,4000244;0,104881302;560,4000244;0,117663384;560,4000244;0,044247326;560,4000244;0,032544237;560,4000244;0,032559276
560;65,672966;560;-4,958700657;560;0,168040931;560;0,103993461;560;0,11677926;560;0,043508153;560;0,032481018;560;0,032381024
559,5999756;65,73284912;559,5999756;-4,956653595;559,5999756;0,167909533;559,5999756;0,103878662;559,5999756;0,116797186;559,5999756;0,043483287;559,5999756;0,031934012;559,5999756;0,032126714
559,2000122;65,71960449;559,2000122;-4,956380844;559,2000122;0,166526377;559,2000122;0,103817932;559,2000122;0,116025075;559,2000122;0,042752124;559,2000122;0,032368138;559,2000122;0,031434916
558,7999878;65,72079468;558,7999878;-4,958443165;558,7999878;0,166282937;558,7999878;0,103612803;558,7999878;0,115821295;558,7999878;0,042660072;558,7999878;0,032072503;558,7999878;0,032044161
558,4000244;65,6932373;558,4000244;-4,95661068;558,4000244;0,16523926;558,4000244;0,102613308;558,4000244;0,114947394;558,4000244;0,042221759;558,4000244;0,032458704;558,4000244;0,032348838
558;65,73059082;558;-4,957727909;558;0,165244937;558;0,103002615;558;0,115348049;558;0,042119153;558;0,031798739;558;0,032199137
557,5999756;65,74423981;557,5999756;-4,956653118;557,5999756;0,165046081;557,5999756;0,102841459;557,5999756;0,114638135;557,5999756;0,041840553;557,5999756;0,032082397;557,5999756;0,031517826
557,2000122;65,7177887;557,2000122;-4,959031105;557,2000122;0,164094567;557,2000122;0,102285549;557,2000122;0,114157826;557,2000122;0,041740343;557,2000122;0,031651538;557,2000122;0,031577814
556,7999878;65,72918701;556,7999878;-4,956954002;556,7999878;0,164083019;556,7999878;0,10244371;556,7999878;0,114366725;556,7999878;0,041369781;556,7999878;0,031576421;556,7999878;0,03138566
556,4000244;65,69607544;556,4000244;-4,955955982;556,4000244;0,163342223;556,4000244;0,102140084;556,4000244;0,114240527;556,4000244;0,04079219;556,4000244;0,03138455;556,4000244;0,031410623
556;65,68482208;556;-4,956465721;556;0,163261756;556;0,102462031;556;0,113346703;556;0,040908191;556;0,031880688;556;0,031666517
555,5999756;65,741539;555,5999756;-4,957414627;555,5999756;0,162949204;555,5999756;0,102359854;555,5999756;0,114216782;555,5999756;0,04091078;555,5999756;0,031601451;555,5999756;0,03149144
555,2000122;65,70623016;555,2000122;-4,957397461;555,2000122;0,16267395;555,2000122;0,101739153;555,2000122;0,113465317;555,2000122;0,041061666;555,2000122;0,031511817;555,2000122;0,031872611
554,7999878;65,72046661;554,7999878;-4,95804882;554,7999878;0,16248481;554,7999878;0,10207957;554,7999878;0,11355561;554,7999878;0,040614165;554,7999878;0,031895678;554,7999878;0,031466335
554,4000244;65,67925262;554,4000244;-4,956061363;554,4000244;0,162330851;554,4000244;0,102073737;554,4000244;0,11312715;554,4000244;0,040243566;554,4000244;0,032019053;554,4000244;0,032147005
554;65,69806671;554;-4,957943439;554;0,16209881;554;0,101788692;554;0,1134912;554;0,040372007;554;0,031918716;554;0,03177448
553,5999756;65,75621033;553,5999756;-4,957918644;553,5999756;0,162417904;553,5999756;0,102615573;553,5999756;0,113572627;553,5999756;0,041099738;553,5999756;0,031490967;553,5999756;0,031381626
553,2000122;65,73337555;553,2000122;-4,958332539;553,2000122;0,162144944;553,2000122;0,101936035;553,2000122;0,113240488;553,2000122;0,040443968;553,2000122;0,031318579;553,2000122;0,031784564
552,7999878;65,73871613;552,7999878;-4,957623005;552,7999878;0,162187591;552,7999878;0,102476224;552,7999878;0,113458663;552,7999878;0,040145285;552,7999878;0,031614285;552,7999878;0,031701516
552,4000244;65,68755341;552,4000244;-4,957431793;552,4000244;0,161717325;552,4000244;0,101652749;552,4000244;0,113422126;552,4000244;0,040378284;552,4000244;0,031633772;552,4000244;0,031703077
552;65,71342468;552;-4,957666874;552;0,16235967;552;0,102533057;552;0,113199942;552;0,040162493;552;0,03209547;552;0,031875119
551,5999756;65,68107605;551,5999756;-4,956839085;551,5999756;0,161839381;551,5999756;0,102318898;551,5999756;0,113235518;551,5999756;0,04031352;551,5999756;0,031477191;551,5999756;0,031136384
551,2000122;65,67912292;551,2000122;-4,958209038;551,2000122;0,162290067;551,2000122;0,102582589;551,2000122;0,113489717;551,2000122;0,039673086;551,2000122;0,031558689;551,2000122;0,031513624
550,7999878;65,73300171;550,7999878;-4,957992554;550,7999878;0,162100986;550,7999878;0,103073068;550,7999878;0,113584764;550,7999878;0,040805925;550,7999878;0,03156618;550,7999878;0,031460021
550,4000244;65,70721436;550,4000244;-4,956573009;550,4000244;0,162107796;550,4000244;0,102978692;550,4000244;0,113588192;550,4000244;0,040266767;550,4000244;0,031395178;550,4000244;0,032032344
550;65,72618103;550;-4,956532001;550;0,162766382;550;0,103161596;550;0,114402495;550;0,040833678;550;0,031567458;550;0,031924874
549,5999756;65,68995667;549,5999756;-4,956986904;549,5999756;0,162184045;549,5999756;0,103366517;549,5999756;0,11393483;549,5999756;0,040241491;549,5999756;0,031758912;549,5999756;0,032400992
549,2000122;65,66305542;549,2000122;-4,956528664;549,2000122;0,162367791;549,2000122;0,102888301;549,2000122;0,113898456;549,2000122;0,040332038;549,2000122;0,031924319;549,2000122;0,031797431
548,7999878;65,78857422;548,7999878;-4,956303596;548,7999878;0,163129419;548,7999878;0,104504079;548,7999878;0,114655495;548,7999878;0,041096326;548,7999878;0,031862583;548,7999878;0,032229774
548,4000244;65,73641968;548,4000244;-4,957089424;548,4000244;0,163171485;548,4000244;0,104081087;548,4000244;0,114782423;548,4000244;0,040850654;548,4000244;0,031938024;548,4000244;0,032204293
548;65,76676178;548;-4,956735134;548;0,163496986;548;0,104333542;548;0,115167737;548;0,041237228;548;0,031775426;548;0,032473069
547,5999756;65,76435852;547,5999756;-4,956760406;547,5999756;0,163572133;547,5999756;0,104760759;547,5999756;0,114867128;547,5999756;0,04102505;547,5999756;0,031871803;547,5999756;0,031887989
547,2000122;65,73189545;547,2000122;-4,956476212;547,2000122;0,163480058;547,2000122;0,104589038;547,2000122;0,11526683;547,2000122;0,040751018;547,2000122;0,03180718;547,2000122;0,032579727
546,7999878;65,74069977;546,7999878;-4,955429077;546,7999878;0,163275525;546,7999878;0,104387134;546,7999878;0,115238816;546,7999878;0,04098431;546,7999878;0,032046866;546,7999878;0,032250937
546,4000244;65,78388977;546,4000244;-4,957025051;546,4000244;0,16393131;546,4000244;0,105700985;546,4000244;0,115561299;546,4000244;0,041327953;546,4000244;0,03266054;546,4000244;0,032906227
546;65,77713776;546;-4,95661211;546;0,164321259;546;0,105642781;546;0,115624271;546;0,041324481;546;0,032100488;546;0,032145947
545,5999756;65,78012085;545,5999756;-4,957352638;545,5999756;0,164232865;545,5999756;0,105787143;545,5999756;0,116022945;545,5999756;0,041202988;545,5999756;0,032318749;545,5999756;0,032505039
545,2000122;65,76866913;545,2000122;-4,956156731;545,2000122;0,164565116;545,2000122;0,106134675;545,2000122;0,115820184;545,2000122;0,041563667;545,2000122;0,032321483;545,2000122;0,032418117
544,7999878;65,78013611;544,7999878;-4,95691061;544,7999878;0,163907304;544,7999878;0,106118716;544,7999878;0,115841039;544,7999878;0,041542616;544,7999878;0,032534108;544,7999878;0,032538239
544,4000244;65,75967407;544,4000244;-4,957992554;544,4000244;0,164188668;544,4000244;0,105517276;544,4000244;0,116198912;544,4000244;0,041301619;544,4000244;0,032450084;544,4000244;0,032654457
544;65,84640503;544;-4,956616879;544;0,164609537;544;0,106181875;544;0,116557524;544;0,041516725;544;0,032488246;544;0,032318916
543,5999756;65,8086319;543,5999756;-4,957122803;543,5999756;0,164661512;543,5999756;0,105879158;543,5999756;0,116331436;543,5999756;0,041649275;543,5999756;0,032292258;543,5999756;0,033092741
543,2000122;65,8102951;543,2000122;-4,957494736;543,2000122;0,164702803;543,2000122;0,106464297;543,2000122;0,116350822;543,2000122;0,041666541;543,2000122;0,032436918;543,2000122;0,032948475
542,7999878;65,86981201;542,7999878;-4,957319736;542,7999878;0,164905369;542,7999878;0,107171372;542,7999878;0,117088832;542,7999878;0,04170404;542,7999878;0,032438342;542,7999878;0,032719906
542,4000244;65,83493042;542,4000244;-4,955784798;542,4000244;0,164766729;542,4000244;0,106779374;542,4000244;0,116617046;542,4000244;0,041849617;542,4000244;0,032644186;542,4000244;0,032916922
542;65,8397522;542;-4,957135201;542;0,165244743;542;0,10688746;542;0,116627306;542;0,041087646;542;0,03252906;542;0,033230539
541,5999756;65,85927582;541,5999756;-4,955386162;541,5999756;0,165474042;541,5999756;0,107295893;541,5999756;0,116764262;541,5999756;0,041883282;541,5999756;0,032313172;541,5999756;0,03272102
541,2000122;65,83274078;541,2000122;-4,956489563;541,2000122;0,165193126;541,2000122;0,107390486;541,2000122;0,117239833;541,2000122;0,041471239;541,2000122;0,032730233;541,2000122;0,033065617
540,7999878;65,87787628;540,7999878;-4,958534241;540,7999878;0,165526867;540,7999878;0,107762039;540,7999878;0,117280491;540,7999878;0,0420462;540,7999878;0,032189518;540,7999878;0,03310978
540,4000244;65,87653351;540,4000244;-4,957573891;540,4000244;0,165701032;540,4000244;0,107639037;540,4000244;0,117987268;540,4000244;0,042051304;540,4000244;0,032764036;540,4000244;0,032994643
540;65,83813477;540;-4,957524776;540;0,165379509;540;0,107821159;540;0,116955772;540;0,042082448;540;0,032690153;540;0,032670002
539,5999756;65,89377594;539,5999756;-4,957100868;539,5999756;0,165364698;539,5999756;0,108628131;539,5999756;0,117732868;539,5999756;0,0427301;539,5999756;0,032968249;539,5999756;0,03294725
539,2000122;65,86135864;539,2000122;-4,957649708;539,2000122;0,165890396;539,2000122;0,108310953;539,2000122;0,117951706;539,2000122;0,042372819;539,2000122;0,033048213;539,2000122;0,033471741
538,7999878;65,86433411;538,7999878;-4,956123829;538,7999878;0,166009545;538,7999878;0,10799028;538,7999878;0,118404239;538,7999878;0,042463638;538,7999878;0,032726102;538,7999878;0,033403356
538,4000244;65,88425446;538,4000244;-4,956619263;538,4000244;0,166501001;538,4000244;0,108354367;538,4000244;0,118259288;538,4000244;0,042704966;538,4000244;0,032710638;538,4000244;0,03314437
538;65,92722321;538;-4,956686974;538;0,166683197;538;0,109364808;538;0,11899446;538;0,043097913;538;0,033085924;538;0,033106625
537,5999756;65,90763092;537,5999756;-4,955638409;537,5999756;0,167157054;537,5999756;0,109266393;537,5999756;0,118965112;537,5999756;0,043057151;537,5999756;0,033380207;537,5999756;0,033719704
537,2000122;65,94134521;537,2000122;-4,958367825;537,2000122;0,167844564;537,2000122;0,10942775;537,2000122;0,119889036;537,2000122;0,043350205;537,2000122;0,033107631;537,2000122;0,033428989
536,7999878;65,94007874;536,7999878;-4,956553459;536,7999878;0,167566121;536,7999878;0,110090263;536,7999878;0,119440064;536,7999878;0,043345172;536,7999878;0,0333432;536,7999878;0,033695504
536,4000244;65,93173981;536,4000244;-4,957869053;536,4000244;0,167656973;536,4000244;0,110246092;536,4000244;0,120129004;536,4000244;0,043279588;536,4000244;0,033810969;536,4000244;0,033428542
536;65,98135376;536;-4,956768036;536;0,168723181;536;0,110623233;536;0,12047144;536;0,043854859;536;0,033694163;536;0,033945806
535,5999756;65,94148254;535,5999756;-4,957084179;535,5999756;0,168726414;535,5999756;0,110551573;535,5999756;0,120642006;535,5999756;0,043744076;535,5999756;0,03374894;535,5999756;0,034110785
535,2000122;65,8977356;535,2000122;-4,955895901;535,2000122;0,168462589;535,2000122;0,110993475;535,2000122;0,121152848;535,2000122;0,043523718;535,2000122;0,034025475;535,2000122;0,03406439
534,7999878;65,92727661;534,7999878;-4,957522869;534,7999878;0,169366866;534,7999878;0,111768164;534,7999878;0,122272469;534,7999878;0,044462375;534,7999878;0,034576163;534,7999878;0,034204993
534,4000244;65,92670441;534,4000244;-4,956580639;534,4000244;0,169813767;534,4000244;0,111909725;534,4000244;0,12218751;534,4000244;0,044195965;534,4000244;0,034696795;534,4000244;0,034754224
534;65,95133209;534;-4,956778049;534;0,170386002;534;0,112875909;534;0,123016566;534;0,044702638;534;0,034769647;534;0,034734789
533,5999756;65,9393158;533,5999756;-4,956850529;533,5999756;0,171422169;533,5999756;0,112779111;533,5999756;0,123583704;533,5999756;0,044883121;533,5999756;0,034540787;533,5999756;0,034777667
533,2000122;65,97190857;533,2000122;-4,957289219;533,2000122;0,172217056;533,2000122;0,113597609;533,2000122;0,124241583;533,2000122;0,045511339;533,2000122;0,034636069;533,2000122;0,034721136
532,7999878;65,96749115;532,7999878;-4,957494736;532,7999878;0,172610477;532,7999878;0,114236482;532,7999878;0,124856941;532,7999878;0,04547653;532,7999878;0,034933567;532,7999878;0,034945097
532,4000244;65,98329163;532,4000244;-4,957447529;532,4000244;0,173799217;532,4000244;0,114783064;532,4000244;0,125711277;532,4000244;0,045897681;532,4000244;0,035743121;532,4000244;0,035235252
532;65,94983673;532;-4,957863331;532;0,174220845;532;0,115527429;532;0,126821727;532;0,046614654;532;0,035202492;532;0,035123393
531,5999756;65,96602631;531,5999756;-4,956984997;531,5999756;0,175354049;531,5999756;0,11636246;531,5999756;0,127410963;531,5999756;0,047105432;531,5999756;0,035392072;531,5999756;0,03501207
531,2000122;65,9759903;531,2000122;-4,95691061;531,2000122;0,176564395;531,2000122;0,116788209;531,2000122;0,128309846;531,2000122;0,047935043;531,2000122;0,035962887;531,2000122;0,035819437
530,7999878;65,96906281;530,7999878;-4,958976746;530,7999878;0,177254528;530,7999878;0,117060527;530,7999878;0,129147306;530,7999878;0,048417941;530,7999878;0,036153026;530,7999878;0,035572942
530,4000244;66,00310516;530,4000244;-4,957726002;530,4000244;0,17852518;530,4000244;0,11880932;530,4000244;0,130301803;530,4000244;0,04883958;530,4000244;0,036096875;530,4000244;0,036481377
530;65,98349762;530;-4,957219124;530;0,179965988;530;0,119342029;530;0,131086081;530;0,04940147;530;0,036411505;530;0,036849707
529,5999756;65,96776581;529,5999756;-4,957483292;529,5999756;0,181211442;529,5999756;0,120279595;529,5999756;0,132236496;529,5999756;0,050324243;529,5999756;0,037452381;529,5999756;0,037196271
529,2000122;66,06600189;529,2000122;-4,958271503;529,2000122;0,182691589;529,2000122;0,121602289;529,2000122;0,134381875;529,2000122;0,051442377;529,2000122;0,037905648;529,2000122;0,037359528
528,7999878;66,03577423;528,7999878;-4,957000256;528,7999878;0,184297517;528,7999878;0,12225686;528,7999878;0,135426685;528,7999878;0,051587552;528,7999878;0,038136795;528,7999878;0,037675496
528,4000244;65,96546936;528,4000244;-4,957199574;528,4000244;0,184835807;528,4000244;0,123278655;528,4000244;0,135756314;528,4000244;0,05211781;528,4000244;0,038391992;528,4000244;0,038319323
528;65,95795441;528;-4,955367088;528;0,186876163;528;0,124298103;528;0,137037277;528;0,052325405;528;0,038238917;528;0,038287714
527,5999756;66,01373291;527,5999756;-4,958073616;527,5999756;0,189120874;527,5999756;0,125902563;527,5999756;0,138877258;527,5999756;0,053900354;527,5999756;0,038679395;527,5999756;0,038790192
527,2000122;66,02380371;527,2000122;-4,956606865;527,2000122;0,190394908;527,2000122;0,12725015;527,2000122;0,141050249;527,2000122;0,05497662;527,2000122;0,039610069;527,2000122;0,039618406
526,7999878;66,02442932;526,7999878;-4,957195282;526,7999878;0,192818269;526,7999878;0,128415719;526,7999878;0,142595977;526,7999878;0,055736829;526,7999878;0,039949421;526,7999878;0,039618973
526,4000244;66,05945587;526,4000244;-4,957099438;526,4000244;0,194895834;526,4000244;0,129847124;526,4000244;0,144258902;526,4000244;0,056784559;526,4000244;0,040345047;526,4000244;0,039885286
526;66,05992889;526;-4,956799984;526;0,19670032;526;0,131286264;526;0,146430045;526;0,057994433;526;0,041097634;526;0,040980585
525,5999756;66,08412933;525,5999756;-4,956898212;525,5999756;0,199692309;525,5999756;0,133001775;525,5999756;0,148589477;525,5999756;0,059309393;525,5999756;0,041375615;525,5999756;0,041476537
525,2000122;66,10155487;525,2000122;-4,956167698;525,2000122;0,202456117;525,2000122;0,135246292;525,2000122;0,150846511;525,2000122;0,060999636;525,2000122;0,042529467;525,2000122;0,041670531
524,7999878;66,01602936;524,7999878;-4,957193851;524,7999878;0,20342043;524,7999878;0,136596993;524,7999878;0,151487783;524,7999878;0,061084636;524,7999878;0,043141078;524,7999878;0,04262723
524,4000244;66,02844238;524,4000244;-4,958093643;524,4000244;0,206489936;524,4000244;0,137951836;524,4000244;0,15425013;524,4000244;0,062614217;524,4000244;0,043310076;524,4000244;0,043142766
524;66,08851624;524;-4,957071304;524;0,209765077;524;0,140037715;524;0,156741843;524;0,064509645;524;0,043802828;524;0,043768298
523,5999756;66,10080719;523,5999756;-4,957407951;523,5999756;0,212508798;523,5999756;0,14226076;523,5999756;0,159205794;523,5999756;0,06564758;523,5999756;0,044741116;523,5999756;0,04442418
523,2000122;66,11367798;523,2000122;-4,957961559;523,2000122;0,215136141;523,2000122;0,144215062;523,2000122;0,161344424;523,2000122;0,06699653;523,2000122;0,045794521;523,2000122;0,04575434
522,7999878;66,13746643;522,7999878;-4,956311703;522,7999878;0,218934193;522,7999878;0,146490514;522,7999878;0,164544359;522,7999878;0,06894438;522,7999878;0,046293441;522,7999878;0,046312537
522,4000244;66,1272583;522,4000244;-4,957199574;522,4000244;0,221708283;522,4000244;0,148183063;522,4000244;0,166867912;522,4000244;0,070333116;522,4000244;0,046492565;522,4000244;0,046491127
522;66,13179016;522;-4,957967758;522;0,224906981;522;0,150763646;522;0,169403195;522;0,071824454;522;0,047706943;522;0,047741614
521,5999756;66,11216736;521,5999756;-4,957901478;521,5999756;0,228472948;521,5999756;0,152917832;521,5999756;0,171886191;521,5999756;0,073209271;521,5999756;0,048558082;521,5999756;0,048501756
521,2000122;66,15052795;521,2000122;-4,956909657;521,2000122;0,232456297;521,2000122;0,155620158;521,2000122;0,175380215;521,2000122;0,075400598;521,2000122;0,049477935;521,2000122;0,048880339
520,7999878;66,06700134;520,7999878;-4,956977844;520,7999878;0,235328287;520,7999878;0,158056811;520,7999878;0,177412346;520,7999878;0,076376356;520,7999878;0,050497279;520,7999878;0,050211161
520,4000244;66,10222626;520,4000244;-4,956917286;520,4000244;0,23966302;520,4000244;0,160140395;520,4000244;0,18065843;520,4000244;0,07916265;520,4000244;0,051705834;520,4000244;0,05121994
520;66,12169647;520;-4,956622601;520;0,243810222;520;0,163391277;520;0,184196949;520;0,080766536;520;0,052677881;520;0,052147757
519,5999756;66,16136932;519,5999756;-4,957060814;519,5999756;0,248123944;519,5999756;0,16594483;519,5999756;0,187792093;519,5999756;0,082959138;519,5999756;0,053171963;519,5999756;0,0526415
519,2000122;66,14157867;519,2000122;-4,957340717;519,2000122;0,252399564;519,2000122;0,169252425;519,2000122;0,191166073;519,2000122;0,085029013;519,2000122;0,054586582;519,2000122;0,054133669
518,7999878;66,13934326;518,7999878;-4,957259655;518,7999878;0,256389856;518,7999878;0,171853274;518,7999878;0,194477752;518,7999878;0,086969212;518,7999878;0,055562105;518,7999878;0,055367805
518,4000244;66,10088348;518,4000244;-4,955865383;518,4000244;0,261296034;518,4000244;0,174496979;518,4000244;0,197056398;518,4000244;0,089066274;518,4000244;0,056939501;518,4000244;0,056494419
518;66,14665985;518;-4,957557678;518;0,2663562;518;0,178050429;518;0,201291531;518;0,091403522;518;0,057878092;518;0,057457369
517,5999756;66,17350769;517,5999756;-4,956960678;517,5999756;0,27120167;517,5999756;0,18102701;517,5999756;0,205202416;517,5999756;0,094251871;517,5999756;0,059064448;517,5999756;0,058241736
517,2000122;66,19335938;517,2000122;-4,956572533;517,2000122;0,276744187;517,2000122;0,184270337;517,2000122;0,209547445;517,2000122;0,096724764;517,2000122;0,060360108;517,2000122;0,059719384
516,7999878;66,14813995;516,7999878;-4,95678091;516,7999878;0,281257689;516,7999878;0,187614217;516,7999878;0,213277638;516,7999878;0,098641403;516,7999878;0,061319068;516,7999878;0,060877904
516,4000244;66,16268158;516,4000244;-4,955848694;516,4000244;0,286729813;516,4000244;0,191795349;516,4000244;0,216625929;516,4000244;0,101425849;516,4000244;0,062982358;516,4000244;0,061928395
516;66,18216705;516;-4,956946373;516;0,292494565;516;0,195173264;516;0,220430046;516;0,10420391;516;0,063717514;516;0,063364051
515,5999756;66,16951752;515,5999756;-4,958004951;515,5999756;0,297980994;515,5999756;0,198554277;515,5999756;0,224832609;515,5999756;0,106533766;515,5999756;0,065333195;515,5999756;0,064591974
515,2000122;66,14825439;515,2000122;-4,957941055;515,2000122;0,302973241;515,2000122;0,20220983;515,2000122;0,229095534;515,2000122;0,108974025;515,2000122;0,066744126;515,2000122;0,065887928
514,7999878;66,2449646;514,7999878;-4,957383156;514,7999878;0,309755772;514,7999878;0,206478566;514,7999878;0,233879224;514,7999878;0,111903928;514,7999878;0,067966394;514,7999878;0,067210063
514,4000244;66,16194916;514,4000244;-4,956469536;514,4000244;0,315206796;514,4000244;0,209235355;514,4000244;0,237000465;514,4000244;0,114965268;514,4000244;0,06954959;514,4000244;0,068963282
514;66,23945618;514;-4,956758499;514;0,321964711;514;0,213917226;514;0,242099196;514;0,118228637;514;0,071026072;514;0,070075639
513,5999756;66,21879578;513,5999756;-4,956903458;513,5999756;0,327626169;513,5999756;0,217350602;513,5999756;0,246224985;513,5999756;0,120720409;513,5999756;0,072513007;513,5999756;0,072055012
513,2000122;66,18647003;513,2000122;-4,956392765;513,2000122;0,333840936;513,2000122;0,221599475;513,2000122;0,250164032;513,2000122;0,123433165;513,2000122;0,07400348;513,2000122;0,07332053
512,7999878;66,18445587;512,7999878;-4,957666874;512,7999878;0,34012425;512,7999878;0,225804418;512,7999878;0,254715741;512,7999878;0,126690328;512,7999878;0,075673029;512,7999878;0,075013511
512,4000244;66,2401886;512,4000244;-4,956986427;512,4000244;0,347439647;512,4000244;0,230438829;512,4000244;0,25927487;512,4000244;0,12999846;512,4000244;0,077211328;512,4000244;0,0764274
512;66,24195862;512;-4,957658291;512;0,353913367;512;0,234349951;512;0,263720483;512;0,133366838;512;0,079377338;512;0,078318529
511,6000061;66,25827026;511,6000061;-4,956710815;511,6000061;0,360586733;511,6000061;0,238398716;511,6000061;0,268802553;511,6000061;0,136384934;511,6000061;0,081120037;511,6000061;0,079793878
511,1999817;66,24293518;511,1999817;-4,957113266;511,1999817;0,367602617;511,1999817;0,242716059;511,1999817;0,273637056;511,1999817;0,139360279;511,1999817;0,08248584;511,1999817;0,081050552
510,7999878;66,26806641;510,7999878;-4,958117962;510,7999878;0,375358075;510,7999878;0,247539222;510,7999878;0,278504849;510,7999878;0,142632067;510,7999878;0,083841763;510,7999878;0,082809292
510,3999939;66,30331421;510,3999939;-4,956660271;510,3999939;0,381583184;510,3999939;0,251923144;510,3999939;0,283382207;510,3999939;0,1463902;510,3999939;0,085766084;510,3999939;0,08464665
510;66,31780243;510;-4,956810474;510;0,38893649;510;0,256633133;510;0,288731545;510;0,150132507;510;0,087392218;510;0,086123966
509,6000061;66,31389618;509,6000061;-4,958357811;509,6000061;0,395932913;509,6000061;0,260496348;509,6000061;0,292919248;509,6000061;0,153553516;509,6000061;0,089350499;509,6000061;0,088276923
509,1999817;66,27439117;509,1999817;-4,957690716;509,1999817;0,40284574;509,1999817;0,265928596;509,1999817;0,297986567;509,1999817;0,156396642;509,1999817;0,091553494;509,1999817;0,090192564
508,7999878;66,26274872;508,7999878;-4,957206726;508,7999878;0,409698665;508,7999878;0,270287931;508,7999878;0,30271098;508,7999878;0,160272658;508,7999878;0,093521133;508,7999878;0,091872416
508,3999939;66,34677887;508,3999939;-4,956840038;508,3999939;0,417919755;508,3999939;0,275176019;508,3999939;0,308735967;508,3999939;0,164446101;508,3999939;0,095403343;508,3999939;0,094116561
508;66,38208008;508;-4,956690788;508;0,425344467;508;0,280905724;508;0,313115865;508;0,168302864;508;0,09708561;508;0,095672578
507,6000061;66,30779266;507,6000061;-4,957453728;507,6000061;0,432533175;507,6000061;0,284993887;507,6000061;0,317964047;507,6000061;0,171018213;507,6000061;0,099844985;507,6000061;0,098041564
507,1999817;66,32546997;507,1999817;-4,957242966;507,1999817;0,439954519;507,1999817;0,28943342;507,1999817;0,322672188;507,1999817;0,175231844;507,1999817;0,101230569;507,1999817;0,099585518
506,7999878;66,31499481;506,7999878;-4,955818176;506,7999878;0,447019845;506,7999878;0,294474751;506,7999878;0,327754349;506,7999878;0,179262504;506,7999878;0,103664592;506,7999878;0,101318687
506,3999939;66,31336212;506,3999939;-4,957685947;506,3999939;0,454953104;506,3999939;0,299024522;506,3999939;0,332843483;506,3999939;0,182524785;506,3999939;0,105231315;506,3999939;0,103386842
506;66,41751862;506;-4,957527161;506;0,463783801;506;0,304899067;506;0,338727802;506;0,186630592;506;0,107415088;506;0,105225571
505,6000061;66,38121033;505,6000061;-4,958185196;505,6000061;0,470576972;505,6000061;0,309161365;505,6000061;0,343418121;505,6000061;0,19066675;505,6000061;0,109738618;505,6000061;0,107311435
505,1999817;66,44650269;505,1999817;-4,957903385;505,1999817;0,478155643;505,1999817;0,313882768;505,1999817;0,348636031;505,1999817;0,194861934;505,1999817;0,11226327;505,1999817;0,109636851
