Baseline 100%T;;Baseline 0%T;;Eva;;Jasmijn;;Mads;;Koen;;F. albivenis (Nicco);;A. thaliana (model);
Wavelength (nm);%T;Wavelength (nm);%T;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs
504,7999878;66,37886047;504,7999878;-4,957650661;504,7999878;0,486030519;504,7999878;0,319020569;504,7999878;0,353049278;504,7999878;0,197885022;504,7999878;0,113936715;504,7999878;0,111605704
504,3999939;66,37607574;504,3999939;-4,956862926;504,3999939;0,493126094;504,3999939;0,323486447;504,3999939;0,357775986;504,3999939;0,202224717;504,3999939;0,115977168;504,3999939;0,113310315
504;66,39738464;504;-4,957041264;504;0,501060784;504;0,328662902;504;0,363073766;504;0,206095815;504;0,118432835;504;0,115477644
503,6000061;66,41996002;503,6000061;-4,955467701;503,6000061;0,508020818;503,6000061;0,333555371;503,6000061;0,367895752;503,6000061;0,210047171;503,6000061;0,120433077;503,6000061;0,117635958
503,1999817;66,39093018;503,1999817;-4,957230091;503,1999817;0,515539408;503,1999817;0,338382334;503,1999817;0,372652739;503,1999817;0,213986874;503,1999817;0,123348147;503,1999817;0,119598739
502,7999878;66,40943909;502,7999878;-4,9589715;502,7999878;0,522798598;502,7999878;0,34349519;502,7999878;0,377771974;502,7999878;0,217879668;502,7999878;0,125545725;502,7999878;0,121956788
502,3999939;66,42778778;502,3999939;-4,957239151;502,3999939;0,530052722;502,3999939;0,348289162;502,3999939;0,382709652;502,3999939;0,221593618;502,3999939;0,127694517;502,3999939;0,124258846
502;66,48886871;502;-4,957336426;502;0,53734827;502;0,353193939;502;0,388142109;502;0,225760236;502;0,129938096;502;0,126304492
501,6000061;66,46676636;501,6000061;-4,957067966;501,6000061;0,544759274;501,6000061;0,357605696;501,6000061;0,391758084;501,6000061;0,229646012;501,6000061;0,131487593;501,6000061;0,127727166
501,1999817;66,46025848;501,1999817;-4,955378056;501,1999817;0,551828086;501,1999817;0,362924039;501,1999817;0,396496683;501,1999817;0,233553603;501,1999817;0,134301096;501,1999817;0,129806697
500,7999878;66,4552536;500,7999878;-4,95734787;500,7999878;0,558566392;500,7999878;0,367405444;500,7999878;0,401883453;500,7999878;0,237119272;500,7999878;0,1365771;500,7999878;0,132397071
500,3999939;66,50582886;500,3999939;-4,956655025;500,3999939;0,565567374;500,3999939;0,372733116;500,3999939;0,40607512;500,3999939;0,241688505;500,3999939;0,138515934;500,3999939;0,13431327
500;66,50778961;500;-4,957387447;500;0,572759748;500;0,376751572;500;0,410589397;500;0,244693235;500;0,141147122;500;0,13581188
499,6000061;66,47879791;499,6000061;-4,95652771;499,6000061;0,578956664;499,6000061;0,381148189;499,6000061;0,415489227;499,6000061;0,248637229;499,6000061;0,143367589;499,6000061;0,138402104
499,1999817;66,4983902;499,1999817;-4,957514763;499,1999817;0,58639133;499,1999817;0,385292441;499,1999817;0,419708997;499,1999817;0,251984179;499,1999817;0,145191461;499,1999817;0,140413612
498,7999878;66,48396301;498,7999878;-4,956467628;498,7999878;0,591754735;498,7999878;0,390141159;498,7999878;0,423565894;498,7999878;0,255860567;498,7999878;0,147748455;498,7999878;0,141808778
498,3999939;66,53513336;498,3999939;-4,95642662;498,3999939;0,598013997;498,3999939;0,393951953;498,3999939;0,427991152;498,3999939;0,259854138;498,3999939;0,149960592;498,3999939;0,144438207
498;66,51277161;498;-4,958926678;498;0,603665888;498;0,39878425;498;0,432015508;498;0,262877703;498;0,15185304;498;0,145273119
497,6000061;66,53651428;497,6000061;-4,956757545;497,6000061;0,610138416;497,6000061;0,402405769;497,6000061;0,436142951;497,6000061;0,26649943;497,6000061;0,154007018;497,6000061;0,147592828
497,1999817;66,51824188;497,1999817;-4,957908154;497,1999817;0,615785778;497,1999817;0,406822354;497,1999817;0,439781457;497,1999817;0,269444227;497,1999817;0,155817926;497,1999817;0,149508134
496,7999878;66,5641861;496,7999878;-4,957939625;496,7999878;0,622273266;496,7999878;0,4106794;496,7999878;0,443426937;496,7999878;0,273169547;496,7999878;0,157912672;496,7999878;0,151458949
496,3999939;66,59690857;496,3999939;-4,957218647;496,3999939;0,627254188;496,3999939;0,415061712;496,3999939;0,447423458;496,3999939;0,276418895;496,3999939;0,160492927;496,3999939;0,153872222
496;66,58599091;496;-4,957905769;496;0,632078171;496;0,418847919;496;0,450714827;496;0,279719591;496;0,162443116;496;0,155367389
495,6000061;66,54045868;495,6000061;-4,957284927;495,6000061;0,636720896;495,6000061;0,422331065;495,6000061;0,453428954;495,6000061;0,282431454;495,6000061;0,163942531;495,6000061;0,156365067
495,1999817;66,58830261;495,1999817;-4,95619297;495,1999817;0,642735064;495,1999817;0,426383376;495,1999817;0,457480043;495,1999817;0,285107017;495,1999817;0,165978596;495,1999817;0,158753932
494,7999878;66,59589386;494,7999878;-4,956597805;494,7999878;0,6471591;494,7999878;0,430007339;494,7999878;0,460775256;494,7999878;0,288911134;494,7999878;0,167647183;494,7999878;0,159706548
494,3999939;66,555336;494,3999939;-4,955945015;494,3999939;0,650958836;494,3999939;0,432988405;494,3999939;0,463454217;494,3999939;0,290852428;494,3999939;0,170184284;494,3999939;0,161743388
494;66,59563446;494;-4,957986832;494;0,656034052;494;0,435790896;494;0,466957122;494;0,294105947;494;0,171503842;494;0,162801936
493,6000061;66,62734222;493,6000061;-4,956516266;493,6000061;0,660669625;493,6000061;0,43940264;493,6000061;0,470092505;493,6000061;0,296786338;493,6000061;0,174009502;493,6000061;0,164919823
493,1999817;66,68732452;493,1999817;-4,955821991;493,1999817;0,663969219;493,1999817;0,442201614;493,1999817;0,473510355;493,1999817;0,299507409;493,1999817;0,175172523;493,1999817;0,166398361
492,7999878;66,63137054;492,7999878;-4,956364155;492,7999878;0,668208182;492,7999878;0,445343643;492,7999878;0,475057244;492,7999878;0,301506758;492,7999878;0,177290261;492,7999878;0,167465195
492,3999939;66,61669159;492,3999939;-4,958403111;492,3999939;0,671407878;492,3999939;0,447940677;492,3999939;0,477882147;492,3999939;0,304102749;492,3999939;0,178216726;492,3999939;0,168545306
492;66,65711212;492;-4,957520008;492;0,675202131;492;0,450009465;492;0,480824143;492;0,306693226;492;0,180646077;492;0,170299411
491,6000061;66,64715576;491,6000061;-4,95765543;491,6000061;0,678395152;491,6000061;0,452479661;491,6000061;0,483253121;491,6000061;0,308849752;491,6000061;0,181380183;491,6000061;0,171605483
491,1999817;66,68234253;491,1999817;-4,956557751;491,1999817;0,6812343;491,1999817;0,45448488;491,1999817;0,485482305;491,1999817;0,311002463;491,1999817;0,183144525;491,1999817;0,172603577
490,7999878;66,67738342;490,7999878;-4,957877636;490,7999878;0,684313893;490,7999878;0,456457734;490,7999878;0,487787902;490,7999878;0,313040197;490,7999878;0,18388018;490,7999878;0,173808098
490,3999939;66,69929504;490,3999939;-4,957751751;490,3999939;0,687618136;490,3999939;0,459168196;490,3999939;0,489974856;490,3999939;0,315069288;490,3999939;0,185412407;490,3999939;0,174547121
490;66,75830841;490;-4,955529213;490;0,69040364;490;0,460644573;490;0,492310613;490;0,316995263;490;0,186953783;490;0,176067948
489,6000061;66,71781158;489,6000061;-4,955633163;489,6000061;0,691880941;489,6000061;0,462466031;489,6000061;0,494302392;489,6000061;0,318693906;489,6000061;0,188848123;489,6000061;0,177122682
489,1999817;66,7494812;489,1999817;-4,957521439;489,1999817;0,695190609;489,1999817;0,463830471;489,1999817;0,49609074;489,1999817;0,32022047;489,1999817;0,189867899;489,1999817;0,178270936
488,7999878;66,77654266;488,7999878;-4,956367493;488,7999878;0,697395086;488,7999878;0,46518594;488,7999878;0,497349292;488,7999878;0,32237792;488,7999878;0,190069422;488,7999878;0,178734824
488,3999939;66,76813507;488,3999939;-4,957131863;488,3999939;0,699492395;488,3999939;0,467752844;488,3999939;0,499449492;488,3999939;0,323576003;488,3999939;0,191677198;488,3999939;0,180346832
488;66,77487183;488;-4,956366539;488;0,700264275;488;0,468373805;488;0,500678957;488;0,32542026;488;0,192439675;488;0,180749834
487,6000061;66,77593231;487,6000061;-4,95771265;487,6000061;0,701968908;487,6000061;0,469388157;487,6000061;0,502305746;487,6000061;0,325921863;487,6000061;0,192678988;487,6000061;0,180893421
487,1999817;66,79685974;487,1999817;-4,958427429;487,1999817;0,703782797;487,1999817;0,470611125;487,1999817;0,503861666;487,1999817;0,327106357;487,1999817;0,194435343;487,1999817;0,182447791
486,7999878;66,81101227;486,7999878;-4,957475662;486,7999878;0,704266608;486,7999878;0,471617699;486,7999878;0,505577564;486,7999878;0,328863323;486,7999878;0,194420964;486,7999878;0,182829052
486,3999939;66,80332947;486,3999939;-4,956757069;486,3999939;0,706366956;486,3999939;0,472447008;486,3999939;0,505664945;486,3999939;0,329005629;486,3999939;0,195608422;486,3999939;0,184055507
486;66,78326416;486;-4,957355976;486;0,70727849;486;0,473105729;486;0,507169902;486;0,330408722;486;0,195795775;486;0,184456468
485,6000061;66,82029724;485,6000061;-4,958426476;485,6000061;0,708913684;485,6000061;0,473820865;485,6000061;0,507914245;485,6000061;0,331110805;485,6000061;0,196618006;485,6000061;0,184823006
485,1999817;66,84700775;485,1999817;-4,956309795;485,1999817;0,709345937;485,1999817;0,475037664;485,1999817;0,509566486;485,1999817;0,332012266;485,1999817;0,196747348;485,1999817;0,185836807
484,7999878;66,8600769;484,7999878;-4,957085609;484,7999878;0,710182548;484,7999878;0,475417346;484,7999878;0,509602189;484,7999878;0,332663268;484,7999878;0,197741821;484,7999878;0,186507478
484,3999939;66,85146332;484,3999939;-4,958568096;484,3999939;0,71029681;484,3999939;0,475410521;484,3999939;0,509849787;484,3999939;0,333709151;484,3999939;0,198268592;484,3999939;0,186615706
484;66,89278412;484;-4,956663132;484;0,711788774;484;0,477132201;484;0,512029946;484;0,334064215;484;0,198736161;484;0,187845588
483,6000061;66,82884979;483,6000061;-4,956679344;483,6000061;0,711855352;483,6000061;0,477026671;483,6000061;0,512310028;483,6000061;0,33398962;483,6000061;0,198830009;483,6000061;0,187878296
483,1999817;66,94111633;483,1999817;-4,957276821;483,1999817;0,713185191;483,1999817;0,478313804;483,1999817;0,51368171;483,1999817;0,33506009;483,1999817;0,199256122;483,1999817;0,188562229
482,7999878;66,86671448;482,7999878;-4,957499027;482,7999878;0,71288836;482,7999878;0,47796157;482,7999878;0,513625443;482,7999878;0,335739732;482,7999878;0,199573934;482,7999878;0,189135283
482,3999939;66,91699982;482,3999939;-4,956037521;482,3999939;0,714137077;482,3999939;0,478219509;482,3999939;0,515058041;482,3999939;0,336064518;482,3999939;0,199975818;482,3999939;0,189869776
482;66,95157623;482;-4,957780838;482;0,714266717;482;0,479786962;482;0,515131474;482;0,336877734;482;0,200835839;482;0,190440297
481,6000061;66,89370728;481,6000061;-4,956731796;481,6000061;0,714815617;481,6000061;0,47888124;481,6000061;0,515221715;481,6000061;0,336921245;481,6000061;0,200831771;481,6000061;0,191308081
481,1999817;66,92067719;481,1999817;-4,956626415;481,1999817;0,715040505;481,1999817;0,479985297;481,1999817;0,516397059;481,1999817;0,337750405;481,1999817;0,201184064;481,1999817;0,191599608
480,7999878;66,96396637;480,7999878;-4,95731163;480,7999878;0,715422094;480,7999878;0,480858833;480,7999878;0,516811609;480,7999878;0,338368326;480,7999878;0,201645553;480,7999878;0,192543387
480,3999939;66,96559143;480,3999939;-4,956581593;480,3999939;0,715829432;480,3999939;0,48148948;480,3999939;0,517780244;480,3999939;0,338551879;480,3999939;0,201839894;480,3999939;0,193093374
480;66,97844696;480;-4,956354141;480;0,716831207;480;0,481907725;480;0,518401444;480;0,339866638;480;0,202123538;480;0,193387792
479,6000061;66,95925903;479,6000061;-4,957590103;479,6000061;0,717137814;479,6000061;0,482823908;479,6000061;0,519127846;479,6000061;0,339829445;479,6000061;0,202399433;479,6000061;0,194797561
479,1999817;66,93507385;479,1999817;-4,958108425;479,1999817;0,717213333;479,1999817;0,483276218;479,1999817;0,519605756;479,1999817;0,340185016;479,1999817;0,202559069;479,1999817;0,194644511
478,7999878;67,06171417;478,7999878;-4,95674181;478,7999878;0,718192816;478,7999878;0,484555572;478,7999878;0,520992577;478,7999878;0,341483563;478,7999878;0,203082964;478,7999878;0,195261523
478,3999939;67,07079315;478,3999939;-4,957089424;478,3999939;0,719177425;478,3999939;0,485252649;478,3999939;0,521725416;478,3999939;0,342009753;478,3999939;0,203621268;478,3999939;0,196318373
478;67,04051971;478;-4,957902431;478;0,719230175;478;0,486016572;478;0,522300363;478;0,3429344;478;0,204303786;478;0,197437257
477,6000061;67,08013153;477,6000061;-4,958068371;477,6000061;0,720464289;477,6000061;0,486786276;477,6000061;0,523095191;477,6000061;0,34348166;477,6000061;0,204455137;477,6000061;0,198053509
477,1999817;67,08266449;477,1999817;-4,957104683;477,1999817;0,720771134;477,1999817;0,487700105;477,1999817;0,523622096;477,1999817;0,344785839;477,1999817;0,204935551;477,1999817;0,198767126
476,7999878;67,05783844;476,7999878;-4,956179619;476,7999878;0,721268654;476,7999878;0,487974495;476,7999878;0,524391174;476,7999878;0,345167756;476,7999878;0,205661416;476,7999878;0,199968115
476,3999939;67,11643219;476,3999939;-4,957417965;476,3999939;0,722871363;476,3999939;0,489624113;476,3999939;0,525548756;476,3999939;0,34640488;476,3999939;0,205817148;476,3999939;0,20007363
476;67,12915039;476;-4,957426548;476;0,723047376;476;0,490609795;476;0,527027667;476;0,34681508;476;0,206792876;476;0,201104626
475,6000061;67,13804626;475,6000061;-4,955223083;475,6000061;0,724002004;475,6000061;0,491479754;475,6000061;0,527948022;475,6000061;0,347516507;475,6000061;0,207050204;475,6000061;0,201829642
475,1999817;67,11592102;475,1999817;-4,955908775;475,1999817;0,723591268;475,1999817;0,492781907;475,1999817;0,527830243;475,1999817;0,3486619;475,1999817;0,207347646;475,1999817;0,20261313
474,7999878;67,14586639;474,7999878;-4,956236362;474,7999878;0,725387454;474,7999878;0,493275791;474,7999878;0,529603422;474,7999878;0,349137038;474,7999878;0,207554072;474,7999878;0,203396693
474,3999939;67,18775177;474,3999939;-4,956361771;474,3999939;0,725114465;474,3999939;0,494807214;474,3999939;0,529355288;474,3999939;0,349691898;474,3999939;0,208308667;474,3999939;0,203761905
474;67,18462372;474;-4,948569775;474;0,72600174;474;0,494893462;474;0,530065119;474;0,350415707;474;0,208669588;474;0,20413357
473,6000061;67,21979523;473,6000061;-4,955700397;473,6000061;0,727054358;473,6000061;0,495477498;473,6000061;0,530620694;473,6000061;0,351167858;473,6000061;0,208834067;473,6000061;0,205328196
473,1999817;67,22666931;473,1999817;-4,956308842;473,1999817;0,727707148;473,1999817;0,495880127;473,1999817;0,53133291;473,1999817;0,351285398;473,1999817;0,209784418;473,1999817;0,205820933
472,7999878;67,24485779;472,7999878;-4,956739426;472,7999878;0,727826953;472,7999878;0,497074008;472,7999878;0,531217396;472,7999878;0,351604939;472,7999878;0,209539846;472,7999878;0,206053048
472,3999939;67,2498703;472,3999939;-4,957675934;472,3999939;0,727587462;472,3999939;0,497124463;472,3999939;0,531805575;472,3999939;0,352263629;472,3999939;0,20961152;472,3999939;0,20670262
472;67,29750061;472;-4,956460953;472;0,727894187;472;0,498353034;472;0,532452345;472;0,352852255;472;0,209772408;472;0,207233369
471,6000061;67,28437042;471,6000061;-4,956607342;471,6000061;0,728223503;471,6000061;0,498590261;471,6000061;0,531833053;471,6000061;0,352656126;471,6000061;0,210092232;471,6000061;0,20693925
471,1999817;67,37760925;471,1999817;-4,955696106;471,1999817;0,728856742;471,1999817;0,499558508;471,1999817;0,532444835;471,1999817;0,352938414;471,1999817;0,209721267;471,1999817;0,207418338
470,7999878;67,27590942;470,7999878;-4,958288193;470,7999878;0,728099465;470,7999878;0,49947983;470,7999878;0,53190881;470,7999878;0,352369577;470,7999878;0,210129514;470,7999878;0,207429439
470,3999939;67,25354767;470,3999939;-4,955805779;470,3999939;0,727781713;470,3999939;0,498613447;470,3999939;0,530983508;470,3999939;0,352136076;470,3999939;0,209677294;470,3999939;0,207534745
470;67,37088013;470;-4,957104206;470;0,728232622;470;0,500036478;470;0,532230794;470;0,352360874;470;0,209870279;470;0,207654029
469,6000061;67,30921173;469,6000061;-4,958518982;469,6000061;0,726938486;469,6000061;0,499750316;469,6000061;0,530653834;469,6000061;0,352037668;469,6000061;0,210011825;469,6000061;0,207860395
469,1999817;67,37945557;469,1999817;-4,956771374;469,1999817;0,727456152;469,1999817;0,500229657;469,1999817;0,53114605;469,1999817;0,351979077;469,1999817;0,209290892;469,1999817;0,207882658
468,7999878;67,3644104;468,7999878;-4,957208633;468,7999878;0,727820575;468,7999878;0,500916302;468,7999878;0,530755699;468,7999878;0,351496458;468,7999878;0,209678769;468,7999878;0,208211988
468,3999939;67,42854309;468,3999939;-4,957449436;468,3999939;0,726892591;468,3999939;0,500159323;468,3999939;0,530698538;468,3999939;0,351505071;468,3999939;0,209546179;468,3999939;0,207961664
468;67,44887543;468;-4,957826614;468;0,727421999;468;0,500569105;468;0,530362904;468;0,351228565;468;0,209278062;468;0,207644463
467,6000061;67,41390991;467,6000061;-4,956935883;467,6000061;0,727072716;467,6000061;0,499952287;467,6000061;0,529615223;467,6000061;0,350169927;467,6000061;0,209349409;467,6000061;0,207749575
467,1999817;67,43721008;467,1999817;-4,957104206;467,1999817;0,726069629;467,1999817;0,499106586;467,1999817;0,528634429;467,1999817;0,349567652;467,1999817;0,209069476;467,1999817;0,207279801
466,7999878;67,46192932;466,7999878;-4,957973003;466,7999878;0,725691736;466,7999878;0,498968095;466,7999878;0,528014481;466,7999878;0,34903118;466,7999878;0,209129557;466,7999878;0,20776014
466,3999939;67,46951294;466,3999939;-4,957337856;466,3999939;0,725702524;466,3999939;0,499105156;466,3999939;0,528301358;466,3999939;0,349277943;466,3999939;0,208525896;466,3999939;0,207339764
466;67,56909943;466;-4,956252098;466;0,725065112;466;0,499533445;466;0,528251648;466;0,349001348;466;0,20862259;466;0,2069287
