ab-wv;ab-AF;ab-AT;fl-LTwv;fl-LTAF;fl-LTAT;fl-RTwv;fl-RTAF;fl-RTAT
800;-0,019468872;0,001335126;602,3083;274,328125;0,005623602;602,3083;-3320,9375;7,41E-05
799,5999756;-0,021547344;0,00103722;603,30982;-217,0898438;0,005312081;603,30982;2682,324219;0,00028083
799,2000122;-0,021238681;0,000922987;604,31134;1636,652344;0,004993302;604,31134;4961,625;7,94E-05
798,7999878;-0,018930795;0,001516975;605,31286;1474,660156;0,004694658;605,31286;-1488,488281;0,000142807
798,4000244;-0,018655233;0,001071343;606,31438;-564,5585938;0,004300855;606,31438;6216,191406;0,000145404
798;-0,019348515;0,000173186;607,3159;-2649,757813;0,004456024;607,3159;44,76953125;0
797,5999756;-0,020213738;0,001647839;608,31742;-751,40625;0,004141585;608,31742;2398,667969;0,000113515
797,2000122;-0,020430133;0,001016047;609,31894;6270,945313;0,00413363;609,31894;2025,554688;0,00024643
796,7999878;-0,021894284;0,000601722;610,32046;-3248,597656;0,003530848;610,32046;46;0,00024871
796,4000244;-0,019141637;0,000488406;611,32198;3333,640625;0,003659245;611,32198;-357,2070313;0,000147368
796;-0,018936446;0,000328876;612,3235;1746,082031;0,003272001;612,3235;861,5234375;1,09E-05
795,5999756;-0,019641006;0,002549731;613,32502;3220,675781;0,003144753;613,32502;2914,746094;0,000223002
795,2000122;-0,020724513;0,001987978;614,32654;6200;0,00307377;614,32654;2519,511719;0,000121912
794,7999878;-0,02105909;0,001905109;615,32806;12525,17188;0,002714062;615,32806;-1615,695313;0,000300535
794,4000244;-0,018770576;0,001296854;616,32958;10262,74219;0,002837419;616,32958;2161,96875;0,000399547
794;-0,020267451;0,00085207;617,3311;14149,375;0,002817454;617,3311;2606,019531;0,000431767
793,5999756;-0,02000742;0,000980631;618,33262;20799,70703;0,00250546;618,33262;49,26171875;0,000470074
793,2000122;-0,020033425;0,001402512;619,33414;20600,19531;0,002320212;619,33414;6570,222656;0,000529296
792,7999878;-0,019612256;0,001550668;620,33566;29003,80469;0,002299983;620,33566;8806,207031;0,000412445
792,4000244;-0,02098377;0,000844833;621,33718;31120,1875;0,002003459;621,33718;7110,738281;0,000685861
792;-0,019192612;0,00167003;622,3387;45419,57422;0,002086616;622,3387;7185,34375;0,000653248
791,5999756;-0,01828187;-0,000869725;623,34022;46423,66016;0,002286218;623,34022;7736,949219;0,000615614
791,2000122;-0,019945862;0,001814223;624,34174;39479,36328;0,002199639;624,34174;4623,636719;0,000752031
790,7999878;-0,020400347;4,76E-06;625,34326;49914,12891;0,001870322;625,34326;12539,91797;0,000844669
790,4000244;-0,020841429;0,001371194;626,34478;59830,11719;0,001969296;626,34478;4279,722656;0,001117012
790;-0,020061703;0,001368259;627,3463;57990,93359;0,001731487;627,3463;6670,152344;0,000867169
789,5999756;-0,020502882;0,000131961;628,34782;59609,9375;0,001722366;628,34782;15211,35547;0,000933094
789,2000122;-0,018674525;0,002395767;629,34934;77914,07031;0,001722384;629,34934;-910,0664063;0,001294797
788,7999878;-0,020415166;0,000991113;630,35086;78888,5625;0,001496015;630,35086;15183,45703;0,001585912
788,4000244;-0,01840014;0,002395195;631,35238;77858,60938;0,001484523;631,35238;7932,683594;0,001768764
788;-0,020737594;0,001079154;632,3539;90954,89063;0,001237414;632,3539;7012,285156;0,001787681
787,5999756;-0,020019978;0,000735084;633,35542;89463,9375;0,001477382;633,35542;12130,09766;0,002318797
787,2000122;-0,020002032;0,001094257;634,35694;88520,17188;0,000952348;634,35694;22452,11328;0,002253317
786,7999878;-0,019617749;0,002035439;635,35846;85779,0625;0,000830629;635,35846;21697,33594;0,00297102
786,4000244;-0,021301635;0,000371156;636,35998;100841,2109;0,000878593;636,35998;10453,72656;0,003458322
786;-0,020719528;0,000387867;637,3615;98340,9375;0,000463702;637,3615;25723,85547;0,003869541
785,5999756;-0,021382272;0,001495727;638,36302;103380,9219;0,00058222;638,36302;33096,87109;0,00449308
785,2000122;-0,021923967;0,00052881;639,36454;94702,35938;0,00051733;639,36454;34547,30469;0,004594571
784,7999878;-0,020440752;0,001367065;640,36606;85015,14063;0,000423422;640,36606;56263,25;0,005581219
784,4000244;-0,020465743;0,000946775;641,36758;94380,42188;7,89E-05;641,36758;44377,17578;0,006315059
784;-0,019672675;0,001457597;642,3691;100844,2969;0;642,3691;63890,75391;0,008493909
783,5999756;-0,021361375;0,002339678;643,37062;89239,48438;0,000278416;643,37062;64436,80469;0,009095675
783,2000122;-0,01949887;0,000509735;644,37214;106590,0781;4,00E-05;644,37214;75914,03125;0,010182039
782,7999878;-0,020726142;0,00138854;645,37366;99193,64063;0,000101116;645,37366;112125,2813;0,012757158
782,4000244;-0,020356976;0,000706511;646,37518;105484,0781;0,000129017;646,37518;110899,1719;0,014359737
782;-0,021599563;0,001373037;647,3767;101177,6094;0,000353989;647,3767;128993,5;0,017232867
781,5999756;-0,019515352;0,001538744;648,37822;101935,3984;0,000326976;648,37822;136578;0,018733626
781,2000122;-0,019854918;0,000295926;649,37974;94195,46875;0,000503418;649,37974;177177,0625;0,021232599
780,7999878;-0,019725317;0,00132126;650,38126;102545,8359;0,000435035;650,38126;191017,9688;0,024698239
780,4000244;-0,019525796;0,002593868;651,38278;116124,0781;0,000622203;651,38278;226321,5;0,027341917
780;-0,021034872;0,00276804;652,3843;98833,11719;0,000827074;652,3843;278326,375;0,032676001
779,5999756;-0,018873546;-1,62E-05;653,38582;107792,9453;0,000483379;653,38582;274074,4063;0,035457948
779,2000122;-0,019591423;0,001967773;654,38734;100575,7031;0,000523844;654,38734;330520,1875;0,041100244
778,7999878;-0,019091353;0,000905762;655,38886;101597,5781;0,000530888;655,38886;351154,1875;0,045542098
778,4000244;-0,019985123;0,001448559;656,39038;124873,9531;0,000498756;656,39038;423781,1563;0,051096596
778;-0,020354556;0,002197548;657,3919;104824,4375;0,000195375;657,3919;488645,3438;0,056545126
777,5999756;-0,020438826;0,000738948;658,39342;99016,65625;0,000188243;658,39342;483508,4375;0,064910949
777,2000122;-0,02041818;0,000118626;659,39494;96031,96094;0,000186871;659,39494;591370,25;0,073147129
776,7999878;-0,020660095;0,000192039;660,39646;111791,1797;0,000242049;660,39646;633309,9375;0,083395994
776,4000244;-0,020472806;0,002277741;661,39798;109415,6563;0,000639384;661,39798;705113,1875;0,095607231
776;-0,019614385;0,001366571;662,3995;114937,0156;0,000850164;662,3995;822968,625;0,110809316
775,5999756;-0,01941902;0,000458398;663,40102;109299,8125;0,000759069;663,40102;950471,5625;0,125100228
775,2000122;-0,020809995;0,000944155;664,40254;98070,89063;0,001034006;664,40254;1139426,625;0,144235159
774,7999878;-0,020211317;0,000661994;665,40406;114047,2188;0,001407447;665,40406;1215567,375;0,164920347
774,4000244;-0,020794548;0,00152986;666,40558;112575,3047;0,002622619;666,40558;1408168,75;0,187128341
774;-0,019517975;0,001094413;667,4071;127445,4063;0,004150979;667,4071;1592289,625;0,218381499
773,5999756;-0,019928604;0,002136542;668,40862;158412,9688;0,005830285;668,40862;1824314;0,247936544
773,2000122;-0,019759947;0,000849606;669,41014;189088,7656;0,007834459;669,41014;2109664;0,283526696
772,7999878;-0,02129562;0,00250841;670,41166;213110,6875;0,011475989;670,41166;2371587,5;0,318285752
772,4000244;-0,019520352;0,001529652;671,41318;276934,1875;0,016804402;671,41318;2705507,25;0,362905549
772;-0,020290675;0,000906411;672,4147;365347,1875;0,022724904;672,4147;2967050,75;0,403795489
771,5999756;-0,019640908;0,00196499;673,41622;557407,4375;0,034384198;673,41622;3245688;0,447350235
771,2000122;-0,02100577;0,000493952;674,41774;750089,0625;0,049585484;674,41774;3585172,75;0,501576806
770,7999878;-0,019514164;0,0003181;675,41926;1034334,188;0,071897492;675,41926;4179055,5;0,555666682
770,4000244;-0,020305496;0,000623678;676,42078;1449585,375;0,099029282;676,42078;4531797;0,610236289
770;-0,020918945;0,000546641;677,4223;1895336,375;0,136123273;677,4223;5013122,5;0,675257321
769,5999756;-0,01964739;0,000842525;678,42382;2506319,5;0,184955961;678,42382;5570690,5;0,7310208
769,2000122;-0,02007594;0,001554072;679,42534;3089811,25;0,234607932;679,42534;5940051;0,802464223
768,7999878;-0,020432208;0,000945478;680,42686;3512038,75;0,286925428;680,42686;6222956;0,867010636
768,4000244;-0,021118864;0,001045887;681,42838;3989557,75;0,349136602;681,42838;6781217,5;0,917043729
768;-0,020707386;0,001147954;682,4299;4759664;0,422927555;682,4299;7104137;0,963067734
767,5999756;-0,019922422;0,001128384;683,43142;5199377,5;0,494722299;683,43142;7239742,5;0,988841188
767,2000122;-0,020778954;0,000848801;684,43294;5702687;0,552975445;684,43294;7394832,5;1
766,7999878;-0,020653035;3,68E-05;685,43446;6014914;0,577293353;685,43446;7139330;0,992125866
766,4000244;-0,0210036;0,001328141;686,43598;6138380;0,600618968;686,43598;7074521,5;0,955394055
766;-0,019752033;0,001147045;687,4375;5775103;0,572482586;687,4375;6679297;0,910703126
765,5999756;-0,020318689;0,001212871;688,43902;5347742;0,576538367;688,43902;6217636,5;0,856048445
765,2000122;-0,019166209;0,002640302;689,44054;5083867;0,585261731;689,44054;5960666;0,796044479
764,7999878;-0,020694995;0,000925321;690,44206;4947069,5;0,600164493;690,44206;5262157;0,724008136
764,4000244;-0,021230251;0,001353977;691,44358;5020653,5;0,645640597;691,44358;4853199;0,656183435
764;-0,020960091;0,001024895;692,4451;5008379,5;0,676093261;692,4451;4296472;0,598938775
763,5999756;-0,019479712;0,001722447;693,44662;4869504,5;0,717042546;693,44662;3911275,75;0,534458997
763,2000122;-0,019794971;0,000873572;694,44814;4836926;0,736066713;694,44814;3587520,25;0,492987434
762,7999878;-0,019860951;-0,000312849;695,44966;4755361;0,750797791;695,44966;3148100,5;0,444093718
762,4000244;-0,019849725;0,001046509;696,45118;4586839;0,752406253;696,45118;2996250,5;0,409804512
762;-0,021045921;0,001114785;697,4527;4134627,75;0,787987023;697,4527;2655562,5;0,377319144
761,5999756;-0,019612901;0,000225603;698,45422;3887064,25;0,779842124;698,45422;2510566,5;0,348419797
761,2000122;-0,019781267;0,001390644;699,45574;3509474,5;0,768614284;699,45574;2369697,75;0,323414113
760,7999878;-0,020084344;0,001485467;700,45726;3306936;0,767315588;700,45726;2152337;0,309600558
760,4000244;-0,020682162;0,001734064;701,45878;2913956;0,7426225;701,45878;2092517,5;0,287291378
760;-0,018313983;0,001408329;702,4603;2824331;0,738116819;702,4603;1830022,375;0,273890302
759,5999756;-0,021211023;0,001351718;703,46182;2634964,5;0,729899198;703,46182;1881016,875;0,260317023
759,2000122;-0,019627994;0,001765772;704,46334;2539490,75;0,712108997;704,46334;1692503,375;0,24700303
758,7999878;-0,020671399;0,001631027;705,46486;2309377;0,691725402;705,46486;1622553,375;0,237660768
758,4000244;-0,021014946;0,002050914;706,46638;2217715,5;0,677778599;706,46638;1547383,25;0,227818739
758;-0,020486733;0,001678216;707,4679;2259613;0,653228168;707,4679;1461111,5;0,219629159
757,5999756;-0,019554751;0,00079841;708,46942;2192946,25;0,652615051;708,46942;1358146,125;0,210693533
757,2000122;-0,021652564;0,000585106;709,47094;2052051,5;0,631032878;709,47094;1474890,25;0,205947666
756,7999878;-0,020134415;0,001763303;710,47246;2097437,25;0,647730141;710,47246;1357965,25;0,20015797
756,4000244;-0,020566585;0,002405138;711,47398;2141621,25;0,6510801;711,47398;1423808,875;0,20001516
756;-0,020615712;0,002100983;712,4755;2186230,75;0,652246338;712,4755;1309475,75;0,195588572
755,5999756;-0,020054189;0,001041631;713,47702;2223796;0,66688587;713,47702;1354002,75;0,191102218
755,2000122;-0,02097494;0,001016358;714,47854;2368286;0,691891249;714,47854;1246075,375;0,188742486
754,7999878;-0,020645285;0,001663664;715,48006;2335734,25;0,706651406;715,48006;1316907,625;0,186986227
754,4000244;-0,021280486;0,001505286;716,48158;2520426,25;0,737490345;716,48158;1226240,5;0,185682201
754;-0,019707952;0,001465363;717,4831;2716106,25;0,799024723;717,4831;1312437,5;0,184799793
753,5999756;-0,019621411;0,002364664;718,48462;2852353,5;0,777765463;718,48462;1293532,875;0,190859112
753,2000122;-0,019687073;0,002687392;719,48614;2971617,25;0,82972805;719,48614;1235699,125;0,184988963
752,7999878;-0,020665377;0,001607435;720,48766;3105232,75;0,85037456;720,48766;1245210,25;0,184695846
752,4000244;-0,020798596;0,00185059;721,48918;3483581,5;0,874057634;721,48918;1283613,375;0,181963023
752;-0,020418279;0,001522145;722,4907;3719026,25;0,917950201;722,4907;1305509,25;0,182455042
751,5999756;-0,019591324;0,001039815;723,49222;4040533,5;0,937766005;723,49222;1268604,375;0,181403878
751,2000122;-0,019581029;0,00160624;724,49374;4324683;0,96139618;724,49374;1254167,25;0,184502295
750,7999878;-0,020438677;0,001674266;725,49526;4567097,5;0,962814029;725,49526;1320863,375;0,183837514
750,4000244;-0,021085132;0,001841544;726,49678;5183904;0,974526474;726,49678;1330566,5;0,183355273
750;-0,021419283;0,001976042;727,4983;5378654,5;0,997364014;727,4983;1327303;0,185101924
749,5999756;-0,020956637;0,001007018;728,49982;5728202,5;1;728,49982;1355756,5;0,186646454
749,2000122;-0,020031745;0,002331766;729,50134;5982109;0,989104274;729,50134;1270037,125;0,187245193
748,7999878;-0,020676089;0,001655037;730,50286;6524420,5;0,994279284;730,50286;1344602,625;0,187511131
748,4000244;-0,020253122;0,001967252;731,50438;6614374;0,964488798;731,50438;1374604,125;0,187729853
748;-0,019410456;0,000577667;732,5059;7089084,5;0,982188976;732,5059;1425122,625;0,19013566
747,5999756;-0,020389086;0,002944314;733,50742;7219112;0,928429365;733,50742;1413561,125;0,187673407
747,2000122;-0,019555889;0,001795819;734,50894;7588796;0,953133811;734,50894;1435193,75;0,191346898
746,7999878;-0,020795437;0,000729665;735,51046;7730979,5;0,91312918;735,51046;1257106,5;0,191794452
746,4000244;-0,020470288;0,002168202;736,51198;7803562;0,908433201;736,51198;1282595,875;0,190203664
746;-0,019600231;0,002295202;737,5135;7988000;0,895164509;737,5135;1399829,875;0,196933561
745,5999756;-0,01937139;0,001099992;738,51502;8105580;0,867552695;738,51502;1364474,5;0,190513086
745,2000122;-0,018947052;0,002240635;739,51654;8091556;0,842080905;739,51654;1393322,375;0,193101034
744,7999878;-0,019384116;0,001869048;740,51806;8157200,5;0,847150328;740,51806;1289681,125;0,1892958
744,4000244;-0,020595765;0,001504429;741,51958;7885992,5;0,804244955;741,51958;1312963,125;0,187804898
744;-0,020717949;0,001678788;742,5211;7948033;0,757767302;742,5211;1403498,25;0,190010068
743,5999756;-0,020860231;0,002407767;743,52262;8018418,5;0,736567566;743,52262;1326910,125;0,190174386
743,2000122;-0,019749213;0,001347252;744,52414;7464820;0,724271554;744,52414;1343351,75;0,188054793
742,7999878;-0,021359896;0,002588452;745,52566;7543948,5;0,703605535;745,52566;1333040,125;0,183629688
742,4000244;-0,020073222;0,00240709;746,52718;7274630;0,670627783;746,52718;1273940,75;0,181829615
742;-0,019481594;0,002102986;747,5287;7111435,5;0,616288338;747,5287;1262242,625;0,174133149
741,5999756;-0,019803973;0,001588755;748,53022;6927524;0,612456141;748,53022;1162767,75;0,172907671
741,2000122;-0,019583059;0,001830626;749,53174;7007390;0,590212211;749,53174;1279352,875;0,168171159
740,7999878;-0,01964655;0,000930094;750,53326;6554880;0,571485612;750,53326;1155810,625;0,161508263
740,4000244;-0,019227333;0,001340708;751,53478;6099351;0,535266064;751,53478;1036870,563;0,156380028
740;-0,02013501;0,001951781;752,5363;5896156,5;0,501340555;752,5363;1095412,25;0,153038973
739,5999756;-0,019038782;0,001960986;753,53782;5715722;0,482898272;753,53782;1002129,125;0,146744056
739,2000122;-0,019774491;0,002672181;754,53934;5243743,5;0,467390963;754,53934;962644,0625;0,144177126
738,7999878;-0,019252146;0,001488844;755,54086;5133511;0,436420672;755,54086;1028683,813;0,143133401
738,4000244;-0,019408377;0,002530958;756,54238;4919819;0,427278405;756,54238;989799,8125;0,134839611
738;-0,019247342;0,002210453;757,5439;4753687;0,405220357;757,5439;982720,625;0,131870597
737,5999756;-0,01918409;0,002167681;758,54542;4480650;0,395420618;758,54542;852469,25;0,122303691
737,2000122;-0,018315323;0,002291481;759,54694;4249009;0,373946635;759,54694;770844;0,120028999
736,7999878;-0,018367039;0,00222864;760,54846;3940427,5;0,358687281;760,54846;744284,625;0,118352441
736,4000244;-0,018640008;0,001848017;761,54998;3699157,25;0,337093488;761,54998;739316,5;0,111719394
736;-0,017924877;0,002230852;762,5515;3606621;0,330529945;762,5515;695299,125;0,10984002
735,5999756;-0,018662177;0,002712528;763,55302;3353962,25;0,323029294;763,55302;706946,8125;0,101933241
735,2000122;-0,018681021;0,00248136;764,55454;3219487,75;0,305905951;764,55454;601163,5;0,104341615
734,7999878;-0,018413389;0,002176241;765,55606;2953642,5;0,287376932;765,55606;587291,5;0,096761305
734,4000244;-0,018531028;0,002993652;766,55758;2760468,25;0,284908344;766,55758;628897,3125;0,090379619
734;-0,017763888;0,002664003;767,5591;2685557,5;0,269582945;767,5591;469831,3438;0,087405784
733,5999756;-0,017954037;0,002296139;768,56062;2499648,25;0,261246566;768,56062;496095,9375;0,081937519
733,2000122;-0,017856214;0,002811287;769,56214;2384203,25;0,247736596;769,56214;436863,4688;0,080759912
732,7999878;-0,018483352;0,002898421;770,56366;2302389,25;0,243019532;770,56366;452509,625;0,075055439
732,4000244;-0,016868867;0,002852064;771,56518;2218936,25;0,242890046;771,56518;392233,6563;0,071178983
732;-0,017196624;0,002389572;772,5667;2067464,5;0,226332838;772,5667;388880,3438;0,069159201
731,5999756;-0,017424721;0,001931395;773,56822;1886414,25;0,216802245;773,56822;405431,125;0,063764058
731,2000122;-0,016845658;0,003347472;774,56974;1826438,5;0,210875535;774,56974;321466,6875;0,060670142
730,7999878;-0,016755607;0,003142352;775,57126;1701681,625;0,209738257;775,57126;364116,375;0,063002136
730,4000244;-0,016797995;0,003124205;776,57278;1684654,25;0,203346305;776,57278;294326,0313;0,057549515
730;-0,017002856;0,003143395;777,5743;1491604,125;0,199520496;777,5743;276676,6563;0,05481781
729,5999756;-0,016210316;0,003233621;778,57582;1568472,875;0,193181522;778,57582;263841,5313;0,055072417
729,2000122;-0,016578339;0,003846555;779,57734;1447955,375;0,187589542;779,57734;276064,6875;0,051478592
728,7999878;-0,016588604;0,003235681;780,57886;1498382,375;0,184147366;780,57886;260022,9531;0,049729271
728,4000244;-0,016810099;0,002703932;781,58038;1470823,5;0,178987644;781,58038;322514,7813;0,048143538
728;-0,01557509;0,003570724;782,5819;1339857,5;0,17248494;782,5819;260525,4375;0,047963023
727,5999756;-0,014875554;0,003868571;783,58342;1326598,625;0,161163133;783,58342;225118,2969;0,047141032
727,2000122;-0,014890112;0,003314579;784,58494;1274060,5;0,168007969;784,58494;239299,9063;0,044864403
726,7999878;-0,014965296;0,003584113;785,58646;1194971,25;0,164179255;785,58646;268073,4375;0,044839318
726,4000244;-0,015480529;0,003542694;786,58798;1159778,25;0,160264949;786,58798;195909,6875;0,041748101
726;-0,014629292;0,003843368;787,5895;1061321,625;0,15682836;787,5895;258444,8281;0,040828401
725,5999756;-0,014513195;0,004106959;788,59102;1112367,25;0,153707716;788,59102;219301,5;0,039602161
725,2000122;-0,014281558;0,003781373;789,59254;1022329,063;0,150010552;789,59254;223743,75;0,036853624
724,7999878;-0,013724421;0,003837362;790,59406;1085392,25;0,149217284;790,59406;167170,1406;0,039981676
724,4000244;-0,013309789;0,004231731;791,59558;1012547,813;0,14548042;791,59558;203931,5938;0,036851225
724;-0,013356682;0,004927074;792,5971;1038214;0,145617662;792,5971;184052,1875;0,036376746
723,5999756;-0,013172997;0,004786398;793,59862;1002356;0,138974915;793,59862;167175,9375;0,036413033
723,2000122;-0,013023702;0,004146629;794,60014;1020705,75;0,137063654;794,60014;218115,5625;0,034474274
722,7999878;-0,012701579;0,004019296;795,60166;900849;0,134002665;795,60166;207512,875;0,03585464
722,4000244;-0,011616848;0,004559225;796,60318;994388,375;0,131303737;796,60318;228795,6563;0,035482231
722;-0,011387998;0,004017101;797,6047;950413,25;0,130706854;797,6047;194605,7813;0,035817512
721,5999756;-0,010509946;0,005863515;798,60622;873112,5;0,126984542;798,60622;190484,1563;0,032221279
721,2000122;-0,010794158;0,005640052;799,60774;838887,75;0,128772378;799,60774;178410,5313;0,034860467
